"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116"
"265",-1.6456,7.1297,-1.0911,2.3691,-0.9712,-0.6847,3.6849,5.9303,-1.2386,-0.5864,6.2226,2.7421,2.956,5.4421,5.85,2.1555,3.2471,4.9236,3.4032,11.4082,-1.4422,0.5057,-0.0292999999999992,-7.149,-0.0891000000000002,1.4223,-4.4775,-4.9581,-3.5226,1.3088,-10.4307,1.8523,4.3699,5.475,-3.9047,-3.7955,3.9651,-4.5582,-3.4008,1.1466,6.4366,0.125600000000000,-3.9458,6.6333,-1.3475,1.5125,-0.2351,-0.8547,-1.5781,-4.231,-0.9674,0.934900000000003,2.5116,-0.7652,-1.4696,-1.7586,8.8509,-0.1902,3.0706,6.4287,-3.3573,-0.3213,3.7108,-6.1396,-1.6476,-8.0048,8.1643,-6.8155,0.4343,5.7117,-2.2331,3.3628,-7.8866,1.4791,1.5705,-2.8777,8.0853,9.9126,-2.9238,-1.1523,1.1044,3.9027,-1.3076,-4.812,4.9817,-1.4588,-8.9264,-5.8082,0.9266,4.8551,6.9494,-10.0624,-4.3625,1.2506,-5.3041,10.3635,-5.5279,-1.7239,2.7043,7.443,1.4544,-0.9252,6.4159,1.11390000000000,2.6561,4.2361,-4.7882,0.9942,-0.102300000000000,0.332599999999999,2.8296,-4.8448,-3.5643,-3.1737,0.6561,4.1796
"266",-1.7911,6.753,-0.335200000000000,1.8238,-1.3504,-0.7857,2.8655,5.5565,-1.6986,0.633500000000001,5.857,2.5814,2.2299,6.0444,5.4962,2.1112,3.3711,4.9164,3.1873,11.9172,-1.6371,1.3894,0.231,-7.1217,-1.0118,1.5048,-3.5747,-5.1208,-3.9491,0.806,-11.2676,2.066,3.4296,5.5134,-3.6231,-3.4303,3.9947,-4.6116,-3.7444,1.2944,6.1479,-0.4238,-3.6777,7.187,-1.4506,1.5693,0.2657,-0.7277,-2.1143,-4.0889,-0.9743,1.332,2.5004,-0.5358,-1.0294,-1.9646,8.5448,0.338,3.2074,6.6887,-3.0366,-1.232,3.8855,-6.4348,-1.7721,-8.3095,8.1486,-6.9103,0.0968999999999998,4.7925,-1.9425,3.273,-8.4787,1.3432,2.719,-3.7268,8.6655,9.5417,-3.521,-1.2983,0.8479,3.6227,-1.4559,-4.8736,5.0979,-1.6397,-8.8986,-6.0533,0.8531,4.3029,5.6782,-9.8004,-5.1208,0.7483,-5.9074,9.4497,-5.96,-1.5074,2.6308,6.899,0.86,-1.1625,6.6502,0.5365,3.2356,4.0699,-3.975,0.7256,0.0905000000000005,-0.0667999999999997,3.7855,-4.2197,-3.7293,-2.8754,0.3169,4.063
"267",-1.9135,6.3955,0.466,1.0465,-1.6737,-0.5265,2.3433,5.0366,-2.2434,1.9757,5.3383,2.5233,1.7996,6.6001,4.9456,2.1237,3.7173,4.9331,2.8776,12.2403,-1.8197,2.1044,0.698600,-7.0983,-2.0144,1.4718,-2.6705,-5.316,-4.4654,0.5354,-11.7626,2.3154,2.5664,5.2775,-3.2513,-3.0335,3.9811,-4.6928,-4.0358,1.4273,5.8791,-0.9123,-3.3182,7.6438,-1.5353,1.675,0.7857,-0.611600000000001,-2.6218,-4.0367,-0.9163,1.51450000000000,2.5887,-0.163400000000000,-0.6032,-2.02690000000000,8.2074,1.0026,3.3023,6.9346,-2.6837,-2.3542,4.15,-6.5964,-1.8608,-8.4948,8.042,-6.7175,-0.185700000000000,3.8995,-1.4258,3.288,-8.9855,1.4741,3.8917,-4.4851,9.0792,9.199,-4.0263,-1.478,0.4158,3.3545,-1.4641,-4.974,4.9421,-1.8768,-8.7742,-6.3187,0.5145,3.7526,4.1717,-9.4221,-5.7543,0.2756,-6.667,8.4658,-6.3035,-1.2673,2.5262,6.4462,0.262100000000000,-1.4618,6.7326,-0.196899999999999,3.8169,3.8415,-3.1408,0.626,0.0818000000000012,-0.2728,4.8271,-3.5158,-3.5991,-2.6015,0.0883,4.12
"268",-2.0678,6.0579,1.2423,0.1447,-1.9465,-0.0123999999999995,2.1305,4.431,-2.8189,3.3256,4.6919,2.5401,1.6928,7.0826,4.2605,2.1817,4.2461,4.8778,2.561,12.3871,-1.9471,2.5545,1.2802,-7.1378,-2.9614,1.3595,-1.9427,-5.4894,-5.0907,0.5655,-11.9277,2.5471,1.7532,4.7616,-2.873,-2.6386,3.9257,-4.8572,-4.2139,1.518,5.5822,-1.3266,-2.9079,8.0025,-1.5845,1.8202,1.2907,-0.5222,-3.0585,-4.0983,-0.781,1.4907,2.7208,0.3457,-0.195700000000000,-1.9623,7.8983,1.7407,3.353,7.1498,-2.3035,-3.5986,4.4789,-6.6232,-1.9182,-8.5307,7.8641,-6.2471,-0.4002,3.1163,-0.7385,3.3834,-9.376,1.9168,4.9933,-5.0989,9.2593,8.8965,-4.4304,-1.6774,-0.1462,3.1272,-1.3596,-5.0923,4.5423,-2.147,-8.5721,-6.5502,-0.0472999999999999,3.2392,2.5129,-8.9718,-6.2233,-0.130400000000000,-7.5225,7.4856,-6.5113,-1.0566,2.4115,6.1224,-0.2808,-1.7947,6.721,-1.04320000000000,4.352,3.571,-2.3684,0.6577,-0.116099999999999,-0.2698,5.9173,-2.8135,-3.2146,-2.3507,-0.0398999999999999,4.3608
"269",-2.3034,5.7053,1.9208,-0.7686,-2.192,0.6183,2.1984,3.8184,-3.3536,4.5883,3.9585,2.587,1.8911,7.4607,3.5148,2.294,4.8762,4.6642,2.3164,12.3905,-1.9598,2.6715,1.8908,-7.2793,-3.7457,1.2149,-1.5303,-5.5919,-5.8211,0.9369,-11.812,2.7307,0.9574,3.9979,-2.5744,-2.2724,3.8464,-5.1419,-4.2423,1.5153,5.2313,-1.6552,-2.4881,8.2655,-1.5702,1.9956,1.7662,-0.470000000000001,-3.3889,-4.267,-0.5627,1.281,2.8275,0.9642,0.196000000000001,-1.7945,7.6629,2.4705,3.3655,7.3072,-1.9051,-4.8571,4.8451,-6.5337,-1.946,-8.4188,7.6413,-5.5542,-0.5581,2.5242,0.0574000000000003,3.5253,-9.6135,2.6775,5.9565,-5.5538,9.1555,8.6432,-4.7331,-1.8938,-0.7661,2.9608,-1.1828,-5.2113,3.9567,-2.4186,-8.3214,-6.6993,-0.7663,2.7866,0.7843,-8.5095,-6.5089,-0.436900000000001,-8.4075,6.5728,-6.5672,-0.9059,2.2927,5.9292,-0.725,-2.1251,6.6658,-1.9534,4.7906,3.2858,-1.7253,0.7618,-0.455500000000001,-0.0633999999999997,7.0194,-2.2038,-2.6503,-2.1312,-0.0956,4.7662
"270",-2.6357,5.2995,2.4123,-1.5812,-2.4478,1.228,2.4888,3.2827,-3.7677,5.685,3.1885,2.6089,2.3216,7.6937,2.7762,2.4725,5.4995,4.2513,2.1959,12.3069,-1.7892,2.4369,2.468,-7.5334,-4.3133,1.0864,-1.4958,-5.592,-6.6188,1.6463,-11.4822,2.8634,0.1684,3.0535,-2.4278,-1.9532,3.7755,-5.5542,-4.116,1.3602,4.8333,-1.8872,-2.0906,8.4367,-1.4687,2.1818,2.2052,-0.4625,-3.5833,-4.511,-0.265400000000000,0.918599999999998,2.8456,1.6473,0.5712,-1.54550000000000,7.5198,3.1002,3.3496,7.3789,-1.5077,-6.0043,5.2236,-6.3532,-1.9513,-8.1922,7.4022,-4.7273,-0.6799,2.1786,0.9037,3.6764,-9.6614,3.7158,6.7421,-5.8749,8.7514,8.4482,-4.9478,-2.135,-1.3666,2.8646,-0.9842,-5.3183,3.2572,-2.6518,-8.0539,-6.7375,-1.564,2.4076,-0.9376,-8.1013,-6.6065,-0.6227,-9.2593,5.7736,-6.4849,-0.8182,2.1637,5.8383,-1.0465,-2.4218,6.5909,-2.8783,5.0883,3.0173,-1.2632,0.872599999999998,-0.8719,0.3143,8.0834,-1.7702,-2.0077,-1.9639,-0.1185,5.2993
"271",-3.0334,4.8209,2.6218,-2.1789,-2.7563,1.7058,2.9344,2.8966,-3.9797,6.5459,2.4373,2.5534,2.8707,7.7415,2.0995,2.713,5.9985,3.6595,2.2186,12.1989,-1.382,1.8772,2.9691,-7.881,-4.6611,1.0125,-1.8177,-5.4787,-7.4147,2.6359,-10.9984,2.9605,-0.591,2.0111,-2.4829,-1.6904,3.7572,-6.0703,-3.8531,1.0146,4.426,-2.0122,-1.7285,8.5267,-1.2704,2.3419,2.5954,-0.5037,-3.6164,-4.7839,0.0958000000000006,0.450299999999999,2.7353,2.3409,0.9173,-1.23470000000000,7.4571,3.544,3.3116,7.3418,-1.1381,-6.9115,5.5883,-6.1084,-1.9505,-7.9052,7.1702,-3.8653,-0.7777,2.0958,1.7491,3.8002,-9.4913,4.9557,7.3284,-6.1135,8.0708,8.3207,-5.1055,-2.4172,-1.881,2.8405,-0.8238,-5.4067,2.514,-2.804,-7.7956,-6.6594,-2.357,2.1014,-2.5864,-7.8066,-6.5184,-0.6774,-10.0284,5.1128,-6.3001,-0.7686,2.0138,5.8069,-1.2424,-2.6626,6.4857,-3.7763,5.2154,2.7957,-1.02180000000000,0.9327,-1.3017,0.8046,9.0416,-1.5685,-1.4067,-1.8694,-0.1543,5.9112
"272",-3.4369,4.2624,2.4838,-2.4678,-3.148,1.975,3.4728,2.7011,-3.9293,7.1167,1.7627,2.3884,3.4165,7.5871,1.5224,2.9902,6.2596,2.9593,2.3796,12.1107,-0.7361,1.0359,3.3592,-8.282,-4.8147,1.0065,-2.4152,-5.2571,-8.1239,3.8022,-10.4022,3.0485,-1.2824,0.9482,-2.7593,-1.4806,3.8359,-6.6416,-3.4809,0.4875,4.0647,-2.0242,-1.3963,8.5531,-0.9838,2.4263,2.908,-0.5908,-3.4647,-5.0372,0.4955,-0.0621000000000009,2.4904,2.998,1.2115,-0.879000000000005,7.4373,3.7361,3.252,7.1828,-0.8229,-7.4773,5.9095,-5.8236,-1.9607,-7.6076,6.9593,-3.0598,-0.8455,2.2518,2.547,3.8738,-9.0875,6.3072,7.7031,-6.3224,7.1691,8.2666,-5.2483,-2.7601,-2.2623,2.887,-0.7547,-5.4754,1.7883,-2.8374,-7.5628,-6.4748,-3.0647,1.8511,-4.1045,-7.6666,-6.249,-0.5966,-10.6803,4.5895,-6.0654,-0.7138,1.8416,5.794,-1.3295,-2.8365,6.3155,-4.6162,5.1615,2.6471,-1.02680000000000,0.898200000000001,-1.6928,1.3297,9.8161,-1.6132,-0.9674,-1.8543,-0.2474,6.5439
"273",-3.7895,3.6172,1.9896,-2.4181,-3.6253,1.9914,4.0462,2.699,-3.615,7.3637,1.2206,2.1216,3.8546,7.2559,1.065,3.2674,6.1954,2.2538,2.6706,12.0547,0.0812000000000004,-0.0429999999999999,3.6005,-8.6941,-4.8083,1.0502,-3.1851,-4.9417,-8.6614,5.02,-9.7191,3.1613,-1.8804,-0.0723999999999982,-3.2388,-1.3089,4.0441,-7.1996,-3.0293,-0.159800000000001,3.8058,-1.9229,-1.072,8.5333,-0.637,2.3904,3.1005,-0.707799999999999,-3.1122,-5.2297,0.9016,-0.545999999999999,2.1399,3.5883,1.4348,-0.497699999999995,7.4045,3.6384,3.1676,6.8984,-0.5872,-7.6558,6.1546,-5.521,-1.991,-7.3261,6.7718,-2.3839,-0.8607,2.5886,3.2544,3.897,-8.4462,7.6821,7.8624,-6.5367,6.1203,8.2836,-5.4166,-3.1711,-2.4852,2.9969,-0.8019,-5.5254,1.1257,-2.7255,-7.3623,-6.199,-3.6166,1.6241,-5.4356,-7.6985,-5.8111,-0.3843,-11.1892,4.1827,-5.8402,-0.6027,1.6653,5.7699,-1.338,-2.9438,6.0472,-5.3746,4.9407,2.5892,-1.28430000000000,0.7401,-2.0076,1.8126,10.3467,-1.874,-0.7851,-1.9014,-0.4287,7.1361
"274",-4.0627,2.8855,1.1855,-2.0876,-4.1572,1.7404,4.5941,2.8705,-3.1098,7.2786,0.8484,1.8043,4.1059,6.8044,0.7286,3.5106,5.7737,1.6504,3.0957,12.0123,0.9541,-1.3013,3.6518,-9.0805,-4.684,1.1016,-4.0234,-4.5563,-8.9563,6.1678,-8.9721,3.3349,-2.3813,-1.0015,-3.8692,-1.1583,4.3925,-7.669,-2.5286,-0.8314,3.6906,-1.7131,-0.7282,8.4717,-0.272,2.2116,3.1304,-0.8232,-2.5643,-5.3334,1.279,-0.9282,1.7425,4.0957,1.5826,-0.112699999999997,7.2967,3.243,3.0544,6.5021,-0.4574,-7.469,6.2951,-5.2185,-2.0405,-7.0569,6.602,-1.8798,-0.796500000000001,3.0286,3.8371,3.8897,-7.5743,8.9997,7.8163,-6.7628,5.0051,8.3642,-5.6382,-3.6329,-2.5489,3.1558,-0.9494,-5.5549,0.5455,-2.4545,-7.1919,-5.8521,-3.9661,1.382,-6.519,-7.89,-5.2388,-0.0623999999999985,-11.5274,3.862,-5.6776,-0.3881,1.5243,5.7221,-1.3019,-2.9977,5.6717,-6.0326,4.5894,2.6271,-1.7729,0.4496,-2.2227,2.191,10.6154,-2.2843,-0.908,-1.9756,-0.7023,7.6327
"275",-4.2513,2.1026,0.153,-1.5911,-4.6825,1.244,5.0593,3.197,-2.5351,6.8698,0.6479,1.5151,4.1173,6.2959,0.497599999999999,3.6922,5.0339,1.224,3.6599,11.9435,1.7716,-2.6476,3.4767,-9.403,-4.4998,1.1148,-4.832,-4.1309,-8.9598,7.1367,-8.1913,3.5915,-2.7872,-1.8005,-4.5737,-1.0263,4.8652,-7.9836,-2.007,-1.4305,3.7327,-1.4044,-0.3416,8.3577,0.0674999999999999,1.8947,2.9739,-0.899899999999999,-1.8562,-5.3347,1.5913,-1.149,1.3712,4.5107,1.6703,0.255099999999999,7.0601,2.5762,2.9118,6.0238,-0.4589,-6.9973,6.3095,-4.9242,-2.1084,-6.7693,6.4407,-1.5462,-0.635400000000001,3.4925,4.2807,3.8822,-6.4929,10.1841,7.5919,-6.981,3.9011,8.5017,-5.9268,-4.1017,-2.4779,3.3366,-1.1475,-5.5555,0.0394000000000005,-2.02,-7.0351,-5.4636,-4.0984,1.0972,-7.2933,-8.2017,-4.5903,0.329100000000000,-11.6665,3.6059,-5.6093,-0.0351999999999997,1.4637,5.6506,-1.2493,-3.0261,5.2046,-6.575,4.1595,2.7456,-2.43560000000000,0.0443999999999996,-2.3286,2.4273,10.6516,-2.7612,-1.3259,-2.0303,-1.0392,7.9937
"276",-4.3442,1.3543,-1.0224,-1.0453,-5.1177,0.5633,5.3967,3.66,-2.0104,6.1621,0.5807,1.3328,3.8688,5.7818,0.3476,3.7848,4.0773,0.9882,4.3507,11.7976,2.4746,-3.9564,3.0571,-9.6143,-4.3258,1.0569,-5.5208,-3.695,-8.6529,7.8315,-7.4116,3.9264,-3.0837,-2.4336,-5.267,-0.9371,5.4159,-8.1045,-1.4824,-1.8903,3.915,-1.0112,0.0938000000000008,8.175,0.348900000000000,1.4695,2.6373,-0.9117,-1.0505,-5.2264,1.8044,-1.1768,1.0944,4.821,1.7324,0.589199999999998,6.6664,1.6979,2.7482,5.5149,-0.6082,-6.3576,6.1804,-4.6331,-2.1994,-6.4221,6.2909,-1.3385,-0.3815,3.913,4.5967,3.9016,-5.2409,11.1616,7.2298,-7.1544,2.8698,8.6891,-6.2836,-4.5215,-2.3191,3.5005,-1.3316,-5.5109,-0.4183,-1.4314,-6.862,-5.0724,-4.0284,0.7614,-7.7062,-8.5813,-3.9429,0.7478,-11.5857,3.4089,-5.6369,0.4671,1.5144,5.5634,-1.1962,-3.0622,4.6711,-6.9926,3.7085,2.9142,-3.1832,-0.428100000000001,-2.3313,2.5071,10.5205,-3.2321,-1.9702,-2.019,-1.3859,8.1934
"277",-4.2967,0.7446,-2.2623,-0.5418,-5.3732,-0.2224,5.5769,4.2229,-1.616,5.205,0.5802,1.3093,3.3829,5.3007,0.2584,3.7499,3.0396,0.8928,5.1305,11.5313,3.0607,-5.0956,2.4033,-9.6658,-4.2199,0.917700000000002,-6.019,-3.2714,-8.0487,8.175,-6.6689,4.3089,-3.2372,-2.868,-5.8718,-0.9321,5.9723,-8.0321,-0.9589,-2.1863,4.195,-0.5498,0.5628,7.9214,0.5567,0.9821,2.1549,-0.855,-0.228800000000000,-5.0011,1.8895,-1.01380000000000,0.9614,5.0056,1.8181,0.877699999999997,6.1206,0.6927,2.5821,5.039,-0.9064,-5.6761,5.8924,-4.332,-2.3168,-5.9814,6.1759,-1.1859,-0.0577000000000005,4.2423,4.8196,3.9637,-3.8805,11.868,6.7763,-7.2442,1.9507,8.9109,-6.6926,-4.8399,-2.1338,3.6072,-1.4392,-5.3974,-0.856700000000001,-0.7201,-6.6388,-4.7159,-3.7887,0.3889,-7.7269,-8.9793,-3.3799,1.1666,-11.2818,3.2807,-5.7321,1.0949,1.6803,5.4651,-1.1446,-3.132,4.0881,-7.2812,3.2883,3.0963,-3.9115,-0.8988,-2.2523,2.4297,10.2995,-3.6501,-2.7277,-1.9032,-1.6815,8.215
"278",-4.0359,0.3423,-3.4802,-0.1466,-5.3786,-1.0453,5.5873,4.8179,-1.3893,4.0925,0.574200000000001,1.4605,2.7245,4.8833,0.2237,3.5387,2.0557,0.8516,5.9482,11.1269,3.5474,-5.9603,1.5637,-9.5258,-4.1983,0.7108,-6.2837,-2.8827,-7.1903,8.1256,-6.005,4.6958,-3.2153,-3.0847,-6.3372,-1.0472,6.4532,-7.8085,-0.4367,-2.3279,4.5197,-0.0358000000000001,1.0309,7.6168,0.691600000000001,0.4884,1.5752,-0.746399999999998,0.5222,-4.652,1.8292,-0.695900000000002,0.9966,5.0384,1.9771,1.11220000000000,5.4607,-0.3445,2.4394,4.6571,-1.3406,-5.0649,5.4405,-4.0152,-2.4523,-5.4399,6.1319,-1.0182,0.3025,4.4574,4.9924,4.0728,-2.493,12.262,6.2745,-7.2218,1.1594,9.1361,-7.1157,-5.017,-1.9821,3.6266,-1.4198,-5.1916,-1.2999,0.0525000000000002,-6.3486,-4.4152,-3.4194,0.0125999999999999,-7.3562,-9.3576,-2.9736,1.5798,-10.773,3.2363,-5.8457,1.7881,1.9416,5.3518,-1.0842,-3.2401,3.461,-7.441,2.9398,3.262,-4.5271,-1.2945,-2.129,2.2017,10.0546,-3.999,-3.4547,-1.6642,-1.8764,8.0462
"279",-3.5048,0.1406,-4.5581,0.0933,-5.1068,-1.8522,5.4342,5.3533,-1.334,2.9641,0.5077,1.7757,1.9913,4.5508,0.245100000000001,3.109,1.2288,0.7853,6.7502,10.5941,3.9396,-6.49,0.6359,-9.1862,-4.2242,0.476999999999999,-6.3004,-2.5613,-6.1469,7.6983,-5.4762,5.04,-3.0056,-3.0894,-6.6485,-1.2858,6.7928,-7.499,0.0776999999999999,-2.34,4.8364,0.5182,1.4532,7.3015,0.7599,0.0404,0.9469,-0.611599999999999,1.127,-4.1802,1.6255,-0.287200000000002,1.1983,4.8956,2.2406,1.2861,4.7446,-1.3231,2.342,4.4103,-1.8873,-4.6051,4.836,-3.6959,-2.5839,-4.8223,6.188,-0.7878,0.668,4.5607,5.1471,4.224,-1.165,12.3401,5.7594,-7.077,0.4915,9.321,-7.491,-5.0265,-1.9098,3.5436,-1.247,-4.8829,-1.7662,0.8026,-6.0011,-4.1715,-2.961,-0.3267,-6.6344,-9.688,-2.7716,1.9919,-10.0935,3.2884,-5.9245,2.4594,2.2629,5.2123,-0.9981,-3.3694,2.7935,-7.4759,2.6876,3.3916,-4.9737,-1.553,-2.0067,1.8363,9.8278,-4.2873,-3.9977,-1.3138,-1.9356,7.6784
"280",-2.7208,0.0770999999999997,-5.3578,0.151,-4.5768,-2.5809,5.1515,5.7381,-1.4247,1.9788,0.350099999999999,2.2319,1.2997,4.3102,0.324500000000000,2.4556,0.6125,0.6497,7.4842,9.9509,4.2299,-6.6686,-0.2356,-8.6615,-4.229,0.2805,-6.0761,-2.3525,-5.0107,6.9659,-5.1489,5.294,-2.6208,-2.9178,-6.8241,-1.6142,6.9608,-7.1678,0.5648,-2.2499,5.1031,1.0999,1.7833,7.0234,0.7665,-0.3228,0.3137,-0.468400000000003,1.5377,-3.6008,1.3047,0.138400000000001,1.5444,4.5731,2.6127,1.3937,4.0322,-2.1677,2.3034,4.3134,-2.5109,-4.34,4.1141,-3.4034,-2.6852,-4.1765,6.3528,-0.4778,1.0181,4.5765,5.2935,4.4029,0.0308999999999999,12.1448,5.2587,-6.8126,-0.0722,9.421,-7.7511,-4.8629,-1.9454,3.363,-0.9329,-4.4818,-2.267,1.4447,-5.6314,-3.9698,-2.4479,-0.5874,-5.6372,-9.9468,-2.7911,2.4049,-9.2867,3.4436,-5.9269,3.0137,2.6005,5.0396,-0.8723,-3.4896,2.1005,-7.399,2.5363,3.4826,-5.2448,-1.6372,-1.9284,1.3577,9.6332,-4.5423,-4.2189,-0.8974,-1.8344,7.1118
"281",-1.7852,0.0986000000000002,-5.7612,0.0235,-3.8393,-3.1523,4.8049,5.9074,-1.6057,1.2809,0.0906000000000002,2.799,0.7669,4.144,0.4586,1.6268,0.2089,0.451,8.0997,9.2032,4.4202,-6.5171,-0.8893,-7.9809,-4.1499,0.196000000000000,-5.6319,-2.3004,-3.8909,6.0375,-5.077,5.4147,-2.0926,-2.627,-6.9098,-1.977,6.9677,-6.862,0.9968,-2.0867,5.2897,1.6942,1.9785,6.8246,0.7102,-0.5781,-0.285,-0.317999999999998,1.7411,-2.945,0.9193,0.5139,2.0027,4.1011,3.0725,1.42910000000000,3.3666,-2.8226,2.3297,4.3603,-3.1649,-4.2773,3.3307,-3.1715,-2.7349,-3.5551,6.6119,-0.0964,1.346,4.5461,5.416,4.5854,1.0454,11.7535,4.794,-6.4373,-0.557,9.4078,-7.852,-4.5513,-2.1014,3.1094,-0.5376,-4.012,-2.8013,1.9106,-5.2887,-3.7875,-1.9072,-0.733,-4.4659,-10.1154,-3.0202,2.8149,-8.4023,3.7012,-5.8367,3.3717,2.9082,4.8376,-0.7012,-3.567,1.4114,-7.2345,2.4706,3.5451,-5.3818,-1.53670000000000,-1.9264,0.798,9.4602,-4.7973,-4.0265,-0.4864,-1.5582,6.3624
"282",-0.8374,0.215599999999998,-5.7124,-0.273,-2.9608,-3.4995,4.4885,5.8388,-1.7998,0.9699,-0.2638,3.4314,0.4855,4.0032,0.6425,0.7123,-0.0129,0.240600000000000,8.5561,8.3461,4.531,-6.0872,-1.2054,-7.1868,-3.9597,0.277000000000001,-5.0057,-2.4225,-2.9003,5.0317,-5.2804,5.3817,-1.4676,-2.2792,-6.9676,-2.3216,6.8537,-6.6026,1.3457,-1.8919,5.3729,2.2753,2.0026,6.7294,0.5901,-0.7153,-0.8087,-0.1555,1.7554,-2.2575,0.542300000000001,0.793099999999999,2.5385,3.5419,3.5869,1.3889,2.7692,-3.2583,2.423,4.5352,-3.7956,-4.4006,2.5553,-3.025,-2.7267,-3.001,6.9395,0.3281,1.6548,4.5187,5.4778,4.7416,1.8562,11.2604,4.385,-5.9615,-0.9821,9.2746,-7.7983,-4.1459,-2.3829,2.8221,-0.154,-3.5022,-3.3537,2.1604,-5.0206,-3.6016,-1.3558,-0.7297,-3.2299,-10.1808,-3.4248,3.2128,-7.4961,4.0519,-5.6647,3.489,3.1389,4.6222,-0.4869,-3.5726,0.7643,-7.0168,2.456,3.5948,-5.4584,-1.26310000000000,-2.0181,0.194199999999999,9.2813,-5.084,-3.3941,-0.157900000000000,-1.1062,5.467
"283",0.00429999999999975,0.492600000000001,-5.2319,-0.7097,-2.0148,-3.6101,4.3028,5.5478,-1.9324,1.0836,-0.682499999999999,4.0651,0.5031,3.819,0.876,-0.1883,-0.0894,0.0930999999999997,8.8347,7.3834,4.5848,-5.4595,-1.1529,-6.3373,-3.6651,0.524799999999999,-4.2611,-2.6888,-2.1342,4.0583,-5.7333,5.2093,-0.8078,-1.9253,-7.0545,-2.6128,6.666,-6.3884,1.594,-1.7265,5.328,2.7966,1.8318,6.7412,0.413499999999999,-0.7304,-1.2133,0.0174000000000021,1.6224,-1.5876,0.250399999999999,0.952299999999997,3.1121,2.9749,4.1246,1.27510000000000,2.2465,-3.4725,2.5867,4.8195,-4.3476,-4.6799,1.8595,-2.9713,-2.671,-2.5406,7.31,0.7523,1.9484,4.5406,5.434,4.8474,2.4598,10.7576,4.0503,-5.3963,-1.3543,9.031,-7.638,-3.7118,-2.7888,2.5399,0.120100000000000,-2.9813,-3.8976,2.1852,-4.8596,-3.3944,-0.808,-0.5478,-2.0379,-10.1411,-3.9576,3.584,-6.6346,4.4784,-5.4414,3.3684,3.2538,4.4164,-0.238400000000000,-3.4876,0.202100000000000,-6.7796,2.4446,3.6426,-5.5536,-0.846400000000001,-2.2096,-0.409999999999999,9.0648,-5.4271,-2.3622,0.0316999999999990,-0.4979,4.4786
"284",0.665299999999999,0.9845,-4.3962,-1.2421,-1.0776,-3.5452,4.3265,5.0641,-1.9583,1.5838,-1.1041,4.6312,0.8169,3.5294,1.1614,-0.9954,-0.0487,0.0794000000000015,8.9438,6.3458,4.5842,-4.7381,-0.7969,-5.5039,-3.2835,0.8803,-3.4851,-3.029,-1.6516,3.2095,-6.3648,4.943,-0.183400000000000,-1.5935,-7.1999,-2.8282,6.4369,-6.2046,1.7386,-1.6574,5.1263,3.1956,1.4637,6.8461,0.202600000000000,-0.6259,-1.4565,0.189299999999999,1.3973,-0.9797,0.107200000000001,0.9879,3.6682,2.4703,4.6597,1.09530000000000,1.7988,-3.4868,2.8283,5.1924,-4.772,-5.0732,1.3031,-2.9968,-2.5939,-2.18180000000000,7.7001,1.1244,2.221,4.6393,5.2488,4.8925,2.8637,10.3169,3.8084,-4.7545,-1.6676,8.692,-7.4336,-3.3004,-3.3075,2.286,0.2133,-2.4822,-4.3975,2.0028,-4.8118,-3.16,-0.286400000000000,-0.170900000000000,-0.9906,-10.0033,-4.567,3.9068,-5.8962,4.9572,-5.2009,3.0616,3.2273,4.2484,0.0309999999999988,-3.3113,-0.231,-6.5493,2.3842,3.6904,-5.7234,-0.3322,-2.5016,-0.9629,8.79,-5.8404,-1.0238,0.0708000000000002,0.228899999999999,3.4599
