"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116"
"60",0.1004,-0.3393,0.3582,1.7393,0.5562,-1.6048,-0.6661,-5.1813,1.6244,2.9553,0.3627,-1.259,-2.0518,0.170100000000001,1.9261,-0.4685,0.5739,-1.0467,1.352,-3.0372,-1.9797,3.5827,0.515,0.6048,-2.5234,-0.2832,0.0052999999999992,3.0147,2.8398,-1.8562,-0.401100000000000,2.2618,5.7106,0.6112,-4.8102,0.7512,-4.5432,0.4652,-1.597,0.7354,2.5121,3.2173,-2.1405,0.7005,0.4294,-0.321,2.5753,2.3827,0.2663,0.2558,-1.501,0.8044,1.8912,3.0772,-4.742,1.0177,-0.8436,-2.2986,2.7287,2.9883,-2.4429,2.523,-1.2686,3.2747,2.2353,-8.016,-0.5882,-1.6531,1.3668,-4.7125,0.7812,-4.1883,-0.00529999999999997,1.0531,-0.4756,2.4144,-2.0578,-2.9477,4.9672,4.0415,1.2603,1.8115,-1.448,2.026,3.7807,-5.6571,-0.7375,-0.2829,-2.1655,-1.114,2.2573,-3.3066,-0.5695,-4.1308,5.5747,-2.875,1.6871,-7.6607,-2.0101,1.0405,0.3671,2.0759,-0.951699999999999,2.7973,-2.3128,9.3296,4.55,-2.668,1.2205,-0.741,0.3917,-1.4836,-0.8927,0.0926,1.2125,-0.272700000000000
"61",0.3316,1.0225,0.509399999999999,0.6238,-0.260800000000001,-1.551,-0.9611,-4.8213,0.9395,3.0236,1.8231,-0.5704,-1.5162,-0.4214,0.9332,-1.0343,-0.237,-0.8913,1.0837,-3.9222,-3.5737,4.4453,-0.0790999999999995,1.3266,-2.2931,-0.3424,-0.1826,3.8171,3.7324,-1.6985,0.6301,2.1511,6.2869,1.0838,-3.9672,-0.0162999999999998,-3.9845,0.4508,-2.3763,0.5156,1.7977,4.2322,-3.2729,1.2674,-0.0912,0.0805,2.8025,2.5713,-0.4176,1.7686,-0.7837,-0.185700000000000,1.9048,2.6747,-4.335,1.6298,-0.219,-1.7615,2.6982,2.9855,-2.587,2.3596,-0.9044,3.3951,2.4974,-9.2693,-1.1073,-2.2337,1.6654,-5.0305,0.9771,-4.7655,-0.8288,1.0456,-1.1115,3.0542,-1.9659,-2.4923,6.4432,2.2212,1.287,1.5707,-1.9101,2.2887,3.4185,-5.8356,-0.9309,-0.5135,-2.2006,-0.8344,2.2958,-2.8311,-0.9316,-5.1,5.2044,-2.9225,2.0396,-7.5309,-1.3731,0.356,-0.0377,1.9927,-0.7888,2.4649,-2.2938,8.5451,2.9471,-1.7821,1.0021,-0.4989,1.2353,-1.3164,-2.3716,0.1743,0.4133,0.445
"62",0.4523,2.4604,0.6515,-0.5262,-1.326,-1.0946,-1.4744,-4.0447,0.2045,2.9683,3.1159,-0.0512,-1.0947,-0.939,-0.1402,-1.6143,-0.8276,-0.7888,0.628,-4.6542,-4.6084,5.0804,-0.7736,1.8946,-1.8762,-0.5608,-0.5978,4.4668,4.5546,-1.4125,1.6496,2.0857,6.5518,1.5273,-3.0275,-0.8293,-2.9016,0.3661,-2.915,0.3702,1.0098,5.3514,-4.1839,1.5567,-0.6812,0.5477,3.0225,2.71,-1.0435,3.0874,-0.0927,-1.1716,1.7588,2.0853,-3.7251,2.0401,0.2962,-1.2606,2.6111,3.0029,-2.6884,2.1725,-0.4259,3.1718,2.5504,-9.9499,-1.7748,-2.7442,1.8872,-5.1828,1.0707,-5.0615,-1.6947,1.1049,-1.6361,3.7645,-1.9086,-2.0439,7.7906,0.4635,1.2423,1.3117,-2.0815,2.4512,2.968,-5.8242,-1.1741,-0.6171,-1.8816,-0.6238,2.2653,-2.0949,-1.1375,-5.8939,4.6005,-2.6222,2.4247,-7.2432,-0.6072,-0.3511,-0.4794,1.8619,-0.673499999999999,2.1886,-2.3268,7.5385,1.4788,-1.0428,0.7827,-0.2179,2.1887,-1.2566,-3.6538,0.0711000000000002,-0.5599,1.1987
"63",0.5025,3.8112,0.6666,-1.57,-2.5215,-0.3155,-2.1241,-2.9917,-0.4578,2.753,4.1397,0.2467,-0.8367,-1.3335,-1.2514,-2.1891,-1.1837,-0.7559,0.0404,-5.1787,-5.0523,5.479,-1.5091,2.2905,-1.2838,-0.9264,-1.1984,4.9366,5.2517,-0.9918,2.5968,2.0669,6.4412,1.9168,-2.1374,-1.6096,-1.342,0.2304,-3.1693,0.3013,0.1948,6.4557,-4.8417,1.5202,-1.3206,1.0201,3.2751,2.8019,-1.5995,4.1098,0.5413,-2.0794,1.4118,1.3894,-2.9542,2.2229,0.6511,-0.8383,2.4204,3.0351,-2.7797,1.9418,0.129,2.6074,2.4358,-9.9888,-2.475,-3.1864,2.0299,-5.1427,1.0826,-5.0847,-2.5611,1.1732,-2.0807,4.5003,-1.8897,-1.6126,8.915,-1.1017,1.1211,1.0809,-1.9215,2.4959,2.4679,-5.6211,-1.4096,-0.5548,-1.2736,-0.4857,2.1811,-1.1741,-1.177,-6.472,3.8209,-2.0153,2.8311,-6.8129,0.2399,-1.0354,-0.9476,1.7278,-0.632200000000001,1.9754,-2.3999,6.3681,0.1981,-0.5081,0.6097,0.1038,3.158,-1.2505,-4.6616,-0.176,-1.6215,1.9011
"64",0.5378,4.9215,0.4445,-2.3602,-3.6913,0.6347,-2.8035,-1.8261,-0.9645,2.3689,4.8062,0.305,-0.7663,-1.5505,-2.3655,-2.7746,-1.377,-0.7916,-0.6284,-5.4984,-4.9755,5.6684,-2.1788,2.5348,-0.564,-1.4141,-1.8856,5.206,5.769,-0.4403,3.4152,2.1024,5.9351,2.2582,-1.4122,-2.2864,0.583,0.0524,-3.1428,0.3216,-0.6105,7.4193,-5.2548,1.1506,-1.9864,1.4338,3.5753,2.843,-2.0927,4.7706,1.0883,-2.8508,0.8607,0.6841,-2.0792,2.1903,0.8359,-0.533,2.0964,3.0624,-2.8797,1.6524,0.7122,1.7456,2.2074,-9.3788,-3.0892,-3.5494,2.1078,-4.8852,1.0434,-4.873,-3.3756,1.1822,-2.4771,5.2068,-1.8834,-1.1974,9.7357,-2.3557,0.912,0.9178,-1.4406,2.4248,1.956,-5.2337,-1.57,-0.3163,-0.4705,-0.4006,2.0671,-0.1607,-1.0724,-6.8177,2.9481,-1.1795,3.2395,-6.2629,1.1068,-1.6374,-1.4214,1.634,-0.679599999999999,1.8179,-2.4857,5.0764,-0.8567,-0.1887,0.5209,0.4744,4.0345,-1.2333,-5.3598,-0.5136,-2.6859,2.4686
"65",0.6168,5.6566,-0.0606,-2.7705,-4.6711,1.5643,-3.4111,-0.6981,-1.2583,1.838,5.0516,0.1471,-0.8772,-1.5474,-3.4314,-3.3991,-1.5208,-0.8851,-1.3438,-5.6452,-4.5197,5.6987,-2.6597,2.6671,0.208800000000000,-1.989,-2.5355,5.2579,6.0478,0.209,4.0454,2.2029,5.0578,2.5728,-0.9033,-2.7987,2.7108,-0.1682,-2.876,0.4433,-1.3741,8.1178,-5.4579,0.4865,-2.6536,1.7432,3.9118,2.8168,-2.5205,5.0522,1.5122,-3.4562,0.1357,0.0705,-1.1724,1.9782,0.8738,-0.3664,1.6418,3.0483,-2.9828,1.2993,1.2708,0.6604,1.9125,-8.1744,-3.5128,-3.8104,2.1477,-4.398,0.9786,-4.4859,-4.0838,1.0697,-2.8426,5.8278,-1.8462,-0.7882,10.1973,-3.2126,0.6134,0.8466,-0.6929,2.2543,1.4675,-4.675,-1.5953,0.0815999999999999,0.4135,-0.3346,1.9497,0.8428,-0.8762,-6.9331,2.0823,-0.2149,3.6264,-5.6231,1.9184,-2.1018,-1.8726,1.6203,-0.8112,1.706,-2.5434,3.6961,-1.6587,-0.0507,0.5409,0.9029,4.7155,-1.1337,-5.7445,-0.8929,-3.6706,2.8406
"66",0.7807,5.9068,-0.7861,-2.7247,-5.3177,2.2847,-3.8804,0.2725,-1.2976,1.2066,4.8492,-0.1664,-1.1319,-1.3137,-4.3709,-4.0816,-1.714,-1.0177,-2.0837,-5.6474,-3.8629,5.6359,-2.8667,2.722,0.9518,-2.5908,-3.0366,5.082,6.0315,0.8895,4.4293,2.3678,3.875,2.88,-0.591,-3.0959,4.8489,-0.4324,-2.4339,0.6638,-2.066,8.4397,-5.4923,-0.3914,-3.3017,1.9348,4.2499,2.7025,-2.8605,4.9834,1.7751,-3.9015,-0.7151,-0.3635,-0.3143,1.63,0.8042,-0.3328,1.0949,2.9485,-3.0614,0.8829,1.7545,-0.5598,1.5797,-6.4785,-3.6636,-3.9434,2.1885,-3.6887,0.8997,-3.9944,-4.6345,0.7981,-3.1735,6.3125,-1.7333,-0.37,10.2753,-3.6322,0.2468,0.868,0.244800000000000,2.0072,1.0376,-3.9619,-1.451,0.603,1.2524,-0.2561,1.8562,1.7329,-0.6544,-6.8345,1.3284,0.7753,3.9715,-4.9306,2.5977,-2.3972,-2.2666,1.7168,-1.00660000000000,1.6344,-2.5225,2.2542,-2.1944,-0.0297999999999998,0.6761,1.3914,5.1223,-0.8797,-5.8284,-1.2866,-4.4978,2.987
"67",1.0315,5.6036,-1.5737,-2.2198,-5.5295,2.6524,-4.1894,1.0052,-1.0571,0.5401,4.2166,-0.5486,-1.468,-0.8844,-5.088,-4.8211,-2.004,-1.1605,-2.8293,-5.5132,-3.1836,5.5544,-2.7892,2.7226,1.5942,-3.1239,-3.3169,4.6827,5.6794,1.516,4.5258,2.5733,2.488,3.1804,-0.4084,-3.1416,6.8034,-0.7335,-1.9005,0.9575,-2.6599,8.3024,-5.3952,-1.3751,-3.919,2.027,4.5346,2.4866,-3.0764,4.6262,1.8472,-4.22,-1.6389,-0.556,0.417100000000000,1.1845,0.669,-0.4015,0.5194,2.7274,-3.0784,0.405600000000001,2.1219,-1.8252,1.221,-4.4243,-3.4876,-3.9292,2.2752,-2.7857,0.8036,-3.4697,-4.9951,0.3687,-3.4548,6.6228,-1.5108,0.0688,9.9774,-3.6274,-0.1425,0.9578,1.2957,1.7042,0.6942,-3.1128,-1.1383,1.2082,1.929,-0.144,1.8094,2.4134,-0.468,-6.5529,0.7739,1.7014,4.266,-4.2287,3.0816,-2.5221,-2.5666,1.9362,-1.2337,1.6032,-2.3648,0.7771,-2.4662,-0.0572000000000004,0.9128,1.9223,5.2066,-0.4117,-5.6349,-1.6964,-5.0972,2.9007
"68",1.337,4.7443,-2.2357,-1.3317,-5.2569,2.5937,-4.341,1.4674,-0.5416,-0.0800999999999998,3.2145,-0.9053,-1.8076,-0.3379,-5.4945,-5.5938,-2.3796,-1.2738,-3.56,-5.239,-2.6303,5.5169,-2.4825,2.689,2.0892,-3.4753,-3.3515,4.0866,4.9856,2.0041,4.3209,2.7663,1.024,3.4449,-0.2824,-2.9232,8.4048,-1.0559,-1.374,1.2789,-3.1374,7.6714,-5.2009,-2.3515,-4.4978,2.0576,4.7013,2.1719,-3.1354,4.0598,1.7222,-4.4561,-2.5813,-0.4767,0.9593,0.6777,0.4979,-0.529,-0.0123000000000002,2.3743,-3.0071,-0.1239,2.3459,-3.0467,0.8434,-2.1628,-2.966,-3.7625,2.4457,-1.7374,0.6818,-2.9746,-5.1611,-0.1732,-3.6736,6.735,-1.1727,0.5272,9.345,-3.2584,-0.4956,1.0781,2.3958,1.3549,0.4481,-2.1487,-0.6933,1.8647,2.3535,0.0103000000000000,1.8261,2.8051,-0.3594,-6.1333,0.4712,2.5021,4.508,-3.5691,3.3356,-2.5034,-2.7424,2.2715,-1.4595,1.6125,-2.0156,-0.704,-2.4927,-0.0787,1.2246,2.4501,4.948,0.3045,-5.1994,-2.1388,-5.4137,2.59
"69",1.6494,3.4008,-2.6328,-0.1886,-4.523,2.1011,-4.3367,1.6772,0.2071,-0.5711,1.9453,-1.1582,-2.0704,0.2204,-5.5363,-6.351,-2.7803,-1.3136,-4.2489,-4.8228,-2.2949,5.5562,-2.0245,2.6377,2.4231,-3.5574,-3.157,3.3425,3.9947,2.2817,3.8276,2.8704,-0.3792,3.6185,-0.1698,-2.4612,9.5262,-1.3785,-0.9547,1.5719,-3.4894,6.5682,-4.9438,-3.2192,-5.0233,2.0663,4.6928,1.7762,-3.0183,3.3694,1.4274,-4.6473,-3.4841,-0.127300000000000,1.2758,0.1467,0.3022,-0.6713,-0.4409,1.9013,-2.8381,-0.6859,2.4143,-4.1384,0.4651,0.1431,-2.1246,-3.4554,2.7077,-0.6133,0.5292,-2.5649,-5.1557,-0.7501,-3.8298,6.6397,-0.7447,0.9828,8.4513,-2.6187,-0.7546,1.193,3.4861,0.9516,0.291,-1.092,-0.1731,2.5537,2.4729,0.2026,1.9127,2.8551,-0.354,-5.628,0.4248,3.1511,4.6913,-3.0099,3.3585,-2.3878,-2.7796,2.6986,-1.6581,1.6529,-1.4455,-2.1497,-2.3077,-0.0613000000000001,1.5839,2.9059,4.3518,1.264,-4.5712,-2.6259,-5.4156,2.0746
"70",1.9222,1.7042,-2.715,1.0654,-3.4341,1.2137,-4.1749,1.703,1.1077,-0.8785,0.5528,-1.2535,-2.1948,0.6829,-5.223,-7.0263,-3.1211,-1.2455,-4.8544,-4.2731,-2.2022,5.6721,-1.4827,2.5643,2.611,-3.3399,-2.7784,2.5164,2.8069,2.3004,3.087,2.8054,-1.591,3.6378,-0.0625,-1.8068,10.0907,-1.68,-0.7279,1.7867,-3.7155,5.0703,-4.6558,-3.8937,-5.4689,2.0824,4.4708,1.3285,-2.7255,2.6379,1.022,-4.8127,-4.2837,0.4588,1.359,-0.3646,0.0771,-0.7931,-0.734,1.3351,-2.5784,-1.2472,2.329,-5.0212,0.123400000000000,2.3244,-1.0349,-3.0388,3.0219,0.5026,0.3484,-2.2862,-5.0154,-1.2799,-3.9313,6.3403,-0.2775,1.3847,7.3886,-1.815,-0.87,1.2739,4.4994,0.4787,0.2015,0.0318000000000001,0.3554,3.267,2.2698,0.416,2.0697,2.553,-0.4636,-5.0895,0.5948,3.652,4.7988,-2.6072,3.1803,-2.2332,-2.6831,3.1798,-1.8167,1.7029,-0.6706,-3.5121,-1.9558,0.00599999999999978,1.9745,3.2156,3.4438,2.4129,-3.808,-3.1524,-5.0982,1.3831
"71",2.1173,-0.186100000000000,-2.5133,2.2945,-2.152,-9.9999999999767e-05,-3.8768,1.6539,2.0415,-1.0034,-0.7917,-1.1534,-2.1548,0.9656,-4.6353,-7.5458,-3.3308,-1.0603,-5.3126,-3.6073,-2.3197,5.8462,-0.905,2.4303,2.6857,-2.8596,-2.2782,1.6861,1.5659,2.0538,2.1679,2.5124,-2.5049,3.4574,0.0314999999999999,-1.0287,10.0787,-1.9413,-0.7498,1.8905,-3.8272,3.2913,-4.3587,-4.3135,-5.8041,2.1189,4.0248,0.8565,-2.27,1.9431,0.5894,-4.9494,-4.9151,1.2152,1.2247,-0.8056,-0.1883,-0.8699,-0.8932,0.7049,-2.2396,-1.7665,2.104,-5.6294,-0.131800000000000,4.2187,0.1969,-2.5605,3.3088,1.5224,0.1475,-2.1679,-4.7746,-1.6962,-3.9826,5.8562,0.1701,1.6609,6.2527,-0.9475,-0.8091,1.2994,5.357,-0.0657999999999999,0.151,1.1884,0.8289,3.9998,1.7608,0.6275,2.2917,1.9415,-0.6884,-4.5605,0.9132,4.0282,4.8076,-2.3996,2.8565,-2.0983,-2.4744,3.6725,-1.9379,1.7327,0.2481,-4.7399,-1.4857,0.113600000000000,2.3952,3.3152,2.2677,3.6556,-2.9738,-3.6957,-4.4829,0.5557
"72",2.2114,-2.1093,-2.1071,3.3751,-0.8363,-1.4393,-3.5028,1.6525,2.8582,-0.996,-1.9235,-0.8183,-1.9577,1.0312,-3.9035,-7.8457,-3.3835,-0.7795,-5.5462,-2.8482,-2.5752,6.0544,-0.3188,2.1772,2.6708,-2.204,-1.7189,0.9325,0.428,1.5915,1.1557,1.9785,-3.0528,3.0687,0.1131,-0.1886,9.5361,-2.1484,-1.0379,1.8784,-3.8459,1.3591,-4.0642,-4.4453,-6.0076,2.1706,3.3791,0.372599999999999,-1.6726,1.3543,0.223000000000001,-5.0335,-5.3171,2.0471,0.898800000000001,-1.1272,-0.4992,-0.8895,-0.9447,0.0397000000000003,-1.8329,-2.1994,1.7585,-5.9213,-0.257899999999999,5.6865,1.4455,-2.08,3.4701,2.3703,-0.0614000000000001,-2.2116,-4.4543,-1.9538,-3.9758,5.227,0.5425,1.7383,5.1284,-0.102200000000000,-0.5635,1.2514,5.984,-0.655,0.1077,2.3286,1.1998,4.7406,0.9973,0.8162,2.5667,1.1143,-1.0167,-4.0642,1.3054,4.308,4.7,-2.3928,2.4564,-2.0301,-2.1858,4.1359,-2.0327,1.7098,1.2202,-5.7884,-0.9464,0.2346,2.8471,3.167,0.8875,4.8732,-2.134,-4.2238,-3.6155,-0.3551
"73",2.2041,-3.919,-1.5874,4.2019,0.3952,-2.9609,-3.1245,1.788,3.395,-0.9175,-2.7245,-0.2074,-1.628,0.8902,-3.1648,-7.8811,-3.2987,-0.4417,-5.5019,-2.0331,-2.8839,6.2717,0.2703,1.7625,2.5608,-1.4834,-1.1494,0.3316,-0.4721,1.0177,0.1288,1.2478,-3.2155,2.5037,0.2001,0.6712,8.5705,-2.2993,-1.5696,1.7714,-3.7965,-0.6048,-3.7838,-4.2921,-6.0767,2.2142,2.5937,-0.1315,-0.9572,0.9259,0.0091000000000001,-5.0311,-5.4368,2.8415,0.4031,-1.2915,-0.8425,-0.8476,-0.9302,-0.6285,-1.3703,-2.5048,1.3212,-5.8879,-0.236400000000001,6.6257,2.5873,-1.6572,3.4143,2.9921,-0.2628,-2.3864,-4.0626,-2.0231,-3.8911,4.5135,0.7988,1.569,4.081,0.6453,-0.153600000000001,1.1147,6.3281,-1.2266,0.0417000000000001,3.385,1.4409,5.4636,0.0627,0.9737,2.8706,0.199299999999999,-1.4222,-3.5946,1.7071,4.5149,4.473,-2.5575,2.0469,-2.0543,-1.8513,4.5351,-2.1108,1.61,2.145,-6.6271,-0.3879,0.3336,3.3163,2.7709,-0.6096,5.9538,-1.3527,-4.7024,-2.5586,-1.2854
"74",2.1117,-5.4851,-1.0223,4.7001,1.4729,-4.3888,-2.7913,2.0752,3.5236,-0.8065,-3.1461,0.6949,-1.1987,0.5897,-2.5291,-7.6281,-3.123,-0.0852999999999997,-5.1948,-1.2237,-3.1738,6.475,0.8705,1.1843,2.3296,-0.8042,-0.5964,-0.0536999999999999,-1.052,0.466,-0.8564,0.4121,-3.0221,1.8224,0.3293,1.5238,7.3225,-2.4081,-2.2882,1.6084,-3.7008,-2.4893,-3.5372,-3.8941,-6.0282,2.2159,1.7562,-0.6782,-0.152300000000000,0.6885,0.0114000000000001,-4.9138,-5.2392,3.4851,-0.2477,-1.2797,-1.1822,-0.7479,-0.8967,-1.2668,-0.8708,-2.6512,0.8324,-5.5485,-0.0793,6.9813,3.518,-1.342,3.0752,3.3607,-0.443,-2.6331,-3.6011,-1.8897,-3.7027,3.7871,0.9173,1.1485,3.1485,1.2283,0.3747,0.8785,6.3696,-1.7007,-0.0712,4.2833,1.5439,6.12,-0.9389,1.1052,3.1658,-0.667,-1.866,-3.1098,2.0723,4.659,4.136,-2.8438,1.6754,-2.1745,-1.5008,4.8413,-2.1733,1.4263,2.9256,-7.2373,0.142,0.3797,3.7596,2.1655,-2.1151,6.8152,-0.6862,-5.0993,-1.3834,-2.1612
"75",1.958,-6.6894,-0.4319,4.8315,2.3748,-5.5405,-2.5154,2.4439,3.2102,-0.6765,-3.2079,1.8449,-0.7165,0.1902,-2.0705,-7.0803,-2.9079,0.261700000000000,-4.7189,-0.4999,-3.4007,6.6449,1.4814,0.4799,1.9669,-0.2518,-0.0697000000000001,-0.1765,-1.2915,0.0580999999999998,-1.7582,-0.416799999999999,-2.5376,1.0922,0.5448,2.3474,5.921,-2.506,-3.1165,1.4339,-3.5754,-4.1872,-3.3494,-3.3207,-5.8923,2.1406,0.9591,-1.2895,0.7044,0.644,0.2637,-4.6714,-4.7171,3.8853,-1.0448,-1.0933,-1.4618,-0.6035,-0.8913,-1.8426,-0.3578,-2.6235,0.3444,-4.9429,0.181900000000001,6.749,4.1614,-1.1672,2.4257,3.4732,-0.5988,-2.8785,-3.0723,-1.5563,-3.3977,3.1148,0.9006,0.5194,2.3431,1.5923,0.9596,0.5342,6.1249,-2.0074,-0.2406,4.9565,1.5104,6.6421,-1.8973,1.2262,3.4041,-1.3638,-2.2976,-2.537,2.3702,4.7327,3.7056,-3.1947,1.363,-2.3803,-1.1524,5.0338,-2.2105,1.1639,3.4805,-7.6051,0.6062,0.3535,4.1071,1.4143,-3.5137,7.4174,-0.1803,-5.3896,-0.166,-2.9096
"76",1.7717,-7.4256,0.2128,4.5872,3.1154,-6.2593,-2.2858,2.7656,2.5418,-0.54,-2.9707,3.133,-0.2404,-0.2495,-1.8323,-6.2501,-2.701,0.5734,-4.2101,0.0635999999999999,-3.5476,6.7677,2.0796,-0.2908,1.5116,0.118200000000000,0.4256,-0.0137999999999998,-1.2248,-0.127500000000000,-2.5353,-1.1363,-1.8445,0.3716,0.887,3.1302,4.4509,-2.6322,-3.9717,1.2851,-3.4363,-5.5927,-3.2464,-2.6557,-5.6997,1.9662,0.2787,-1.9738,1.5604,0.7685,0.7644,-4.3154,-3.8962,3.9873,-1.9772,-0.7485,-1.6233,-0.4386,-0.9569,-2.3252,0.1444,-2.4245,-0.0848,-4.1237,0.5082,5.9799,4.4703,-1.1476,1.487,3.3514,-0.7443,-3.0536,-2.4853,-1.0483,-2.9868,2.5519,0.7685,-0.2359,1.6577,1.705,1.5307,0.0756000000000001,5.646,-2.1104,-0.4623,5.3604,1.3469,6.9584,-2.707,1.3564,3.5364,-1.8015,-2.6626,-1.7939,2.5854,4.7185,3.1991,-3.5528,1.1107,-2.6575,-0.8047,5.1054,-2.2076,0.8376,3.7533,-7.7206,0.9857,0.2491,4.2763,0.5876,-4.7,7.7554,0.1343,-5.5633,1.0132,-3.479
"77",1.5901,-7.6113,0.9569,3.9737,3.7098,-6.4388,-2.0891,2.9003,1.6908,-0.4231,-2.4991,4.4124,0.1711,-0.6873,-1.8385,-5.1644,-2.544,0.8168,-3.7965,0.4245,-3.6199,6.8357,2.6306,-1.0612,1.0472,0.2862,0.8815,0.424,-0.9203,-0.0633999999999997,-3.1449,-1.6744,-1.0329,-0.2924,1.3789,3.8777,2.9531,-2.8212,-4.7775,1.1801,-3.3014,-6.612,-3.2486,-1.9831,-5.4673,1.6904,-0.2378,-2.7185,2.3508,1.0248,1.4787,-3.8737,-2.8311,3.7831,-3.0192,-0.2717,-1.6282,-0.281800000000000,-1.1288,-2.6848,0.6125,-2.0776,-0.3981,-3.1581,0.8649,4.7793,4.4324,-1.2833,0.3279,3.0407,-0.9083,-3.1056,-1.8574,-0.4168,-2.5102,2.1443,0.553,-1.0096,1.0787,1.5601,2.015,-0.4956,5.0153,-2.0144,-0.72,5.4808,1.0674,7.0096,-3.2741,1.5104,3.5167,-1.9294,-2.9139,-0.8167,2.7129,4.5954,2.639,-3.8617,0.908,-2.9903,-0.4375,5.0641,-2.1572,0.4645,3.7166,-7.5901,1.2771,0.0676999999999999,4.1956,-0.252100000000000,-5.5956,7.8437,0.2414,-5.6287,2.0686,-3.8539
"78",1.4553,-7.2141,1.8062,3.0164,4.1283,-6.0487,-1.9245,2.7481,0.8393,-0.3646,-1.8437,5.5436,0.48,-1.0966,-2.1081,-3.8665,-2.4696,0.9451,-3.5708,0.5759,-3.6427,6.85,3.1146,-1.7698,0.6676,0.2713,1.2846,1.0796,-0.4596,0.2402,-3.5522,-1.991,-0.1955,-0.8607,2.0199,4.6077,1.4566,-3.0888,-5.4694,1.1166,-3.1836,-7.18,-3.3675,-1.377,-5.1924,1.3354,-0.5738,-3.4897,3.0093,1.3691,2.3429,-3.3817,-1.5902,3.3072,-4.1181,0.3003,-1.4782,-0.157900000000000,-1.4263,-2.8897,1.0229,-1.6261,-0.5466,-2.1327,1.2284,3.3001,4.0681,-1.5658,-0.9468,2.6051,-1.1191,-3.0029,-1.2081,0.262000000000000,-2.0307,1.9306,0.2865,-1.6848,0.5993,1.176,2.3421,-1.1617,4.333,-1.7564,-0.9919,5.3403,0.7016,6.7579,-3.5319,1.6933,3.3048,-1.7371,-3.0273,0.419700000000001,2.7597,4.343,2.0581,-4.0718,0.7417,-3.358,-0.0233000000000001,4.9271,-2.0721,0.0673,3.3762,-7.2428,1.4819,-0.1854,3.83,-1.0582,-6.1567,7.7004,0.143600000000000,-5.6086,2.9155,-4.052
"79",1.4036,-6.2768,2.6868,1.777,4.2928,-5.1466,-1.8021,2.2887,0.1306,-0.4033,-1.0529,6.4256,0.673,-1.4437,-2.6599,-2.4165,-2.4994,0.9097,-3.59,0.5348,-3.6496,6.82,3.5346,-2.3715,0.4393,0.1258,1.6261,1.8458,0.0788000000000002,0.7499,-3.7373,-2.0742,0.577,-1.2938,2.7814,5.3217,0.00510000000000055,-3.4316,-5.9952,1.0727,-3.0832,-7.2765,-3.6055,-0.8937,-4.8551,0.9427,-0.7363,-4.2332,3.4814,1.7543,3.2766,-2.8731,-0.246400000000000,2.625,-5.1888,0.9196,-1.2143,-0.0801999999999996,-1.8412,-2.9057,1.3515,-1.134,-0.5008,-1.1486,1.5871,1.7201,3.4261,-1.9829,-2.2163,2.1121,-1.3906,-2.7289,-0.5559,0.8937,-1.6167,1.9372,-0.00400000000000134,-2.1505,0.2246,0.5903,2.4497,-1.8867,3.6932,-1.3956,-1.2556,4.9962,0.2981,6.1906,-3.4532,1.897,2.8665,-1.2526,-3.0087,1.8967,2.745,3.9442,1.5019,-4.1541,0.6008,-3.7302,0.4579,4.7162,-1.9854,-0.3289,2.7708,-6.7266,1.5985,-0.4995,3.1948,-1.8082,-6.3731,7.3417,-0.1345,-5.5271,3.4836,-4.1053
"80",1.4562,-4.9261,3.4567,0.3698,4.121,-3.8511,-1.7294,1.5899,-0.3327,-0.5722,-0.184,7.0036,0.7574,-1.6653,-3.4973,-0.9016,-2.6371,0.6847,-3.8774,0.3271,-3.6728,6.7527,3.8881,-2.8502,0.3814,-0.0816999999999999,1.9046,2.5843,0.6319,1.4219,-3.6915,-1.9369,1.2089,-1.5524,3.6037,5.9867,-1.3393,-3.8295,-6.3147,1.0118,-2.9821,-6.9269,-3.9549,-0.5680,-4.4274,0.5606,-0.7476,-4.8824,3.7311,2.1304,4.1943,-2.369,1.1262,1.8124,-6.1205,1.5282,-0.8985,-0.0509999999999993,-2.3346,-2.7044,1.579,-0.6841,-0.2629,-0.3084,1.9409,0.2138,2.5704,-2.5175,-3.3628,1.6163,-1.7181,-2.2793,0.0827,1.375,-1.3239,2.1719,-0.300899999999999,-2.3145,-0.0336000000000001,-0.1432,2.2906,-2.6247,3.1675,-0.9998,-1.4888,4.5252,-0.0855000000000001,5.3244,-3.0554,2.1085,2.1842,-0.5429,-2.8886,3.5563,2.6981,3.3906,1.0217,-4.1055,0.482,-4.0635,1.0031,4.4529,-1.935,-0.7023,1.9689,-6.0959,1.62,-0.8503,2.3582,-2.5006,-6.2631,6.7878,-0.5478,-5.4006,3.7323,-4.0431
