"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113"
"1",-1.9392,-0.399,2.9796,3.5245,-0.0814,-3.205,1.6916,5.2586,-3.1546,3.2032,-4.9035,-1.3059,-9.0561,-4.292,-3.0805,3.2987,-2.4832,-0.3401,-3.3733,-1.9205,-1.386,2.5528,1.2633,4.872,7.481,-1.7584,-0.8232,4.7841,-4.6774,-2.7385,1.2302,2.7149,0.0373000000000001,-4.3006,4.9197,-2.7238,-1.7073,0.5819,1.9101,5.0807,1.1009,-1.4218,4.045,1.5703,-8.2395,-2.0873,-3.101,-1.6939,-1.1117,-6.6342,-4.9844,1.5524,3.6493,-3.2143,-1.9772,-7.7006,-1.2289,-1.9296,-0.3593,3.3727,-6.49,0.3476,3.288,2.6809,4.5355,-1.9809,-4.0011,1.7947,-3.2048,-4.6092,6.6557,0.4175,-6.3374,2.4952,4.43,2.5453,-0.8689,0.1668,-1.7029,-4.9057,-1.4247,-0.829899999999999,1.6107,-3.7873,3.2342,-5.8769,0.559199999999999,-0.6876,3.5392,-1.3119,9.5842,4.035,-3.8832,5.5647,-0.6231,0.2492,-4.3834,-6.3119,-7.4333,2.4445,-2.5372,1.3054,-2.3934,4.2005,0.4407,-1.2448,-9.971,3.0347,-5.697,-3.9116,0.242599999999999,-2.5917,-3.3193
"2",-1.9392,-0.399,2.9796,3.5245,-0.0814,-3.205,1.6916,5.2586,-3.1546,3.2032,-4.9035,-1.3059,-9.0561,-4.292,-3.0805,3.2987,-2.4832,-0.3401,-3.3733,-1.9205,-1.386,2.5528,1.2633,4.872,7.481,-1.7584,-0.8232,4.7841,-4.6774,-2.7385,1.2302,2.7149,0.0373000000000001,-4.3006,4.9197,-2.7238,-1.7073,0.5819,1.9101,5.0807,1.1009,-1.4218,4.045,1.5703,-8.2395,-2.0873,-3.101,-1.6939,-1.1117,-6.6342,-4.9844,1.5524,3.6493,-3.2143,-1.9772,-7.7006,-1.2289,-1.9296,-0.3593,3.3727,-6.49,0.3476,3.288,2.6809,4.5355,-1.9809,-4.0011,1.7947,-3.2048,-4.6092,6.6557,0.4175,-6.3374,2.4952,4.43,2.5453,-0.8689,0.1668,-1.7029,-4.9057,-1.4247,-0.829899999999999,1.6107,-3.7873,3.2342,-5.8769,0.559199999999999,-0.6876,3.5392,-1.3119,9.5842,4.035,-3.8832,5.5647,-0.6231,0.2492,-4.3834,-6.3119,-7.4333,2.4445,-2.5372,1.3054,-2.3934,4.2005,0.4407,-1.2448,-9.971,3.0347,-5.697,-3.9116,0.242599999999999,-2.5917,-3.3193
"3",-1.938,-0.3984,2.978,3.5236,-0.0804,-3.2045,1.6909,5.2598,-3.1551,3.2037,-4.9052,-1.3052,-9.0544,-4.2917,-3.0796,3.2981,-2.4845,-0.3431,-3.3733,-1.9201,-1.3891,2.5505,1.2614,4.8703,7.4799,-1.7577,-0.8248,4.7857,-4.6777,-2.7364,1.2283,2.7158,0.0346,-4.2996,4.9181,-2.723,-1.7072,0.5819,1.9097,5.081,1.1027,-1.4211,4.046,1.5686,-8.2406,-2.0875,-3.1023,-1.6949,-1.1104,-6.6351,-4.9856,1.5522,3.6489,-3.2143,-1.9757,-7.7001,-1.2278,-1.9293,-0.3593,3.3706,-6.4897,0.3478,3.2871,2.6804,4.5323,-1.9824,-4.0003,1.7954,-3.204,-4.6104,6.6548,0.4156,-6.3382,2.4926,4.4303,2.5443,-0.867,0.1662,-1.7015,-4.8924,-1.4231,-0.827499999999999,1.6108,-3.7905,3.2343,-5.8745,0.5619,-0.6869,3.5374,-1.3137,9.5806,4.0337,-3.8812,5.5619,-0.6226,0.247200000000000,-4.3831,-6.3113,-7.4348,2.4444,-2.539,1.3055,-2.3944,4.2014,0.43960,-1.2419,-9.9686,3.0341,-5.6947,-3.9114,0.2408,-2.5917,-3.3207
"4",-1.9284,-0.3944,2.9649,3.5183,-0.0702000000000003,-3.2028,1.6842,5.2683,-3.1556,3.205,-4.9174,-1.3002,-9.0409,-4.2905,-3.0744,3.2956,-2.4927,-0.3651,-3.3713,-1.9167,-1.4099,2.5331,1.2483,4.8574,7.4726,-1.7532,-0.8378,4.7959,-4.6795,-2.7213,1.2127,2.7218,0.0157000000000000,-4.2919,4.9085,-2.717,-1.7055,0.582000000000001,1.908,5.0827,1.1153,-1.4147,4.0523,1.555,-8.2475,-2.0881,-3.1134,-1.7015,-1.0987,-6.6433,-4.9947,1.5514,3.6456,-3.2144,-1.9653,-7.6948,-1.22,-1.9276,-0.3587,3.3549,-6.4858,0.3484,3.2779,2.6779,4.5083,-1.9922,-3.995,1.8012,-3.1973,-4.6192,6.6486,0.4027,-6.3438,2.473,4.4321,2.5373,-0.8523,0.1601,-1.694,-4.7974,-1.4132,-0.810400000000001,1.6119,-3.8115,3.236,-5.8579,0.581900000000001,-0.6828,3.523,-1.3258,9.5537,4.0227,-3.8667,5.5413,-0.6188,0.231399999999999,-4.3803,-6.3067,-7.4445,2.4435,-2.5505,1.3043,-2.4003,4.2067,0.4329,-1.2225,-9.9485,3.0302,-5.6771,-3.9117,0.229799999999999,-2.592,-3.3285
"5",-1.8901,-0.3757,2.9182,3.506,-0.0275000000000003,-3.2014,1.6566,5.2995,-3.154,3.2094,-4.9618,-1.2823,-8.9893,-4.2861,-3.0591,3.2899,-2.5138,-0.4425,-3.3607,-1.9012,-1.4778,2.4658,1.2105,4.8138,7.4497,-1.7311,-0.8867,4.8289,-4.6865,-2.6709,1.1572,2.743,-0.0461,-4.262,4.8773,-2.6976,-1.6992,0.5808,1.9026,5.0854,1.1604,-1.3926,4.075,1.5046,-8.2695,-2.0887,-3.1585,-1.726,-1.0525,-6.6765,-5.0262,1.5518,3.6289,-3.2136,-1.928,-7.6708,-1.1939,-1.923,-0.3516,3.2959,-6.4656,0.3471,3.2416,2.6676,4.4186,-2.0254,-3.9768,1.8264,-3.1699,-4.6503,6.6259,0.3529,-6.3574,2.4023,4.4335,2.5141,-0.797,0.1365,-1.6739,-4.4813,-1.3884,-0.7546,1.6201,-3.8773,3.2431,-5.8034,0.6488,-0.672700000000001,3.4722,-1.3675,9.4591,3.9848,-3.8156,5.4684,-0.6045,0.173500000000001,-4.3663,-6.2919,-7.478,2.4417,-2.5805,1.2955,-2.4128,4.2231,0.4116,-1.1584,-9.8651,3.0173,-5.6141,-3.9196,0.198700000000001,-2.5909,-3.352
"6",-1.7923,-0.322,2.8087,3.4978,0.0857000000000001,-3.2055,1.5819,5.3718,-3.1381,3.2173,-5.0682,-1.2413,-8.8658,-4.2739,-3.03,3.2848,-2.5437,-0.6219,-3.3263,-1.8543,-1.6251,2.297,1.1409,4.7132,7.4005,-1.6617,-1.0076,4.8946,-4.7046,-2.5634,1.025,2.7864,-0.1766,-4.1855,4.812,-2.6577,-1.6817,0.5722,1.8928,5.0848,1.2656,-1.3399,4.1243,1.3776,-8.3112,-2.0853,-3.2782,-1.7881,-0.9316,-6.7641,-5.0993,1.5615,3.5762,-3.2105,-1.8396,-7.5996,-1.1392,-1.9143,-0.3231,3.1482,-6.4028,0.3363,3.1463,2.6396,4.1943,-2.1019,-3.9388,1.8974,-3.0954,-4.7206,6.5693,0.2242,-6.372,2.2326,4.4253,2.4603,-0.6613,0.0764,-1.6453,-3.8137,-1.3592,-0.6402,1.6555,-4.0042,3.2541,-5.6872,0.793799999999999,-0.6635,3.3564,-1.4599,9.2387,3.8994,-3.6943,5.3019,-0.5712,0.0338999999999992,-4.3138,-6.2652,-7.5522,2.4422,-2.6241,1.2627,-2.4211,4.2491,0.366299999999999,-1.0231,-9.6438,2.9884,-5.4622,-3.9523,0.146800000000001,-2.5811,-3.3929
"7",-1.6087,-0.2109,2.6127,3.5272,0.3004,-3.2116,1.4308,5.4881,-3.0898,3.2246,-5.26,-1.1761,-8.6511,-4.2456,-2.992,3.2878,-2.5657,-0.9349,-3.2465,-1.7497,-1.8673,1.9797,1.0407,4.5372,7.3202,-1.503,-1.2334,4.9873,-4.7418,-2.3932,0.7799,2.8398,-0.379,-4.0325,4.7033,-2.5947,-1.6467,0.5408,1.8813,5.0763,1.4513,-1.2432,4.1994,1.1311,-8.3615,-2.0687,-3.5138,-1.9133,-0.6938,-6.9327,-5.2231,1.5945,3.4528,-3.203,-1.6838,-7.4439,-1.0594,-1.8986,-0.2559,2.8643,-6.2603,0.301,2.9572,2.5794,3.7638,-2.2423,-3.8802,2.0434,-2.9432,-4.8363,6.4573,-0.0341,-6.3608,1.9215,4.3876,2.3609,-0.412500000000001,-0.0344,-1.6307,-2.8022,-1.3565,-0.4816,1.7497,-4.1668,3.2479,-5.5011,1.0268,-0.6788,3.1601,-1.6072,8.8502,3.7511,-3.4696,5.0192,-0.5163,-0.2165,-4.1686,-6.232,-7.6711,2.4553,-2.656,1.1824,-2.3953,4.2676,0.289500000000000,-0.817,-9.2115,2.9358,-5.1782,-4.0338,0.0893999999999995,-2.5542,-3.4306
"8",-1.3401,-0.0359999999999996,2.3203,3.6394,0.6203,-3.1923,1.1881,5.608,-2.9829,3.2248,-5.545,-1.0996,-8.3586,-4.1854,-2.9593,3.2996,-2.5603,-1.3795,-3.1029,-1.5689,-2.2048,1.4963,0.9015,4.2808,7.2089,-1.2241,-1.5772,5.0879,-4.8137,-2.179,0.3953,2.8562,-0.6252,-3.7727,4.5451,-2.509,-1.5915,0.465,1.8701,5.0585,1.7189,-1.0973,4.2797,0.7369,-8.3868,-2.0257,-3.8815,-2.1296,-0.3189,-7.1843,-5.3779,1.6705,3.224,-3.1871,-1.4636,-7.1661,-0.9814,-1.8706,-0.1404,2.4101,-6.0062,0.2258,2.652,2.467,3.0809,-2.4626,-3.8107,2.2785,-2.6868,-4.9889,6.2622,-0.47,-6.2816,1.4502,4.2944,2.2008,-0.0442,-0.1963,-1.6588,-1.6195,-1.4038,-0.3339,1.929,-4.2911,3.1791,-5.2679,1.3269,-0.7523,2.8897,-1.7819,8.2785,3.5223,-3.1125,4.6287,-0.4461,-0.572800000000001,-3.8578,-6.1942,-7.8172,2.5037,-2.6421,1.0289,-2.299,4.2564,0.176499999999999,-0.5864,-8.5414,2.8518,-4.7307,-4.1875,0.0409000000000006,-2.5065,-3.4153
"9",-1.025,0.173100000000000,1.9281,3.8634,1.0218,-3.0972,0.8667,5.6345,-2.7777,3.2138,-5.9128,-1.0409,-8.025,-4.0757,-2.949,3.3023,-2.5114,-1.9204,-2.887,-1.3162,-2.6266,0.8742,0.6908,3.953,7.0721,-0.8294,-2.0291,5.1803,-4.9417,-1.956,-0.1369,2.7614,-0.8632,-3.384,4.3376,-2.3996,-1.5209,0.3271,1.8547,5.0365,2.051,-0.9054,4.3266,0.1971,-8.3365,-1.9431,-4.3643,-2.4577,0.1763,-7.4851,-5.5067,1.8146,2.8679,-3.1577,-1.2016,-6.7278,-0.9573,-1.8246,0.0243,1.7761,-5.634,0.1013,2.2334,2.2791,2.1434,-2.7692,-3.7411,2.5992,-2.3102,-5.161,5.9504,-1.1209,-6.092,0.8274,4.1201,1.9671,0.4146,-0.3974,-1.7434,-0.4895,-1.4855,-0.2768,2.1844,-4.2782,3.0016,-5.045,1.6483,-0.9101,2.5642,-1.9201,7.5282,3.1806,-2.5964,4.1619,-0.3742,-0.9885,-3.3289,-6.1326,-7.9621,2.6131,-2.5473,0.7774,-2.1037,4.2035,0.0243000000000002,-0.4199,-7.6702,2.7315,-4.1121,-4.435,-0.0085999999999995,-2.4362,-3.2801
"10",-0.73,0.345199999999999,1.4286,4.1867,1.4687,-2.8765,0.509,5.4294,-2.422,3.1984,-6.3326,-1.0346,-7.6901,-3.9065,-2.9675,3.261,-2.4015,-2.5056,-2.6063,-1.0269,-3.1156,0.179300000000000,0.358,3.5669,6.9217,-0.369499999999999,-2.5556,5.2541,-5.1373,-1.7688,-0.8001,2.4823,-1.0321,-2.8666,4.0945,-2.2658,-1.4474,0.124300000000000,1.8261,5.021,2.414,-0.6745,4.2951,-0.4482,-8.1573,-1.8137,-4.9138,-2.899,0.7434,-7.7711,-5.525,2.0559,2.3873,-3.1161,-0.9267,-6.088,-1.0508,-1.7603,0.2341,0.988,-5.1729,-0.0692999999999999,1.7324,1.9942,0.997,-3.1516,-3.6768,2.9916,-1.8105,-5.3364,5.4875,-2.0048,-5.7629,0.0821,3.8535,1.6566,0.8931,-0.6222,-1.8694,0.4487,-1.5527,-0.384399999999999,2.4598,-4.0414,2.6903,-4.9041,1.9324,-1.1596,2.2012,-1.929,6.6109,2.6823,-1.8949,3.6612,-0.3125,-1.391,-2.5897,-6.0035,-8.0863,2.7865,-2.3372,0.4177,-1.7999,4.1118,-0.169600000000001,-0.4196,-6.6754,2.5808,-3.3492,-4.7969,-0.0918999999999999,-2.33,-2.9778
"11",-0.5216,0.3809,0.8125,4.5575,1.9234,-2.5077,0.173,4.8601,-1.8665,3.1964,-6.7548,-1.1084,-7.381,-3.6833,-2.998,3.1341,-2.2067,-3.0886,-2.2893,-0.7616,-3.6451,-0.5018,-0.1423,3.1289,6.7742,0.072,-3.1062,5.292,-5.3831,-1.66,-1.5514,1.9782,-1.0787,-2.262,3.8444,-2.1085,-1.393,-0.130200000000000,1.7808,5.0263,2.763,-0.4078,4.1473,-1.1241,-7.8126,-1.6361,-5.4694,-3.43,1.3247,-7.9679,-5.3457,2.4162,1.8178,-3.077,-0.663,-5.2092,-1.3145,-1.688,0.4779,0.1048,-4.6809,-0.271,1.205,1.6013,-0.2717,-3.5786,-3.614,3.4355,-1.2019,-5.4985,4.8509,-3.1114,-5.2893,-0.7473,3.5011,1.2786,1.2781,-0.8573,-1.9942,1.15040000000000,-1.5632,-0.7022,2.6646,-3.5349,2.2402,-4.8945,2.1102,-1.4968,1.8109,-1.7035,5.5433,1.9893,-0.9987,3.1684,-0.2632,-1.7131,-1.7192,-5.753,-8.1827,2.9774,-1.9861,-0.0278999999999998,-1.3992,3.9927,-0.402699999999999,-0.6587,-5.6427,2.4231,-2.508,-5.2867,-0.2404,-2.1561,-2.5075
"12",-0.4348,0.1921,0.0866,4.9047,2.3473,-2.0101,-0.0869,3.8441,-1.0902,3.2302,-7.1177,-1.2694,-7.1098,-3.423,-2.9978,2.8878,-1.8977,-3.6442,-1.9798,-0.5881,-4.1806,-1.0901,-0.8349,2.6294,6.6384,0.407999999999999,-3.6192,5.257,-5.626,-1.6677,-2.3246,1.2616,-0.9688,-1.6642,3.6206,-1.9331,-1.3847,-0.4122,1.7284,5.0621,3.0478,-0.1103,3.8662,-1.7331,-7.2921,-1.4167,-5.9794,-4.008,1.8792,-8.0073,-4.9048,2.9049,1.2197,-3.0756,-0.4275,-4.0785,-1.7667,-1.6205,0.7245,-0.7919,-4.2208,-0.4834,0.7212,1.0999,-1.5534,-3.9956,-3.545,3.8996,-0.519,-5.6222,4.0386,-4.3945,-4.6941,-1.6196,3.0762,0.8495,1.4378,-1.0847,-2.0617,1.5711,-1.5121,-1.2358,2.7042,-2.7574,1.6459,-5.0174,2.0986,-1.9177,1.4027,-1.1494,4.3509,1.0917,0.0487000000000002,2.7165,-0.2237,-1.9161,-0.8467,-5.3358,-8.2357,3.1047,-1.4808,-0.4993,-0.9328,3.8647,-0.66,-1.153,-4.6444,2.2909,-1.6861,-5.9049,-0.4593,-1.8777,-1.9067
"13",-0.4539,-0.2527,-0.7102,5.1591,2.7002,-1.4397,-0.2352,2.3748,-0.114200000000000,3.3123,-7.3635,-1.5058,-6.8761,-3.1423,-2.9043,2.5013,-1.4414,-4.1686,-1.7236,-0.5631,-4.6809,-1.5366,-1.7204,2.0457,6.5046,0.5868,-4.0275,5.0964,-5.784,-1.8239,-3.0384,0.3963,-0.6937,-1.2065,3.4588,-1.7579,-1.452,-0.6926,1.6839,5.1257,3.2253,0.2001,3.4619,-2.176,-6.6135,-1.1652,-6.4157,-4.5851,2.3973,-7.8417,-4.1788,3.5186,0.6629,-3.1528,-0.232,-2.7242,-2.3759,-1.5586,0.917,-1.6184,-3.8323,-0.6898,0.351600,0.4945,-2.7317,-4.3317,-3.4689,4.3379,0.1837,-5.6756,3.0697,-5.7675,-4.0272,-2.4945,2.5842,0.3793,1.2767,-1.2794,-2.0258,1.6183,-1.428,-1.9411,2.5172,-1.7438,0.8988,-5.2345,1.8019,-2.4186,0.9951,-0.2154,3.0643,0.0217,1.134,2.3177,-0.2072,-1.9996,-0.114200000000000,-4.7301,-8.199,3.0922,-0.8247,-0.9145,-0.44930,3.7507,-0.9111,-1.8526,-3.7293,2.2131,-0.9896,-6.6307,-0.7227,-1.4681,-1.2294
"14",-0.5282,-0.9051,-1.5025,5.2665,2.9462,-0.8677,-0.2611,0.5248,0.9997,3.433,-7.4542,-1.7951,-6.6691,-2.8531,-2.6441,1.9734,-0.8056,-4.6643,-1.5512,-0.7208,-5.1009,-1.8316,-2.7847,1.3588,6.3433,0.6138,-4.2653,4.7519,-5.7677,-2.15,-3.609,-0.5251,-0.2703,-1.0211,3.4022,-1.6106,-1.621,-0.9387,1.6564,5.1955,3.2705,0.4899,2.971,-2.3749,-5.8147,-0.8912,-6.7704,-5.1251,2.8961,-7.454,-3.1968,4.2427,0.2122,-3.3355,-0.0854000000000008,-1.2165,-3.0657,-1.4852,0.9859,-2.3043,-3.5186,-0.8794,0.155700000000000,-0.2069,-3.7024,-4.5106,-3.396,4.6948,0.8443,-5.6304,1.985,-7.11,-3.3543,-3.3385,2.0285,-0.1349,0.777700000000001,-1.4154,-1.877,1.2061,-1.3501,-2.7207,2.0985,-0.5544,0.00130000000000008,-5.4984,1.133,-2.9781,0.6149,1.0887,1.718,-1.1519,2.105,1.9571,-0.2462,-1.9987,0.364,-3.9451,-8.0036,2.9031,-0.0459,-1.1933,-0.00450000000000017,3.6635,-1.1268,-2.6596,-2.9183,2.206,-0.497,-7.4163,-0.9933,-0.9189,-0.5382
"15",-0.613300000000001,-1.6557,-2.1938,5.2034,3.0578,-0.361,-0.1802,-1.5744,2.1621,3.5596,-7.3801,-2.1127,-6.4711,-2.5671,-2.1495,1.3233,0.0289999999999999,-5.1183,-1.4722,-1.0701,-5.4037,-1.9968,-3.9936,0.5781,6.1085,0.5495,-4.283,4.1735,-5.5091,-2.6443,-3.9675,-1.4177,0.264600000000000,-1.1908,3.5025,-1.5098,-1.9065,-1.115,1.6452,5.2347,3.1792,0.7165,2.4427,-2.2962,-4.9447,-0.6012,-7.0428,-5.6123,3.3991,-6.8594,-2.0431,5.0458,-0.0843999999999998,-3.6203,0.00769999999999982,0.3454,-3.7311,-1.3766,0.8739,-2.8004,-3.2511,-1.039,0.1734,-0.9933,-4.3883,-4.4635,-3.3386,4.9173,1.4085,-5.474,0.8494,-8.2797,-2.7474,-4.1293,1.4166,-0.7099,-0.0162000000000013,-1.4765,-1.6469,0.323700000000000,-1.2981,-3.4428,1.4979,0.7278,-1.0216,-5.7742,0.0441000000000003,-3.5477,0.2872,2.6944,0.347,-2.3403,2.8273,1.6027,-0.3717,-1.9703,0.5282,-3.0253,-7.5813,2.5494,0.7934,-1.2758,0.3548,3.5883,-1.2972,-3.4596,-2.211,2.2683,-0.2384,-8.1906,-1.2517,-0.2376,0.0920999999999994
"16",-0.7152,-2.3873,-2.6873,4.9779,3.0126,0.0305,-0.0286,-3.7631,3.2659,3.6473,-7.1641,-2.434,-6.261,-2.3018,-1.382,0.5913,1.0517,-5.4948,-1.4772,-1.5874,-5.5748,-2.0738,-5.2864,-0.2436,5.7409,0.4853,-4.0686,3.3362,-4.9867,-3.2767,-4.0716,-2.2311,0.8613,-1.7176,3.8047,-1.4499,-2.3047,-1.1869,1.6426,5.2034,2.97,0.8459,1.9258,-1.9552,-4.0603,-0.301,-7.2222,-6.0543,3.9179,-6.1031,-0.8451,5.8726,-0.201900000000000,-3.971,0.0479000000000003,1.8517,-4.2658,-1.2164,0.5579,-3.0807,-2.9888,-1.1464,0.4197,-1.8485,-4.7449,-4.1406,-3.3008,4.9654,1.8439,-5.2129,-0.2543,-9.1379,-2.2782,-4.8572,0.7554,-1.3675,-1.0465,-1.4615,-1.3838,-0.9461,-1.2434,-3.9873,0.7927,2.0061,-2.1202,-6.0379,-1.448,-4.065,0.0245000000000000,4.4854,-1.0083,-3.448,3.2234,1.2269,-0.5854,-1.9652,0.3721,-2.0454,-6.8883,2.0811,1.5969,-1.1309,0.6019,3.4876,-1.4333,-4.152,-1.5965,2.3764,-0.1967,-8.8756,-1.5034,0.5561,0.5897
"17",-0.8953,-3.0151,-2.9077,4.6241,2.7943,0.2781,0.1477,-5.8804,4.1966,3.6435,-6.8583,-2.7341,-6.0275,-2.0869,-0.3589,-0.1725,2.2175,-5.7434,-1.5432,-2.2042,-5.6281,-2.1122,-6.5765,-1.0186,5.1755,0.5176,-3.6616,2.251,-4.2233,-3.999,-3.9179,-2.9499,1.4655,-2.5234,4.3224,-1.4116,-2.7927,-1.1242,1.6348,5.0698,2.6808,0.8634,1.4553,-1.4106,-3.2238,0.000600000000000003,-7.2824,-6.4717,4.4445,-5.2515,0.259499999999999,6.6452,-0.144,-4.3309,0.0449000000000002,3.1948,-4.5915,-0.9928,0.0492999999999997,-3.1465,-2.6997,-1.1731,0.8768,-2.743,-4.7596,-3.5209,-3.2743,4.8247,2.1406,-4.8649,-1.2378,-9.574,-2.0096,-5.5121,0.0446,-2.1236,-2.2571,-1.3804,-1.116,-2.4392,-1.1001,-4.292,0.0499999999999999,3.189,-3.2284,-6.2609,-3.2533,-4.4788,-0.1723,6.3082,-2.3022,-4.3764,3.2834,0.8281,-0.8562,-2.0067,-0.0672999999999999,-1.095,-5.9181,1.5649,2.2585,-0.7515,0.7347,3.3216,-1.5523,-4.6632,-1.0591,2.4844,-0.3238,-9.4027,-1.7606,1.4329,0.9093
"18",-1.2317,-3.4937,-2.8136,4.1915,2.407,0.3696,0.3126,-7.7684,4.8494,3.486,-6.534,-2.9909,-5.7884,-1.9723,0.8388,-0.9123,3.4581,-5.8112,-1.6392,-2.8177,-5.5966,-2.1496,-7.7714,-1.6483,4.3647,0.7176,-3.1396,0.9676,-3.2651,-4.7561,-3.5468,-3.5628,2.02,-3.4668,5.0249,-1.3823,-3.334,-0.907,1.6063,4.8155,2.3612,0.7756,1.04560000000000,-0.7458,-2.4921,0.2897,-7.1867,-6.8853,4.9524,-4.3813,1.1582,7.273,0.0579999999999998,-4.6349,0.0194000000000001,4.2797,-4.672,-0.6951,-0.6189,-3.024,-2.3683,-1.0926,1.4912,-3.6313,-4.4435,-2.6207,-3.2458,4.499,2.3029,-4.4474,-2.0254,-9.5211,-1.9824,-6.0727,-0.7231,-2.9738,-3.5782,-1.249,-0.8417,-3.9373,-0.7514,-4.366,-0.6992,4.2136,-4.2842,-6.4081,-5.2178,-4.7706,-0.305,7.9785,-3.4885,-5.0215,3.0519,0.4313,-1.1384,-2.0815,-0.7158,-0.252800000000000,-4.7049,1.0658,2.6877,-0.148899999999999,0.7756,3.0648,-1.6666,-4.9479,-0.5795,2.5358,-0.5493,-9.716,-2.0187,2.3569,1.0465
"19",-1.767,-3.793,-2.3964,3.7315,1.8862,0.3069,0.4586,-9.2694,5.1472,3.117,-6.2623,-3.1925,-5.5974,-2.029,2.075,-1.5714,4.7016,-5.6545,-1.7303,-3.325,-5.5224,-2.1968,-8.7908,-2.0484,3.309,1.1096,-2.5911,-0.4281,-2.1634,-5.492,-3.0377,-4.034,2.465,-4.3715,5.8486,-1.3586,-3.8881,-0.5311,1.5437,4.4314,2.0581,0.6085,0.6914,-0.0541,-1.9003,0.5461,-6.8964,-7.3016,5.4046,-3.5686,1.7883,7.6681,0.348100000000000,-4.8163,-0.000399999999999956,5.0373,-4.5083,-0.317200000000001,-1.4056,-2.7573,-1.9886,-0.8849,2.175,-4.4611,-3.8316,-1.491,-3.2042,4.003,2.3402,-3.9733,-2.567,-8.9627,-2.2031,-6.5073,-1.5607,-3.8785,-4.9052,-1.0838,-0.5429,-5.2234,-0.0990000000000002,-4.2613,-1.4676,5.0519,-5.259,-6.455,-7.1441,-4.9582,-0.3668,9.3103,-4.5264,-5.2852,2.6014,0.0745999999999998,-1.392,-2.1352,-1.4635,0.4336,-3.3216,0.6448,2.8337,0.653099999999998,0.7662,2.7091,-1.7818,-4.9855,-0.1502,2.4785,-0.7907,-9.7719,-2.2582,3.2922,1.0237
"20",-2.4744,-3.8769,-1.6741,3.2806,1.2956,0.112100000000001,0.6186,-10.2382,5.0537,2.5101,-6.0953,-3.3386,-5.5314,-2.3257,3.193,-2.1042,5.8863,-5.2512,-1.7798,-3.6463,-5.4459,-2.238,-9.5699,-2.1622,2.0708,1.6649,-2.0877,-1.8206,-0.9762,-6.1515,-2.4926,-4.3045,2.7424,-5.0588,6.7169,-1.3364,-4.4157,-0.0157000000000003,1.4414,3.9128,1.8016,0.4002,0.3757,0.5731,-1.4526,0.7461,-6.384,-7.6905,5.7609,-2.8749,2.1363,7.7615,0.6564,-4.8195,0.0171999999999999,5.4339,-4.1233,0.129000000000000,-2.2643,-2.3985,-1.5526,-0.5391,2.8192,-5.1847,-2.9862,-0.204,-3.1442,3.3543,2.2646,-3.4592,-2.8431,-7.9325,-2.6468,-6.7854,-2.4885,-4.7571,-6.0955,-0.8992,-0.2135,-6.132,0.8871,-4.0412,-2.2968,5.6981,-6.1727,-6.3999,-8.8228,-5.0748,-0.3367,10.1584,-5.3874,-5.0967,2.0163,-0.206100000000000,-1.5898,-2.0865,-2.1789,0.9526,-1.8736,0.3629,2.6955,1.6146,0.7461,2.2568,-1.9014,-4.7749,0.2025,2.2723,-0.9648,-9.544,-2.4619,4.2107,0.8745
"21",-3.2575,-3.7034,-0.6862,2.8519,0.7042,-0.167899999999999,0.8554,-10.5755,4.5767,1.6921,-6.0506,-3.4375,-5.6623,-2.8883,4.0514,-2.4966,6.957,-4.6078,-1.7494,-3.7281,-5.3926,-2.2565,-10.0599,-1.9689,0.7616,2.3102,-1.6709,-3.08,0.2209,-6.6825,-2.0116,-4.3184,2.8113,-5.3867,7.5523,-1.3037,-4.8835,0.5938,1.3057,3.2558,1.5988,0.190799999999999,0.0805000000000007,1.0585,-1.1266,0.8715,-5.639,-7.9752,5.9804,-2.3398,2.2223,7.5216,0.9191,-4.6167,0.100900000000000,5.4772,-3.5512,0.608099999999999,-3.133,-2.0005,-1.0481,-0.0572999999999999,3.3096,-5.7646,-1.9994,1.1599,-3.0674,2.5746,2.0948,-2.9279,-2.8596,-6.5116,-3.2667,-6.8928,-3.5288,-5.496,-6.9907,-0.7037,0.121700000000000,-6.5528,2.1448,-3.7623,-3.2297,6.1389,-7.0724,-6.254,-10.0635,-5.1422,-0.186800000000000,10.4449,-6.0596,-4.438,1.3869,-0.3803,-1.7125,-1.8651,-2.7358,1.3192,-0.4885,0.2728,2.3112,2.6748,0.7324,1.7209,-2.027,-4.3297,0.4236,1.8937,-1.0006,-9.0252,-2.6246,5.0973,0.6358
