"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114"
"1",-7.5904,2.0589,-3.0386,7.7982,5.7597,-4.0693,-4.5652,6.8767,-2.9113,3.0641,2.7492,1.798,-3.4987,-2.9524,-3.0738,0.1059,-0.551,-1.1766,0.515199999999999,1.6678,-7.1238,-0.222700000000000,5.2155,1.6764,-5.7352,2.3201,13.7488,-3.9096,-3.0385,-3.2085,-5.3865,-0.7206,1.5822,0.1589,2.0743,-2.1286,6.9186,2.1708,1.2586,-2.9239,-6.3741,2.3195,-3.6698,2.9188,-3.3748,0.0138000000000000,4.1911,-2.9911,-2.5396,4.7359,-3.0079,1.6992,1.5232,0.9854,2.5129,6.6083,-3.9524,10.8866,-1.6682,-4.7783,1.2726,-8.8415,2.0143,-1.0149,-3.5144,3.8888,0.689,-1.3469,-1.6901,4.4823,-2.9014,-3.4705,-0.262300000000000,-0.542200000000001,-2.5494,-2.9172,-2.3093,-2.0991,3.1525,-5.0806,0.52,9.0993,-9.2544,-0.5044,-2.1588,5.9327,-4.9534,2.3802,-1.0339,2.5355,-8.3685,-3.219,-1.211,8.3349,0.8644,4.9279,2.3725,3.2611,1.9308,-8.2392,13.6683,-1.2843,4.2792,-4.4889,4.5982,-1.475,-5.1392,-3.4882,-0.3041,4.6361,0.486,1.4925,-4.9303,-3.3511
"2",-7.5904,2.0589,-3.0386,7.7982,5.7597,-4.0693,-4.5652,6.8767,-2.9113,3.0641,2.7492,1.798,-3.4987,-2.9524,-3.0738,0.1059,-0.551,-1.1766,0.515199999999999,1.6678,-7.1238,-0.222700000000000,5.2155,1.6764,-5.7352,2.3201,13.7488,-3.9096,-3.0385,-3.2085,-5.3865,-0.7206,1.5822,0.1589,2.0743,-2.1286,6.9186,2.1708,1.2586,-2.9239,-6.3741,2.3195,-3.6698,2.9188,-3.3748,0.0138000000000000,4.1911,-2.9911,-2.5396,4.7359,-3.0079,1.6992,1.5232,0.9854,2.5129,6.6083,-3.9524,10.8866,-1.6682,-4.7783,1.2726,-8.8415,2.0143,-1.0149,-3.5144,3.8888,0.689,-1.3469,-1.6901,4.4823,-2.9014,-3.4705,-0.262300000000000,-0.542200000000001,-2.5494,-2.9172,-2.3093,-2.0991,3.1525,-5.0806,0.52,9.0993,-9.2544,-0.5044,-2.1588,5.9327,-4.9534,2.3802,-1.0339,2.5355,-8.3685,-3.219,-1.211,8.3349,0.8644,4.9279,2.3725,3.2611,1.9308,-8.2392,13.6683,-1.2843,4.2792,-4.4889,4.5982,-1.475,-5.1392,-3.4882,-0.3041,4.6361,0.486,1.4925,-4.9303,-3.3511
"3",-7.5895,2.0576,-3.0396,7.795,5.758,-4.0693,-4.5628,6.8749,-2.9081,3.0642,2.7476,1.7982,-3.4978,-2.9534,-3.0766,0.107,-0.5506,-1.1775,0.512,1.6674,-7.1197,-0.2225,5.2178,1.6756,-5.7354,2.3197,13.7464,-3.9081,-3.0371,-3.2097,-5.3837,-0.7219,1.5797,0.160299999999999,2.074,-2.1283,6.9158,2.1698,1.2576,-2.9242,-6.3752,2.3179,-3.6719,2.9173,-3.3739,0.0159000000000000,4.1899,-2.9924,-2.5386,4.7353,-3.0056,1.6984,1.5213,0.9862,2.5141,6.6054,-3.9508,10.886,-1.6657,-4.7768,1.2737,-8.8412,2.014,-1.0155,-3.5156,3.8903,0.6859,-1.3488,-1.6899,4.4841,-2.9039,-3.4695,-0.2629,-0.5396,-2.5479,-2.9172,-2.3077,-2.0998,3.1547,-5.0803,0.5185,9.0978,-9.2546,-0.5047,-2.1582,5.9299,-4.9525,2.379,-1.0338,2.5362,-8.3673,-3.2173,-1.2112,8.3333,0.8653,4.9266,2.372,3.2576,1.9297,-8.2357,13.6676,-1.2821,4.2805,-4.4892,4.5984,-1.4752,-5.1395,-3.4889,-0.3031,4.6358,0.487699999999999,1.4912,-4.932,-3.3489
"4",-7.5825,2.0466,-3.0443,7.7688,5.7463,-4.0704,-4.5432,6.8606,-2.8838,3.0649,2.7346,1.8004,-3.4931,-2.9619,-3.0979,0.1161,-0.5462,-1.1819,0.4862,1.6647,-7.0896,-0.220800000000000,5.2329,1.6698,-5.7353,2.3144,13.7297,-3.8983,-3.0253,-3.2183,-5.3606,-0.732,1.5609,0.1692,2.069,-2.1257,6.8958,2.1603,1.2482,-2.926,-6.3827,2.3059,-3.6884,2.9069,-3.3659,0.0311000000000001,4.1789,-3.0013,-2.5316,4.7293,-2.9869,1.6946,1.5077,0.9916,2.5223,6.585,-3.9391,10.8807,-1.6461,-4.7627,1.2792,-8.8388,2.0116,-1.0188,-3.5237,3.9001,0.6622,-1.3627,-1.6866,4.4991,-2.9233,-3.4639,-0.266900000000000,-0.5204,-2.5367,-2.9169,-2.2964,-2.1038,3.1691,-5.0768,0.5084,9.0848,-9.256,-0.509,-2.1547,5.9054,-4.9458,2.3697,-1.0343,2.5395,-8.3586,-3.2043,-1.2136,8.3215,0.8706,4.9147,2.3698,3.2315,1.9229,-8.2103,13.6575,-1.2668,4.2895,-4.4881,4.5984,-1.4781,-5.1429,-3.4946,-0.293800000000000,4.6342,0.499000000000001,1.4822,-4.9438,-3.3335
"5",-7.551,2.0045,-3.0528,7.6676,5.7026,-4.0752,-4.4684,6.8124,-2.7958,3.0726,2.6867,1.8073,-3.4802,-2.9958,-3.1762,0.1483,-0.5258,-1.1975,0.391,1.6526,-6.986,-0.2119,5.2834,1.6485,-5.7339,2.2924,13.6662,-3.8645,-2.9741,-3.2444,-5.272,-0.7699,1.495,0.1944,2.0393,-2.1084,6.8227,2.1179,1.2109,-2.9254,-6.4101,2.2629,-3.7498,2.868,-3.3359,0.0819999999999999,4.1418,-3.0341,-2.5053,4.7033,-2.918,1.6833,1.4608,1.0086,2.5531,6.5102,-3.8942,10.8562,-1.5746,-4.7031,1.2928,-8.8309,2,-1.0274,-3.5497,3.9302,0.5732,-1.4114,-1.68,4.5513,-2.9968,-3.4496,-0.2775,-0.452500000000001,-2.4947,-2.9168,-2.2534,-2.1128,3.214,-5.0611,0.4722,9.031,-9.2619,-0.5323,-2.1441,5.8099,-4.9234,2.3335,-1.0336,2.5529,-8.3197,-3.157,-1.2244,8.2795,0.8861,4.8694,2.364,3.1299,1.8982,-8.1165,13.6026,-1.2115,4.3231,-4.4748,4.5996,-1.4939,-5.1578,-3.5131,-0.2571,4.6267,0.537,1.4534,-4.9835,-3.2801
"6",-7.4572,1.8986,-3.0511,7.408,5.5937,-4.0821,-4.2788,6.7053,-2.5821,3.1078,2.5734,1.818,-3.4623,-3.0867,-3.358,0.2196,-0.4661,-1.2351,0.168299999999999,1.6183,-6.7527,-0.184900000000001,5.3892,1.5971,-5.7221,2.2383,13.5052,-3.7875,-2.8309,-3.2866,-5.05,-0.8639,1.3418,0.235000000000000,1.9393,-2.0423,6.6462,1.9909,1.1189,-2.904,-6.4729,2.1606,-3.9018,2.7706,-3.2609,0.1925,4.0591,-3.1101,-2.4368,4.6314,-2.7498,1.6635,1.3524,1.0436,2.6266,6.3254,-3.7723,10.7819,-1.4049,-4.5348,1.3042,-8.8114,1.9605,-1.0406,-3.6122,3.9847,0.3572,-1.5237,-1.6787,4.672,-3.1848,-3.4338,-0.2924,-0.299999999999999,-2.3911,-2.9122,-2.1418,-2.1209,3.2965,-5.0139,0.3879,8.8844,-9.273,-0.6091,-2.1241,5.5631,-4.8739,2.2434,-1.0276,2.5877,-8.2066,-3.0423,-1.2546,8.1815,0.9117,4.754,2.3555,2.8686,1.841,-7.8857,13.4247,-1.0809,4.4046,-4.4135,4.6058,-1.5441,-5.1982,-3.5521,-0.1598,4.6057,0.6194,1.3916,-5.0679,-3.156
"7",-7.2482,1.7018,-3.015,6.8978,5.3793,-4.0798,-3.9172,6.5291,-2.1858,3.206,2.3758,1.8185,-3.4514,-3.2664,-3.6519,0.3324,-0.34,-1.3072,-0.2081,1.5472,-6.3527,-0.1212,5.5471,1.5058,-5.6764,2.1496,13.1866,-3.6548,-2.5276,-3.3134,-4.6257,-1.0427,1.0746,0.272700000000000,1.7092,-1.8682,6.3163,1.7047,0.9559,-2.8218,-6.5798,1.9763,-4.1867,2.5791,-3.1143,0.3716,3.9127,-3.2403,-2.2969,4.4844,-2.4357,1.6381,1.1627,1.1016,2.7627,5.9695,-3.5078,10.6142,-1.1031,-4.1771,1.2824,-8.7724,1.8595,-1.0545,-3.7376,4.0421,-0.0323,-1.7219,-1.7062,4.8793,-3.551,-3.4419,-0.3033,-0.0522,-2.1977,-2.8879,-1.9173,-2.112,3.3925,-4.9066,0.237,8.5818,-9.2794,-0.7957,-2.0941,5.0812,-4.7857,2.0755,-1.0108,2.6553,-7.9569,-2.834,-1.3193,8.0106,0.933,4.53,2.3501,2.3552,1.7447,-7.4491,13.015,-0.8436,4.5514,-4.242,4.6274,-1.6562,-5.2761,-3.6123,0.0369999999999999,4.5643,0.744,1.2898,-5.1966,-2.9339
"8",-6.8723,1.409,-2.9304,6.0592,5.0264,-4.0514,-3.3558,6.2978,-1.5797,3.4131,2.1056,1.7822,-3.4652,-3.5482,-3.9928,0.4651,-0.1366,-1.425,-0.7038,1.4321,-5.7889,0.00150000000000006,5.7172,1.3801,-5.5588,2.0461,12.6541,-3.4749,-2.0035,-3.2605,-3.96,-1.3262,0.6962,0.282900000000000,1.3029,-1.5215,5.7984,1.1794,0.7316,-2.629,-6.721,1.7072,-4.6179,2.2653,-2.8729,0.6057,3.6884,-3.4103,-2.0614,4.2477,-1.9495,1.6161,0.8867,1.1896,2.9734,5.3855,-3.0171,10.3075,-0.6694,-3.5592,1.18660000000000,-8.7005,1.6488,-1.072,-3.9643,4.0495,-0.5934,-2.0153,-1.795,5.1596,-4.1375,-3.5118,-0.297899999999999,0.2694,-1.9039,-2.8111,-1.5348,-2.0705,3.4444,-4.704,0.0125000000000002,8.0681,-9.249,-1.1581,-2.0506,4.3123,-4.6419,1.824,-0.9797,2.7595,-7.5044,-2.5231,-1.4296,7.7712,0.9142,4.1678,2.3544,1.5226,1.622,-6.7615,12.2756,-0.4876,4.7641,-3.8935,4.6873,-1.8421,-5.3911,-3.6882,0.3669,4.4985,0.8773,1.1497,-5.3453,-2.5972
"9",-6.2984,1.0404,-2.8119,4.8428,4.5247,-3.9932,-2.611,6.0475,-0.7832,3.7671,1.8102,1.6911,-3.5191,-3.9093,-4.2495,0.5738,0.125100000000000,-1.5987,-1.2378,1.2746,-5.1068,0.2103,5.8212,1.2467,-5.3332,1.9579,11.8687,-3.2806,-1.225,-3.0486,-3.0594,-1.7153,0.2384,0.253699999999999,0.7052,-0.9653,5.088,0.358400000000000,0.4784,-2.2951,-6.867,1.3766,-5.1629,1.8217,-2.5257,0.8561,3.3804,-3.5834,-1.7218,3.9291,-1.2958,1.612,0.5264,1.3171,3.2606,4.5343,-2.2227,9.8285,-0.142200000000000,-2.651,0.9888,-8.579,1.2766,-1.1092,-4.3257,3.9417,-1.2729,-2.4013,-1.9668,5.461,-4.9413,-3.6683,-0.263900000000000,0.6372,-1.5249,-2.6385,-0.9577,-1.9862,3.3856,-4.3702,-0.2773,7.3091,-9.1306,-1.7518,-1.9876,3.2551,-4.4167,1.502,-0.9301,2.8865,-6.7961,-2.1228,-1.5863,7.4895,0.7965,3.6551,2.3738,0.3518,1.5106,-5.8098,11.1541,-0.0293999999999999,5.0234,-3.3306,4.821,-2.0808,-5.5256,-3.7674,0.8522,4.4032,0.9516,0.9812,-5.4764,-2.1462
"10",-5.5278,0.6266,-2.6962,3.2342,3.8934,-3.9213,-1.7335,5.8193,0.135400000000000,4.2724,1.5638,1.5604,-3.6202,-4.2842,-4.2773,0.6052,0.3932,-1.8375,-1.7275,1.0816,-4.3897,0.528799999999999,5.7487,1.146,-4.9846,1.9038,10.8162,-3.1193,-0.2027,-2.6112,-1.9835,-2.1848,-0.2531,0.192,-0.07,-0.2197,4.2183,-0.7628,0.2363,-1.8337,-6.9761,1.029,-5.7412,1.268,-2.0841,1.0642,3.0021,-3.7159,-1.2908,3.5566,-0.5157,1.6394,0.0751999999999997,1.4926,3.6123,3.4184,-1.0861,9.1639,0.4104,-1.4756,0.6899,-8.3921,0.7061,-1.1932,-4.8206,3.6761,-1.9921,-2.8636,-2.2172,5.7017,-5.9026,-3.8979,-0.191800000000000,1.0446,-1.0983,-2.3342,-0.168300000000000,-1.8519,3.1715,-3.882,-0.6112,6.2962,-8.8688,-2.5991,-1.8984,1.9554,-4.0781,1.1316,-0.8532,3.0053,-5.8094,-1.6639,-1.7739,7.2066,0.5093,2.9967,2.4149,-1.1174,1.4646,-4.6093,9.6582,0.477,5.2927,-2.5716,5.0676,-2.3151,-5.6471,-3.8242,1.4994,4.264,0.8822,0.8021,-5.553,-1.6034
"11",-4.5995,0.192900000000001,-2.6168,1.26190000000000,3.1723,-3.8602,-0.7956,5.6356,1.0699,4.8829,1.4506,1.4365,-3.7574,-4.5776,-3.9708,0.5129,0.5954,-2.1543,-2.1204,0.8591,-3.7408,0.9667,5.382,1.1161,-4.5305,1.8799,9.5066,-3.0305,1.0055,-1.9126,-0.8314,-2.693,-0.7353,0.115800000000000,-0.9837,0.6376,3.2528,-2.1253,0.0426,-1.307,-7.0095,0.7201,-6.2374,0.6512,-1.5856,1.1645,2.593,-3.7812,-0.7957,3.1635,0.3188,1.7035,-0.4926,1.7176,4.0007,2.0958,0.369300000000001,8.3204,0.9063,-0.104,0.3202,-8.1307,-0.0709,-1.3469,-5.3914,3.2656,-2.6744,-3.3708,-2.5134,5.7909,-6.9119,-4.1391,-0.0735999999999999,1.5015,-0.6704,-1.8883,0.821,-1.6502,2.8042,-3.2483,-0.9645,5.0534,-8.4136,-3.6703,-1.7828,0.488200000000001,-3.5951,0.7328,-0.7409,3.0763,-4.5635,-1.1947,-1.9589,6.9669,-0.0097999999999998,2.2092,2.4918,-2.7879,1.5389,-3.1988,7.8441,0.9433,5.5259,-1.6904,5.4511,-2.4654,-5.714,-3.8144,2.2979,4.053,0.587,0.6284,-5.5534,-1.0137
"12",-3.584,-0.2442,-2.5829,-0.992600000000001,2.4057,-3.8304,0.1197,5.4861,1.8956,5.5147,1.5433,1.3675,-3.897,-4.694,-3.2943,0.271,0.661,-2.5606,-2.3994,0.6132,-3.2514,1.5079,4.6339,1.1734,-4.0153,1.8616,7.9688,-3.0332,2.3001,-0.9626,0.2869,-3.2049,-1.1834,0.0411000000000001,-1.9717,1.4928,2.2627,-3.6186,-0.0797,-0.8116,-6.9408,0.5071,-6.5282,0.0456000000000003,-1.0838,1.1119,2.211,-3.772,-0.272699999999999,2.7742,1.1194,1.7917,-1.2167,1.9873,4.3789,0.6668,2.0589,7.3237,1.2666,1.3553,-0.0716999999999999,-7.79,-1.0262,-1.5721,-5.9274,2.7871,-3.2536,-3.8706,-2.8018,5.6475,-7.8311,-4.303,0.1002,2.0106,-0.2792,-1.3225,1.9696,-1.3521,2.339,-2.5199,-1.3181,3.6399,-7.7218,-4.8764,-1.6507,-1.0561,-2.946,0.3207,-0.5968,3.0641,-3.1199,-0.7783,-2.096,6.8015,-0.7896,1.3159,2.6222,-4.518,1.7739,-1.6388,5.8032,1.2677,5.6807,-0.7995,5.9643,-2.4515,-5.6866,-3.683,3.2206,3.7356,0.00459999999999994,0.4594,-5.4759,-0.4337
"13",-2.568,-0.679,-2.571,-3.3896,1.6326,-3.8457,0.9295,5.3391,2.493,6.0854,1.8825,1.3709,-3.9852,-4.5666,-2.2839,-0.1146,0.5461,-3.061,-2.5649,0.3502,-2.9765,2.1082,3.4799,1.3064,-3.4979,1.8083,6.242,-3.1267,3.5467,0.179300000000000,1.2738,-3.7072,-1.5997,-0.0215000000000005,-2.949,2.2315,1.3089,-5.1077,-0.129,-0.4571,-6.7586,0.4387,-6.5107,-0.454599999999999,-0.6304,0.8967,1.914,-3.682,0.230800000000000,2.3985,1.7983,1.8758,-2.1256,2.2998,4.6872,-0.7605,3.8545,6.2096,1.4311,2.7687,-0.4367,-7.3606,-2.0933,-1.839,-6.2886,2.3664,-3.6711,-4.2875,-3.0182,5.2186,-8.5242,-4.3125,0.3443,2.5441,0.0596999999999999,-0.6755,3.2267,-0.9252,1.8697,-1.7764,-1.6575,2.1441,-6.7569,-6.0736,-1.5209,-2.578,-2.1275,-0.0863,-0.436,2.9365,-1.569,-0.4853,-2.1406,6.7122,-1.8116,0.3467,2.8134,-6.1428,2.1855,-0.0133000000000001,3.6649,1.3714,5.7344,-0.0213999999999999,6.5652,-2.2098,-5.5435,-3.3897,4.2263,3.2934,-0.8884,0.2714,-5.3363,0.0854
"14",-1.6375,-1.11990000000000,-2.5355,-5.7414,0.8811,-3.9092,1.5689,5.1623,2.7687,6.5405,2.4722,1.4233,-3.9658,-4.1704,-1.0293,-0.6049,0.2543,-3.6423,-2.6097,0.07,-2.9308,2.7011,1.9597,1.476,-3.0394,1.6723,4.3768,-3.3,4.5894,1.4125,2.0556,-4.1952,-2.0144,-0.0705999999999998,-3.8301,2.76,0.4428,-6.4579,-0.1347,-0.3444,-6.4576,0.5479,-6.1289,-0.756499999999999,-0.2683,0.5489,1.744,-3.4911,0.653,2.031,2.2816,1.9241,-3.2024,2.6603,4.8652,-2.0922,5.603,5.0175,1.374,3.9978,-0.7419,-6.8223,-3.1716,-2.0835,-6.339,2.1449,-3.883,-4.5306,-3.0935,4.5009,-8.8839,-4.1372,0.6786,3.0437,0.3567,0.0172,4.5491,-0.3497,1.5033,-1.0999,-1.964,0.6767,-5.4999,-7.0857,-1.4159,-3.9758,-1.164,-0.4655,-0.2782,2.6574,-0.00190000000000001,-0.3827,-2.0624,6.667,-3.0122,-0.6597,3.0567,-7.4979,2.7579,1.5699,1.5879,1.2316,5.6878,0.54,7.1854,-1.7073,-5.2952,-2.9309,5.2701,2.7475,-2.0592,0.0224000000000002,-5.1538,0.5068
"15",-0.8585,-1.5868,-2.4277,-7.8419,0.1631,-4.0017,1.996,4.9363,2.6756,6.8539,3.2876,1.4753,-3.8034,-3.5196,0.354,-1.137,-0.154900000000000,-4.2666,-2.5087,-0.2368,-3.0994,3.2086,0.16,1.6246,-2.6929,1.4127,2.436,-3.5302,5.2768,2.628,2.5874,-4.6555,-2.4648,-0.1172,-4.5559,3.0151,-0.2743,-7.549,-0.1519,-0.5458,-6.0285,0.843,-5.3853,-0.7951,-0.0343999999999998,0.1224,1.7179,-3.1756,0.9242,1.6595,2.5185,1.9174,-4.3608,3.073,4.871,-3.2549,7.1427,3.7853,1.1077,4.9225,-0.9742,-6.1562,-4.1398,-2.2187,-5.9775,2.2333,-3.8711,-4.5107,-2.9607,3.5531,-8.8513,-3.8015,1.1212,3.433,0.6343,0.7311,5.9055,0.367,1.3275,-0.5523,-2.2061,-0.6455,-3.9631,-7.735,-1.3575,-5.1521,-0.115,-0.7957,-0.134700000000000,2.1904,1.5119,-0.5217,-1.8519,6.6079,-4.2922,-1.6491,3.3251,-8.4365,3.4439,2.9789,-0.276100000000000,0.8844,5.5525,0.8218,7.7398,-0.9452,-4.9874,-2.3427,6.3147,2.1629,-3.4084,-0.3366,-4.9424,0.8126
"16",-0.271,-2.0944,-2.2229,-9.5,-0.523,-4.0815,2.1861,4.6519,2.2242,7.0133,4.2876,1.4708,-3.504,-2.6614,1.741,-1.6406,-0.5826,-4.8686,-2.2293,-0.587,-3.4407,3.5549,-1.7989,1.6939,-2.4974,1.01,0.494199999999999,-3.7837,5.5005,3.7412,2.8564,-5.0695,-2.9696,-0.1873,-5.1055,2.9737,-0.7655,-8.2896,-0.2477,-1.0833,-5.4549,1.3074,-4.336,-0.549199999999999,0.0378000000000001,-0.3263,1.8328,-2.7343,0.9905,1.2713,2.4872,1.8575,-5.4552,3.5312,4.6953,-4.1934,8.314,2.5487,0.6781,5.4619,-1.1284,-5.3641,-4.8796,-2.1559,-5.1606,2.6719,-3.6448,-4.1654,-2.5645,2.4921,-8.4317,-3.3653,1.6813,3.6339,0.9092,1.4454,7.2631,1.1817,1.3755,-0.1674,-2.3489,-1.7196,-2.1989,-7.879,-1.3661,-6.0168,0.9317,-1.0637,-0.00410000000000021,1.5171,2.9272,-0.93,-1.5204,6.4769,-5.5287,-2.5528,3.5791,-8.8498,4.175,4.0657,-1.8248,0.4031,5.3312,0.8162,8.1399,0.0417000000000001,-4.6913,-1.6873,7.3313,1.6313,-4.7802,-0.8488,-4.7057,1.0039
"17",0.102600000000000,-2.634,-1.9342,-10.5685,-1.1803,-4.101,2.1277,4.309,1.4752,7.0118,5.419,1.3662,-3.1119,-1.6657,3.0007,-2.0538,-0.9236,-5.3627,-1.7532,-0.9948,-3.8786,3.6875,-3.7677,1.6462,-2.4753,0.4727,-1.3581,-4.0255,5.2322,4.7061,2.8858,-5.4224,-3.5057,-0.310800000000000,-5.4877,2.6604,-0.9511,-8.6274,-0.4796,-1.9178,-4.7224,1.9071,-3.0763,-0.0413000000000014,-0.0698,-0.7566,2.0672,-2.2039,0.8404,0.8617,2.1956,1.7618,-6.3152,4.0196,4.3682,-4.8735,8.9723,1.3461,0.1517,5.5813,-1.1939,-4.485,-5.2956,-1.8317,-3.9116,3.4115,-3.2274,-3.4716,-1.8778,1.464,-7.7009,-2.8929,2.3508,3.5886,1.1744,2.1405,8.566,2.0246,1.6077,0.0434999999999999,-2.3664,-2.4748,-0.2976,-7.4349,-1.4661,-6.4935,1.8766,-1.2591,0.122600000000000,0.6579,4.2011,-1.6079,-1.0978,6.235,-6.5852,-3.2949,3.7722,-8.6868,4.875,4.6836,-3.0017,-0.1326,5.0162,0.5643,8.303,1.1926,-4.4798,-1.042,8.2892,1.2447,-5.9924,-1.5343,-4.4396,1.1007
"18",0.2382,-3.1696,-1.6023,-10.9676,-1.7944,-4.0366,1.826,3.9299,0.5265,6.8549,6.6064,1.1324,-2.6929,-0.6165,3.9955,-2.3281,-1.1018,-5.6557,-1.0902,-1.4624,-4.312,3.5994,-5.5738,1.4773,-2.6267,-0.1639,-3.0061,-4.2361,4.5369,5.4994,2.7315,-5.6957,-4.0082,-0.5136,-5.7166,2.1412,-0.7722,-8.5537,-0.8821,-2.9572,-3.8368,2.6012,-1.7315,0.675500000000001,-0.3418,-1.1479,2.378,-1.6542,0.5173,0.4424,1.6811,1.6595,-6.7895,4.5205,3.9536,-5.29,9.0044,0.2203,-0.396000000000001,5.2874,-1.1484,-3.599,-5.3305,-1.2382,-2.323,4.3274,-2.6465,-2.447,-0.9126,0.602,-6.7891,-2.4322,3.0968,3.284,1.3903,2.7974,9.7122,2.8142,1.9208,0.0815999999999999,-2.2531,-2.8779,1.6258,-6.3881,-1.6801,-6.5283,2.6282,-1.369,0.255600000000000,-0.318899999999999,5.2738,-2.5274,-0.6293,5.8718,-7.3259,-3.8153,3.8612,-7.9682,5.4724,4.7171,-3.7484,-0.647,4.6027,0.1339,8.1633,2.4314,-4.4021,-0.4924,9.1396,1.0756,-6.8753,-2.3736,-4.1351,1.1356
"19",0.0988,-3.654,-1.2754,-10.6948,-2.3262,-3.9056,1.3012,3.5665,-0.4981,6.5696,7.7523,0.7551,-2.3145,0.3962,4.6003,-2.4312,-1.0887,-5.6641,-0.2789,-1.9693,-4.6403,3.3374,-7.0385,1.2123,-2.9267,-0.8395,-4.3164,-4.4246,3.5567,6.095,2.4653,-5.8487,-4.3876,-0.8097,-5.7903,1.5026,-0.2096,-8.0956,-1.4613,-4.0779,-2.834,3.3525,-0.4451,1.5326,-0.7238,-1.4869,2.6951,-1.1678,0.1079,0.0387000000000000,1.007,1.5854,-6.7775,5.0149,3.5324,-5.4739,8.3482,-0.7859,-0.8864,4.6152,-0.9601,-2.809,-4.9715,-0.4409,-0.5503,5.2548,-1.9327,-1.1425,0.2774,-0.00990000000000002,-5.8377,-2.0062,3.8613,2.7669,1.4919,3.3932,10.549,3.4708,2.1762,-0.0451999999999999,-2.0208,-2.9257,3.4493,-4.7912,-2.0196,-6.1012,3.1169,-1.3773,0.399899999999999,-1.3043,6.0632,-3.6319,-0.1683,5.3996,-7.6317,-4.0936,3.8103,-6.7826,5.9059,4.1176,-3.9654,-1.0696,4.1112,-0.4027,7.6781,3.676,-4.4632,-0.124,9.8121,1.1574,-7.3072,-3.3055,-3.7828,1.1376
"20",-0.3575,-4.0485,-0.9917,-9.8258,-2.7217,-3.7582,0.579,3.2896,-1.4604,6.2036,8.7544,0.236400000000000,-2.0263,1.287,4.7359,-2.3542,-0.8969,-5.3374,0.6159,-2.4625,-4.7863,2.9808,-8.002,0.8872,-3.33,-1.479,-5.1678,-4.6259,2.4713,6.4537,2.1554,-5.8193,-4.5596,-1.192,-5.6855,0.8334,0.7013,-7.3031,-2.192,-5.1507,-1.7769,4.1203,0.6377,2.4517,-1.1367,-1.7485,2.9282,-0.8133,-0.2779,-0.319500000000000,0.2542,1.5693,-6.2521,5.4836,3.1834,-5.4921,7.0118,-1.6377,-1.2462,3.6239,-0.5981,-2.2064,-4.2526,0.4266,1.2015,6.031,-1.1325,0.3633,1.6034,-0.3524,-4.9519,-1.621,4.5728,2.1278,1.415,3.8961,10.8953,3.9255,2.2381,-0.3264,-1.6934,-2.6396,5.0572,-2.7542,-2.4693,-5.2323,3.303,-1.2736,0.5511,-2.1687,6.4793,-4.8353,0.24,4.8483,-7.4213,-4.1547,3.5933,-5.2668,6.1279,2.9282,-3.5419,-1.3269,3.5865,-0.9826,6.8376,4.8443,-4.6226,0.00199999999999978,10.2342,1.4642,-7.2357,-4.2416,-3.3857,1.1159
"21",-1.1431,-4.3362,-0.7739,-8.5027,-2.9341,-3.6557,-0.3187,3.1626,-2.2324,5.8183,9.5358,-0.4026,-1.8381,1.9876,4.3948,-2.1149,-0.5514,-4.681,1.5094,-2.8637,-4.7034,2.6118,-8.3447,0.5327,-3.7846,-2.0044,-5.4905,-4.8729,1.4475,6.5242,1.8473,-5.5468,-4.479,-1.6203,-5.3648,0.2179,1.867,-6.2336,-3.0182,-6.0583,-0.7376,4.8554,1.3953,3.3414,-1.4946,-1.8935,2.9857,-0.6286,-0.5339,-0.6071,-0.4943,1.6231,-5.2602,5.9091,2.9643,-5.4395,5.0892,-2.3162,-1.4179,2.3966,-0.0487000000000002,-1.8412,-3.2471,1.203,2.72,6.5302,-0.3169,1.9738,2.9491,-0.465,-4.1794,-1.2833,5.1605,1.4632,1.1249,4.269,10.5814,4.1282,2.011,-0.7452,-1.3038,-2.0637,6.3473,-0.4368,-2.9806,-3.988,3.1813,-1.0643,0.6944,-2.7893,6.4502,-6.0267,0.5776,4.2598,-6.67,-4.0595,3.204,-3.5825,6.111,1.2892,-2.446,-1.3456,3.0779,-1.5537,5.6788,5.8519,-4.8053,-0.132099999999999,10.3583,1.9016,-6.6812,-5.0912,-2.9661,1.0517
