"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114"
"447",4.1142,-1.8179,-4.096,-2.6052,8.8606,4.423,-3.1318,5.4634,-6.4821,2.4947,-4.2458,-9.3262,-4.1921,4.3269,-9.993,-2.267,-1.7268,-4.8587,-1.3661,8.0653,-10.0979,-3.2992,-1.2223,-5.8568,-5.5554,-3.4235,1.8938,1.306,1.9235,-3.5008,-3.0675,-3.0179,1.6746,2.8775,2.0848,-3.3914,1.6671,5.8036,7.546,4.8149,-5.6926,-4.5038,1.8531,5.043,-0.2973,-0.6182,5.8798,-3.6541,2.7381,4.906,-1.8789,-9.2288,-2.3486,-1.1516,1.3123,4.6359,-3.8322,9.1974,-2.2998,-2.3914,-1.1239,-2.5791,-0.7041,-0.1864,-9.2201,2.8886,-2.251,-0.4096,4.9677,-1.6775,-6.4464,-2.6573,3.9551,3.6621,-3.0084,-1.1114,3.1781,5.4884,11.1649,-6.8102,-1.5567,0.1069,1.6571,-1.5648,-1.199,2.4226,-3.1826,3.0764,-6.1522,-0.0621,-3.837,-0.2624,-5.9664,7.0269,-2.3909,-1.6034,-0.3294,3.3423,7.3096,0.8254,5.1785,1.5487,7.3714,-0.896,3.0768,1.1428,-3.958,-1.8083,-3.0681,1.5462,-1.1705,-0.9503,-7.885,0.371099999999998
"448",3.9304,-0.0563,-5.1948,-2.3278,8.7697,3.4467,-3.7125,6.7587,-6.4308,2.5688,-3.941,-9.8393,-4.2584,4.2155,-10.2086,-2.7832,-2.1275,-5.8762,-2.3092,7.8637,-10.2534,-3.3832,-1.44,-5.4777,-5.7994,-2.3624,2.8725,1.441,2.4214,-3.1025,-3.487,-3.6193,1.9263,2.0644,1.3918,-4.604,1.3707,5.6867,6.1999,6.2301,-5.548,-3.7613,0.7728,4.907,-0.2103,-0.707500000000001,5.1955,-3.7181,2.2631,5.0321,-3.2486,-9.4891,-2.5916,-0.9614,1.5457,4.708,-4.0714,8.9591,-2.3658,-2.0319,-1.6884,-2.4911,0.1868,0.9278,-9.9906,2.3393,-4.1242,-0.7456,4.9347,-2.058,-7.0138,-2.6507,4.1437,3.5199,-4.1847,-0.4686,1.5111,5.0072,11.6564,-6.3182,-1.0384,-0.0534999999999997,1.7195,-1.4229,-1.6338,2.6732,-3.2511,4.2733,-4.0979,-0.4374,-3.2655,-1.3512,-6.3202,6.1143,-1.9983,-2.8485,-0.9893,3.9972,7.1185,0.0270999999999999,5.4512,1.8077,8.776,-1.8398,2.8611,0.3491,-3.7013,-2.5125,-1.382,2.0947,-0.9792,-0.2679,-8.202,-1.30280000000000
"449",3.5056,2.0721,-6.0893,-1.57380000000000,8.5854,2.385,-4.4514,8.1498,-6.3184,2.5218,-3.4005,-10.2335,-4.3309,4.0693,-10.256,-3.1092,-2.3719,-6.8845,-3.1317,7.3487,-10.3147,-3.3144,-1.4412,-5.1186,-6.0014,-1.2208,4.1878,1.5242,2.5405,-2.3491,-4.0749,-3.9972,2.0053,0.8124,0.7451,-5.8852,1.1959,5.4523,4.6734,7.5503,-5.2608,-3.0699,-0.2935,4.4241,-0.0529000000000002,-0.969,4.3569,-3.5992,1.8351,5.1063,-4.3661,-9.3561,-2.5596,-0.3971,1.5162,4.8186,-4.0126,8.6004,-2.5717,-1.6121,-2.234,-2.4015,1.198,1.5914,-10.8403,2.1546,-5.8278,-1.154,4.4577,-2.4666,-7.4019,-2.6367,4.4874,3.3355,-5.5034,0.105900000000000,0.0389999999999997,4.3032,11.7563,-5.8401,-0.9213,-0.1088,1.4007,-1.4529,-1.8484,2.7894,-3.2676,5.2094,-1.9685,-0.567,-2.7572,-2.5332,-6.2546,5.3412,-1.5587,-3.9913,-1.2575,4.4739,6.7382,-0.9519,5.4083,1.9044,9.7095,-2.581,2.6442,0.0663,-3.5291,-3.0968,-0.00179999999999936,2.7716,-0.8846,0.6994,-8.5391,-2.8907
"450",2.8642,4.3565,-6.7678,-0.4315,8.3903,1.3507,-5.2835,9.5259,-6.2063,2.3234,-2.7181,-10.4483,-4.3689,3.9231,-10.1101,-3.2117,-2.4747,-7.7944,-3.7709,6.5574,-10.252,-3.0981,-1.2271,-4.8339,-6.1879,-0.124400000000001,5.81,1.5797,2.2876,-1.3331,-4.8053,-4.0986,1.8337,-0.7446,0.2321,-7.0713,1.1817,5.1608,3.1601,8.6967,-4.8788,-2.4632,-1.2443,3.7011,0.155400000000000,-1.4289,3.4906,-3.2522,1.5153,5.17,-5.0775,-8.8348,-2.2896,0.4585,1.2324,4.8892,-3.5723,8.174,-2.9673,-1.1989,-2.7299,-2.2776,2.2288,1.7256,-11.7096,2.2982,-7.2569,-1.569,3.6107,-2.9193,-7.5302,-2.6285,4.8558,3.1602,-6.8457,0.478199999999999,-1.0699,3.5065,11.4065,-5.4215,-1.1888,-0.116100000000000,0.73,-1.6544,-1.8337,2.7387,-3.2377,5.7732,0.1146,-0.3899,-2.3904,-3.6652,-5.8287,4.8213,-1.0732,-4.9241,-1.1332,4.6354,6.1945,-2.0251,5.0185,1.816,10.0961,-3.0653,2.4167,0.298299999999999,-3.4166,-3.5166,0.9217,3.5232,-0.7965,1.9016,-8.8459,-4.1978
"451",2.0724,6.5198,-7.2686,0.9442,8.2462,0.434299999999999,-6.1186,10.7747,-6.136,1.9424,-2.0211,-10.4355,-4.3315,3.7808,-9.7729,-3.0848,-2.4775,-8.5482,-4.1818,5.5701,-10.0731,-2.751,-0.8232,-4.6711,-6.3691,0.7877,7.6826,1.6484,1.741,-0.183400000000001,-5.6248,-3.9007,1.3857,-2.4149,-0.0616000000000003,-8.0224,1.2986,4.8926,1.8276,9.6044,-4.4689,-1.9698,-1.9842,2.8519,0.396900000000000,-2.0966,2.7355,-2.656,1.3298,5.2791,-5.2834,-7.9853,-1.8707,1.5011,0.7379,4.8378,-2.7356,7.7255,-3.5398,-0.8417,-3.1467,-2.0839,3.17,1.3212,-12.5216,2.7429,-8.3022,-1.9286,2.5267,-3.4475,-7.368,-2.6324,5.1541,3.0075,-8.1098,0.5691,-1.6873,2.771,10.5946,-5.0873,-1.7672,-0.106800000000001,-0.215900000000000,-1.9871,-1.5989,2.5092,-3.1659,5.9121,2.0162,0.125900000000000,-2.2258,-4.6134,-5.1419,4.6174,-0.5496,-5.5676,-0.665600000000001,4.3899,5.5258,-3.1017,4.3095,1.5287,9.9131,-3.2951,2.199,0.9973,-3.3264,-3.754,1.3032,4.2779,-0.626,3.2531,-9.0733,-5.0907
"452",1.2367,8.2603,-7.6403,2.3722,8.1878,-0.3078,-6.8514,11.7991,-6.1151,1.3629,-1.4397,-10.167,-4.1968,3.6164,-9.2737,-2.7593,-2.4345,-9.1242,-4.3328,4.484,-9.8274,-2.2988,-0.288700000000000,-4.6576,-6.5375,1.3822,9.7171,1.7661,1.0351,0.9334,-6.465,-3.4198,0.6919,-3.9902,-0.0702000000000007,-8.6452,1.4628,4.7254,0.793800000000001,10.2312,-4.0864,-1.6208,-2.4328,1.9699,0.6428,-2.9488,2.2172,-1.8183,1.2578,5.4841,-4.9675,-6.9119,-1.4154,2.6443,0.0951000000000004,4.6036,-1.5571,7.2857,-4.2155,-0.5631,-3.4682,-1.8063,3.9213,0.4461,-13.1863,3.4882,-8.8483,-2.1884,1.3645,-4.0635,-6.9346,-2.6551,5.3527,2.8769,-9.1897,0.3655,-1.7395,2.2445,9.3529,-4.8413,-2.5497,-0.0903,-1.3166,-2.3721,-1.1657,2.1025,-3.0653,5.6431,3.599,0.9692,-2.2872,-5.2707,-4.3124,4.7397,-0.00340000000000096,-5.8795,0.0707000000000004,3.7059,4.7823,-4.0912,3.3801,1.0318,9.1831,-3.3186,2.0396,2.0752,-3.2222,-3.8149,1.1278,4.9537,-0.321499999999999,4.6417,-9.185,-5.5206
"453",0.4923,9.3082,-7.8914,3.6837,8.2293,-0.8462,-7.3751,12.5242,-6.1334,0.5937,-1.08,-9.6469,-3.9756,3.3897,-8.6655,-2.2949,-2.3885,-9.5308,-4.2099,3.3906,-9.5964,-1.7772,0.285300000000000,-4.7938,-6.6763,1.5554,11.7847,1.951,0.3309,1.8333,-7.2491,-2.7225,-0.1729,-5.2832,0.223299999999999,-8.9091,1.5792,4.7104,0.120600000000000,10.5632,-3.757,-1.4471,-2.5395,1.1154,0.8442,-3.9166,2.0212,-0.7818,1.2354,5.8094,-4.202,-5.7497,-1.028,3.8374,-0.6236,4.1629,-0.1576,6.871,-4.8837,-0.3614,-3.6954,-1.4575,4.4045,-0.7586,-13.609,4.5557,-8.7838,-2.3291,0.281600000000001,-4.7254,-6.2926,-2.7098,5.4887,2.7872,-9.9626,-0.0823,-1.2184,2.0402,7.7608,-4.6665,-3.4218,-0.0624000000000002,-2.4288,-2.7069,-0.567399999999999,1.5301,-2.9609,5.0451,4.7466,2.0735,-2.5569,-5.5682,-3.4573,5.1509,0.543200000000001,-5.8531,0.9908,2.6195,4.0292,-4.904,2.3784,0.3208,7.9784,-3.2082,2.0038,3.4169,-3.0839,-3.725,0.448499999999999,5.4704,0.1113,5.9526,-9.1697,-5.515
"454",-0.0289999999999999,9.4737,-7.975,4.7374,8.3681,-1.1651,-7.5948,12.9037,-6.1934,-0.3228,-1.013,-8.9197,-3.7092,3.068,-8.0197,-1.7551,-2.3575,-9.7888,-3.8276,2.3643,-9.4816,-1.2297,0.794,-5.0541,-6.7722,1.2686,13.7119,2.2071,-0.218900000000000,2.3516,-7.9028,-1.9189,-1.1035,-6.1512,0.772399999999999,-8.8449,1.583,4.856,-0.175500000000001,10.6098,-3.482,-1.4723,-2.2988,0.327999999999999,0.9405,-4.8885,2.1799,0.372499999999999,1.1752,6.2452,-3.1206,-4.6439,-0.7818,5.0584,-1.3423,3.5343,1.2889,6.4914,-5.4274,-0.2307,-3.8406,-1.0647,4.5677,-2.102,-13.7085,5.9681,-8.0226,-2.351,-0.582000000000001,-5.3272,-5.5357,-2.8075,5.6377,2.7914,-10.3034,-0.6772,-0.1841,2.2168,5.9505,-4.5312,-4.2776,-0.0126000000000008,-3.4094,-2.8885,0.150499999999999,0.815,-2.8902,4.237,5.3838,3.3177,-2.9866,-5.4866,-2.6755,5.7784,1.064,-5.5119,2.0039,1.2307,3.3479,-5.4523,1.4509,-0.5935,6.4229,-3.0304,2.1569,4.8921,-2.9187,-3.5253,-0.626,5.7636,0.614600000000001,7.0879,-9.0456,-5.1518
"455",-0.226100000000000,8.6822,-7.8061,5.4207,8.5873,-1.257,-7.4461,12.9267,-6.3294,-1.3043,-1.2677,-8.0644,-3.4554,2.6422,-7.4183,-1.1821,-2.3342,-9.9175,-3.2364,1.4571,-9.5847,-0.7079,1.15,-5.3936,-6.8222,0.5708,15.2913,2.5231,-0.5085,2.3747,-8.374,-1.1389,-1.9862,-6.5035,1.4785,-8.5217,1.4622,5.1219,-0.112100000000000,10.3986,-3.2542,-1.7057,-1.7604,-0.358799999999999,0.8782,-5.7275,2.6742,1.5279,0.9911,6.747,-1.8814,-3.728,-0.7103,6.2971,-1.9905,2.7788,2.5858,6.162,-5.7497,-0.1776,-3.9139,-0.6568,4.3882,-3.3827,-13.4417,7.7184,-6.5339,-2.2565,-1.1246,-5.7227,-4.764,-2.9378,5.8629,2.9589,-10.123,-1.3051,1.2413,2.7703,4.1048,-4.4032,-5.0252,0.0681999999999992,-4.1363,-2.8351,0.9222,-0.00409999999999933,-2.8982,3.3502,5.484,4.5366,-3.5064,-5.0598,-2.0421,6.533,1.5291,-4.9067,3.0112,-0.3172,2.8242,-5.6586,0.6926,-1.6755,4.6892,-2.82,2.5404,6.3663,-2.7636,-3.2681,-1.9481,5.794,1.1049,7.9783,-8.8652,-4.5315
"456",-0.0466999999999995,6.9867,-7.3053,5.6673,8.857,-1.1267,-6.9205,12.6203,-6.5969,-2.2336,-1.8245,-7.1832,-3.279,2.1336,-6.9449,-0.5879,-2.2927,-9.9313,-2.5196,0.6988,-9.9725,-0.270000000000000,1.2941,-5.7652,-6.8254,-0.4145,16.3095,2.8763,-0.503399999999999,1.863,-8.6462,-0.4963,-2.7244,-6.3044,2.2157,-8.0223,1.2572,5.4395,0.268000000000001,9.9717,-3.0681,-2.1409,-1.0211,-0.9092,0.6362,-6.2954,3.4468,2.5504,0.6266,7.2476,-0.6386,-3.1101,-0.8092,7.5406,-2.5095,1.9898,3.5589,5.9062,-5.787,-0.219,-3.9093,-0.257999999999999,3.877,-4.4236,-12.83,9.7455,-4.3733,-2.0451,-1.3049,-5.7629,-4.0592,-3.0649,6.1713,3.3419,-9.4004,-1.8679,2.8994,3.6353,2.4362,-4.2638,-5.5916,0.181300000000000,-4.5169,-2.5049,1.6596,-0.8679,-3.0274,2.5005,5.0649,5.5445,-4.0318,-4.372,-1.6081,7.3261,1.9091,-4.1149,3.9061,-1.8654,2.5171,-5.4733,0.1253,-2.856,2.9869,-2.5695,3.1562,7.7112,-2.6737,-3.0085,-3.3588,5.5551,1.5054,8.5828,-8.7048,-3.7659
"457",0.501,4.5588,-6.4275,5.487,9.1384,-0.7949,-6.0772,12.0462,-7.0421,-2.9861,-2.6007,-6.389,-3.2459,1.5876,-6.6736,0.0393999999999997,-2.1911,-9.8499,-1.7752,0.1026,-10.6501,0.0205000000000002,1.1932,-6.139,-6.7765,-1.5312,16.5939,3.2413,-0.2385,0.8688,-8.7322,-0.0594999999999999,-3.2581,-5.5777,2.8572,-7.4244,1.0409,5.7401,0.9046,9.3783,-2.9242,-2.7561,-0.2022,-1.2873,0.2371,-6.4769,4.4096,3.3119,0.075,7.6739,0.4741,-2.8622,-1.0523,8.7612,-2.8531,1.2803,4.091,5.7534,-5.5143,-0.3707,-3.8008,0.111799999999999,3.0837,-5.0959,-11.9628,11.9277,-1.6997,-1.7238,-1.1541,-5.3338,-3.4672,-3.1411,6.508,3.9392,-8.1939,-2.3045,4.6315,4.697,1.1553,-4.1115,-5.9252,0.321,-4.4915,-1.9059,2.2602,-1.698,-3.3045,1.7719,4.1808,6.1697,-4.4714,-3.5405,-1.4041,8.0794,2.1761,-3.2356,4.5774,-3.2664,2.4313,-4.8898,-0.2839,-4.0302,1.5357,-2.2409,3.9637,8.8141,-2.6984,-2.7856,-4.7116,5.0781,1.7598,8.8855,-8.6424,-2.9647
"458",1.3402,1.659,-5.1811,4.9734,9.3878,-0.302,-5.0202,11.2964,-7.6656,-3.4697,-3.4495,-5.792,-3.4173,1.0569,-6.6602,0.7191,-1.9855,-9.7005,-1.0896,-0.3307,-11.5595,0.0988999999999995,0.8367,-6.5106,-6.671,-2.6342,16.0672,3.5987,0.198800000000000,-0.464600000000001,-8.6578,0.1583,-3.5613,-4.4095,3.2919,-6.7949,0.8969,5.9695,1.7237,8.674,-2.8264,-3.5151,0.5813,-1.4585,-0.2577,-6.2013,5.4464,3.7148,-0.6131,7.9612,1.3507,-3.0086,-1.4114,9.9151,-2.9893,0.7643,4.1336,5.7281,-4.9488,-0.6386,-3.5462,0.436800000000001,2.1004,-5.3268,-10.9749,14.099,1.2425,-1.3281,-0.767399999999999,-4.386,-2.996,-3.1283,6.7897,4.6831,-6.6343,-2.5946,6.3107,5.8103,0.437900000000001,-3.9587,-5.9956,0.479200000000001,-4.0398,-1.0938,2.633,-2.4066,-3.7319,1.2164,2.9132,6.2963,-4.7491,-2.6971,-1.4351,8.7226,2.305,-2.3767,4.9221,-4.4006,2.5113,-3.948,-0.5863,-5.0566,0.5225,-1.7868,4.8891,9.5849,-2.8526,-2.6046,-5.8855,4.434,1.8338,8.8971,-8.7315,-2.2249
"459",2.3266,-1.4024,-3.6442,4.2865,9.5586,0.2874,-3.8568,10.4845,-8.4053,-3.6429,-4.183,-5.4836,-3.8282,0.5866,-6.9326,1.4618,-1.6496,-9.5052,-0.5171,-0.6162,-12.6006,-0.0792000000000002,0.241500000000000,-6.8866,-6.5121,-3.6167,14.7743,3.9295,0.693899999999999,-1.9391,-8.4514,0.192,-3.6277,-2.9386,3.4389,-6.1909,0.8938,6.085,2.6304,7.9153,-2.7784,-4.3676,1.2502,-1.3953,-0.763,-5.4615,6.419,3.7129,-1.3439,8.0616,1.9144,-3.5087,-1.8738,10.9494,-2.9045,0.538399999999999,3.7011,5.8432,-4.1448,-1.0117,-3.1036,0.713900,1.0579,-5.1011,-10.0044,16.0772,4.1665,-0.9292,-0.272900000000002,-2.9501,-2.6248,-3.0109,6.9424,5.4483,-4.9033,-2.7496,7.8558,6.8174,0.3963,-3.829,-5.7917,0.649699999999999,-3.1818,-0.161,2.7286,-2.9119,-4.2845,0.858599999999999,1.3704,5.8962,-4.827,-1.9686,-1.6769,9.1923,2.2754,-1.6393,4.8669,-5.1834,2.668,-2.7288,-0.8204,-5.7779,0.054,-1.1732,5.8371,9.9636,-3.1005,-2.4413,-6.7758,3.7264,1.7109,8.6592,-8.987,-1.6234
"460",3.2712,-4.3119,-1.9818,3.6163,9.6063,0.8876,-2.6739,9.7269,-9.1484,-3.5083,-4.6145,-5.5234,-4.4619,0.2141,-7.4853,2.2595,-1.1854,-9.2737,-0.0753999999999997,-0.7904,-13.6532,-0.5156,-0.5479,-7.2537,-6.3129,-4.4232,12.8773,4.211,1.1313,-3.3618,-8.1375,0.1038,-3.4507,-1.3349,3.2587,-5.6635,1.0669,6.0475,3.5058,7.1571,-2.7787,-5.2505,1.7764,-1.0944,-1.18270000000000,-4.3226,7.185,3.3244,-2.0107,7.9473,2.1222,-4.2527,-2.4394,11.8137,-2.6083,0.6555,2.8602,6.0976,-3.1905,-1.4605,-2.4523,0.9597,0.109700000000000,-4.4533,-9.1594,17.6949,6.7989,-0.6132,0.209199999999999,-1.1428,-2.324,-2.7969,6.9238,6.0791,-3.213,-2.7938,9.2259,7.5622,1.0618,-3.7611,-5.3226,0.8254,-1.977,0.7846,2.5553,-3.1583,-4.9059,0.6936,-0.314,5.0409,-4.722,-1.4615,-2.0776,9.4362,2.0745,-1.0953,4.389,-5.5681,2.8189,-1.3497,-1.0094,-6.0607,0.1293,-0.390800000000000,6.7023,9.9268,-3.3653,-2.2608,-7.2809,3.0695,1.3937,8.2382,-9.3894,-1.21550000000000
"461",3.9823,-6.7907,-0.432,3.1441,9.4979,1.4103,-1.5456,9.1215,-9.7652,-3.094,-4.6031,-5.9314,-5.2457,-0.026,-8.2661,3.0825,-0.6156,-9.0104,0.2465,-0.9074,-14.5899,-1.1618,-1.4679,-7.5638,-6.0925,-5.0432,10.6263,4.4328,1.4213,-4.5893,-7.7352,-0.0396,-3.0149,0.2255,2.7657,-5.2625,1.413,5.8225,4.2146,6.4438,-2.8249,-6.0982,2.1839,-0.594700000000001,-1.4246,-2.9106,7.6257,2.6269,-2.525,7.6157,1.97,-5.0802,-3.0931,12.4783,-2.1356,1.1034,1.7161,6.4808,-2.1986,-1.9446,-1.6098,1.2084,-0.601499999999998,-3.46,-8.5041,18.8183,8.9197,-0.4425,0.588900000000001,0.8497,-2.0794,-2.5104,6.7199,6.4182,-1.7799,-2.7405,10.3945,7.9087,2.3723,-3.8067,-4.6217,0.999,-0.5253,1.6389,2.168,-3.1322,-5.5074,0.688099999999999,-1.9873,3.8866,-4.5079,-1.2459,-2.5696,9.4223,1.7043,-0.7664,3.5263,-5.5404,2.9199,0.0457999999999998,-1.1799,-5.8342,0.6465,0.537900000000000,7.3802,9.4936,-3.5586,-2.0438,-7.3034,2.561,0.9081,7.7095,-9.9006,-1.0349
"462",4.3154,-8.6178,0.7428,3.0008,9.2229,1.7907,-0.5471,8.7392,-10.1463,-2.4484,-4.0868,-6.6825,-6.0647,-0.1066,-9.1687,3.8911,0.0255000000000001,-8.7257,0.4782,-1.0245,-15.2868,-1.9332,-2.4488,-7.7372,-5.8726,-5.487,8.3168,4.6185,1.5201,-5.5354,-7.2668,-0.191,-2.308,1.5763,2.0311,-5.0295,1.8955,5.3901,4.6312,5.8064,-2.9208,-6.856,2.5294,0.0213000000000001,-1.4092,-1.386,7.6734,1.7312,-2.8378,7.0864,1.4948,-5.8158,-3.7805,12.9422,-1.5393,1.80040,0.396599999999999,6.978,-1.2856,-2.4256,-0.631399999999999,1.4927,-0.9805,-2.2393,-8.0579,19.3598,10.3822,-0.4276,0.808,2.8054,-1.9012,-2.184,6.3356,6.351,-0.7961,-2.5811,11.3186,7.7729,4.1741,-4.02,-3.7488,1.1614,1.0325,2.3163,1.644,-2.8671,-5.9809,0.7869,-3.4918,2.6476,-4.3001,-1.348,-3.0788,9.1449,1.19110000000000,-0.6153,2.3746,-5.1131,2.9763,1.3058,-1.3635,-5.1099,1.4344,1.556,7.7808,8.7221,-3.6147,-1.8016,-6.772,2.2628,0.301200000000001,7.1401,-10.4751,-1.09080000000000
"463",4.1963,-9.6365,1.3198,3.2446,8.7963,1.9989,0.247500000000000,8.627,-10.2342,-1.6441,-3.0892,-7.7037,-6.7887,-0.0225000000000000,-10.0382,4.6455,0.6967,-8.434,0.658,-1.1783,-15.6409,-2.7344,-3.4208,-7.6843,-5.678,-5.7613,6.2413,4.8196,1.4294,-6.1559,-6.7703,-0.3379,-1.34750000000000,2.57,1.1749,-4.985,2.4589,4.7536,4.6699,5.2648,-3.0802,-7.489,2.8753,0.6464,-1.0803,0.0837999999999983,7.3258,0.747,-2.9409,6.391,0.7692,-6.311,-4.4113,13.2332,-0.8796,2.6147,-0.9661,7.5717,-0.542400000000001,-2.8729,0.406700000000001,1.8231,-1.00050000000000,-0.9463,-7.7992,19.2833,11.1128,-0.524500000000001,0.8335,4.5053,-1.814,-1.8528,5.7883,5.8567,-0.3931,-2.2884,11.922,7.1493,6.2356,-4.4388,-2.7858,1.3015,2.5157,2.7582,1.0671,-2.4376,-6.226,0.921500000000002,-4.6862,1.5558,-4.2222,-1.7512,-3.5348,8.6209,0.5913,-0.5628,1.07210000000000,-4.323,3.0388,2.2966,-1.578,-3.9801,2.2981,2.5723,7.8404,7.7017,-3.5133,-1.5733,-5.6719,2.1938,-0.3657,6.5853,-11.0687,-1.36510000000000
"464",3.6182,-9.754,1.1697,3.866,8.2477,2.0301,0.7827,8.8076,-10.0447,-0.7798,-1.7015,-8.883,-7.2973,0.2087,-10.6977,5.3107,1.3525,-8.1403,0.8223,-1.3687,-15.5868,-3.4791,-4.3184,-7.3356,-5.5391,-5.8585,4.6446,5.0863,1.1782,-6.4278,-6.3,-0.5071,-0.203900000000001,3.0901,0.3434,-5.1213,3.0374,3.9449,4.3078,4.8256,-3.3166,-7.9708,3.2657,1.1797,-0.413200000000001,1.3476,6.6432,-0.251799999999999,-2.8582,5.5708,-0.110399999999999,-6.4755,-4.8961,13.3934,-0.2168,3.3978,-2.2485,8.2294,-0.0152999999999999,-3.2627,1.4282,2.1818,-0.700600000000001,0.244199999999999,-7.6733,18.602,11.0965,-0.6594,0.6523,5.7702,-1.8405,-1.5482,5.1028,5.037,-0.6202,-1.8299,12.1051,6.1195,8.2728,-5.0689,-1.8389,1.4062,3.7244,2.9365,0.525,-1.9493,-6.1707,1.0119,-5.4639,0.8135,-4.3651,-2.4055,-3.8795,7.8857,-0.0107999999999997,-0.5216,-0.2187,-3.2255,3.1847,2.9335,-1.8112,-2.5925,3.0643,3.4754,7.5268,6.5358,-3.2826,-1.4076,-4.0533,2.3378,-1.0318,6.0927,-11.6468,-1.8125
"465",2.6349,-8.9496,0.2987,4.8065,7.6022,1.8919,1.0334,9.2756,-9.6618,0.0330999999999999,-0.0589,-10.0906,-7.507,0.5662,-10.9874,5.8579,1.9412,-7.8272,0.9957,-1.5681,-15.1101,-4.0914,-5.084,-6.6684,-5.4837,-5.7701,3.6875,5.4303,0.8014,-6.3492,-5.9185,-0.7556,1.00370000000000,3.0769,-0.316999999999999,-5.3979,3.5672,3.0283,3.5926,4.4801,-3.6342,-8.2695,3.7129,1.5436,0.575399999999999,2.2812,5.7349,-1.24330000000000,-2.6352,4.6853,-1.0358,-6.2874,-5.1809,13.4665,0.3926,4.0214,-3.349,8.9015,0.2928,-3.572,2.3749,2.5305,-0.159800000000001,1.1656,-7.6037,17.3738,10.3659,-0.7635,0.268500000000000,6.4865,-1.9957,-1.296,4.3065,4.0857,-1.4325,-1.1862,11.775,4.8366,9.9821,-5.8816,-1.0364,1.4665,4.475,2.8565,0.108600000000001,-1.5204,-5.7855,0.9778,-5.7632,0.5535,-4.7621,-3.2311,-4.0782,6.9957,-0.5131,-0.4255,-1.3349,-1.8917,3.4974,3.2022,-2.025,-1.1213,3.6085,4.1551,6.8436,5.3235,-2.986,-1.3367,-2.0228,2.654,-1.6538,5.7072,-12.1912,-2.3627
"466",1.3594,-7.2827,-1.1491,5.963,6.8688,1.6017,1.0119,9.9927,-9.2085,0.6865,1.6735,-11.2093,-7.3951,1.0481,-10.8049,6.2702,2.4116,-7.4597,1.1835,-1.745,-14.2454,-4.4958,-5.6725,-5.7198,-5.532,-5.5124,3.4271,5.8103,0.3384,-5.9531,-5.6891,-1.1434,2.1388,2.5507,-0.6861,-5.7434,3.9981,2.1037,2.6323,4.2066,-4.0283,-8.3465,4.1949,1.6895,1.8177,2.7944,4.7368,-2.2435,-2.3333,3.8198,-1.8977,-5.7874,-5.2623,13.4913,0.9009,4.4088,-4.1958,9.533,0.405299999999999,-3.7764,3.2081,2.8288,0.532499999999999,1.6873,-7.5087,15.693,9.0045,-0.8,-0.3027,6.6191,-2.2862,-1.1191,3.4224,3.2043,-2.6923,-0.3711,10.8825,3.4908,11.0849,-6.8283,-0.5219,1.4875,4.6339,2.5588,-0.104000000000001,-1.256,-5.087,0.7651,-5.57,0.8166,-5.3866,-4.1269,-4.1231,6.0368,-0.811499999999999,-0.2442,-2.1401,-0.4066,4.0415,3.1557,-2.1701,0.260100000000000,3.8586,4.5282,5.8311,4.1452,-2.6998,-1.3596,0.268700000000001,3.0849,-2.2189,5.4713,-12.6958,-2.93
"467",-0.0495999999999999,-4.8985,-2.939,7.1878,6.0528,1.1891,0.754999999999999,10.8785,-8.8153,1.0989,3.3133,-12.1512,-7.0015,1.6649,-10.1339,6.5516,2.7289,-7.0017,1.3796,-1.8787,-13.0604,-4.614,-6.0552,-4.5773,-5.7039,-5.1456,3.8215,6.145,-0.158900000000001,-5.3138,-5.6712,-1.6999,3.0866,1.6089,-0.6899,-6.0683,4.3034,1.2966,1.5763,3.9865,-4.4893,-8.1728,4.667,1.598,3.1917,2.8427,3.7929,-3.2652,-2.0212,3.0855,-2.5988,-5.0632,-5.1748,13.502,1.279,4.5484,-4.753,10.0843,0.355500000000001,-3.8513,3.9004,3.0473,1.3019,1.7281,-7.3161,13.6869,7.1543,-0.7698,-1.02760000000000,6.2047,-2.7021,-1.0394,2.467,2.5226,-4.1889,0.5535,9.4492,2.2723,11.3797,-7.8616,-0.4233,1.4923,4.1374,2.1176,-0.0664000000000016,-1.2209,-4.138,0.371000000000000,-4.9169,1.555,-6.1651,-4.9837,-4.0365,5.1239,-0.822600000000001,0.0188000000000006,-2.5466,1.1289,4.8457,2.8942,-2.2034,1.401,3.7868,4.5514,4.5676,3.0565,-2.4941,-1.4438,2.6392,3.5647,-2.7469,5.4213,-13.1525,-3.435
