"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111"
"138",-1.9408,4.6939,7.5784,4.5567,1.973,-3.7622,-1.8532,-2.601,1.3995,-11.8604,6.9759,-3.3929,0.7243,-3.4667,-1.1869,-11.0517,8.428,-2.1496,1.1575,-1.8218,3.0932,-6.1201,-1.4446,-1.8665,2.6121,-0.6502,1.0579,6.9041,0.135500000000000,-0.1376,4.6184,6.5821,3.6756,0.0984999999999996,-0.0719,-1.295,0.0844000000000005,0.9343,-2.3738,-1.4179,3.7274,7.5258,0.152300000000000,-6.374,-5.5624,7.3933,-0.703199999999999,-1.6318,5.3399,-2.7796,1.8507,3.5071,-2.1537,-4.661,-2.1923,-4.8241,5.5296,-5.8532,1.7192,6.6045,-5.4769,0.8316,-5.3341,4.4357,-6.166,-4.4984,2.118,5.6476,7.2107,-4.6729,-4.5031,7.6033,5.3266,-8.0688,-3.9091,-4.3681,5.9709,-1.6262,3.3952,-4.1759,-0.4904,5.9671,2.4649,5.1252,4.2016,1.4153,-4.9445,-3.6193,-4.4831,-1.552,2.4349,-5.1945,-3.1167,4.6458,0.513,0.7975,-0.9608,-4.6483,7.5968,0.7584,-2.1093,-1.4526,4.2148,-4.1251,5.4475,3.494,-0.6206,2.58,1.375,4.4539,-2.0709
"139",-2.331,3.3014,8.0119,4.2893,3.0867,-3.9083,-2.2797,-2.9518,1.4029,-11.6365,7.7202,-3.8275,-0.102600000000000,-3.7898,-0.631,-11.5806,7.8989,-1.5276,1.7686,-1.9032,4.359,-6.2587,-0.8805,-2.2414,3.1888,-1.0865,0.270000000000000,6.8041,0.270700000000000,0.0555999999999992,4.8224,6.1863,3.5806,0.7726,-0.5028,-1.143,-0.4497,0.5563,-1.7392,-0.8276,3.149,8.152,-0.304399999999999,-6.3259,-5.7721,7.5167,-2.017,-1.0244,6.1653,-2.2211,2.3585,3.1848,-1.9256,-5.102,-2.4422,-5.0984,5.2197,-5.1819,2.0446,6.5274,-5.3151,0.0718999999999999,-6.2967,3.6803,-5.8857,-5.4324,2.1383,5.4558,7.5635,-4.4091,-4.5982,7.5361,5.7318,-8.8428,-3.2965,-4.468,5.6651,-1.714,2.1788,-4.4526,-0.4841,6.3298,1.4429,4.8992,4.7401,0.5654,-5.7005,-4.7664,-5,-0.622,1.7804,-5.1466,-2.152,4.3028,0.2033,0.6123,-0.1966,-3.9992,7.5533,0.7597,-2.6571,-1.413,4.8429,-4.2116,6.1105,3.601,-0.8835,1.1559,2.0891,4.5726,-2.2119
"140",-2.7269,2.0002,8.1534,3.8034,4.1568,-4.1357,-2.7298,-3.1776,1.3101,-10.7451,7.9145,-4.0212,-0.8518,-3.8482,-0.1376,-11.7891,7.3707,-0.9844,2.1239,-1.911,5.4669,-6.2507,-0.2014,-2.2964,3.5941,-1.3838,-0.6296,6.8053,0.572099999999999,0.3107,4.8064,5.6102,3.5621,1.4209,-0.5981,-1.0462,-0.8955,0.0421,-1.047,-0.2184,2.503,8.3661,-0.8928,-5.8819,-5.8836,7.4817,-3.1446,-0.4733,7.096,-1.4512,2.6723,2.653,-1.6501,-5.3865,-2.8166,-5.3979,4.8602,-4.4763,2.5605,6.3521,-5.1669,-0.5932,-7.1545,2.8062,-5.5755,-6.3694,1.973,5.1443,7.7535,-4.1117,-4.6638,7.3663,6.0298,-9.5108,-2.5741,-4.6213,5.2206,-1.9152,0.952,-4.6288,-0.5278,6.4356,0.4835,4.4895,4.9726,-0.3544,-6.2557,-5.8437,-5.4399,0.5684,0.9688,-4.8335,-1.3488,3.8199,0.0205000000000002,0.171000000000000,0.4964,-3.2841,7.212,0.737399999999999,-3.2061,-1.33210000000000,5.4541,-4.4226,6.7911,3.4719,-1.084,-0.414,2.8471,4.4203,-2.4189
"141",-3.1168,0.9465,7.9774,3.1525,5.0652,-4.4747,-3.1061,-3.2759,1.1915,-9.231,7.5654,-3.9618,-1.4888,-3.6826,0.286,-11.7088,6.8899,-0.5885,2.2064,-1.8686,6.3789,-6.105,0.5163,-2.0098,3.8685,-1.5238,-1.5147,6.9618,1.03760000000000,0.601,4.5867,4.9073,3.6357,2.0565,-0.3368,-1.0603,-1.1987,-0.5398,-0.3339,0.351,1.8107,8.1486,-1.5456,-5.1069,-5.885,7.2901,-4.0414,-0.0976,8.0612,-0.5461,2.7433,1.9097,-1.3788,-5.4929,-3.2817,-5.684,4.4891,-3.7803,3.2566,6.1423,-5.0222,-1.1436,-7.8131,1.9376,-5.2041,-7.2779,1.6688,4.7279,7.7563,-3.7889,-4.6668,7.0963,6.2334,-10.0664,-1.796,-4.8103,4.6742,-2.1754,-0.203000000000000,-4.7132,-0.5784,6.2917,-0.365399999999999,3.8914,4.872,-1.2235,-6.6353,-6.7731,-5.8153,1.9207,0.0831,-4.2455,-0.7925,3.2337,-0.0171999999999999,-0.514,1.0541,-2.5984,6.6568,0.6754,-3.6927,-1.2312,5.9875,-4.6795,7.4311,3.1475,-1.2379,-2.0188,3.6063,4.0443,-2.7036
"142",-3.4971,0.2515,7.4922,2.4602,5.6958,-4.9175,-3.3273,-3.2578,1.1606,-7.2332,6.7419,-3.6974,-2.0259,-3.3476,0.6076,-11.3947,6.4932,-0.4067,2.0495,-1.7856,7.0876,-5.8618,1.1923,-1.39980000000000,4.0745,-1.5147,-2.2427,7.3024,1.6314,0.884400000000001,4.2107,4.1455,3.8258,2.6989,0.2554,-1.225,-1.3381,-1.1212,0.3446,0.8047,1.0725,7.5286,-2.1692,-4.1069,-5.7771,6.932,-4.6871,0.00450000000000017,8.991,0.3985,2.5452,0.979,-1.1475,-5.3954,-3.8091,-5.8908,4.1206,-3.1313,4.1078,5.9506,-4.856,-1.5578,-8.1999,1.2044,-4.7483,-8.1191,1.2903,4.2357,7.5641,-3.4605,-4.5663,6.7499,6.3585,-10.5097,-1.0293,-5.0111,4.0619,-2.4192,-1.202,-4.7125,-0.6007,5.942,-1.0702,3.1161,4.4368,-1.9565,-6.8718,-7.4872,-6.1214,3.3248,-0.791,-3.4072,-0.5389,2.5847,0.0900999999999996,-1.4139,1.4249,-2.0284,5.9977,0.5577,-4.0365,-1.1307,6.3919,-4.9168,7.9844,2.6941,-1.3687,-3.5392,4.334,3.5224,-3.0654
"143",-3.8674,-0.0353,6.7181,1.8717,5.9526,-5.42,-3.3613,-3.144,1.3153,-4.9707,5.5649,-3.3142,-2.4902,-2.899,0.7763,-10.9306,6.2054,-0.4806,1.7169,-1.6609,7.609,-5.585,1.7517,-0.514400000000002,4.2655,-1.3883,-2.684,7.828,2.2876,1.1153,3.751,3.3882,4.1549,3.3629,1.111,-1.5607,-1.3202,-1.644,0.9279,1.0715,0.278,6.5876,-2.6767,-3.0125,-5.5695,6.3932,-5.0873,-0.2292,9.8279,1.2855,2.0788,-0.0854000000000004,-0.9659,-5.0789,-4.3591,-5.9355,3.7503,-2.5672,5.0743,5.8167,-4.6508,-1.8119,-8.2816,0.723999999999998,-4.2038,-8.8567,0.9043,3.7051,7.1924,-3.152,-4.3255,6.3702,6.4164,-10.8418,-0.3385,-5.2062,3.4185,-2.5683,-1.973,-4.6283,-0.5676,5.4439,-1.6068,2.1933,3.6777,-2.5194,-7.0003,-7.9386,-6.3411,4.6615,-1.5823,-2.3867,-0.603,1.9209,0.324199999999999,-2.4918,1.5798,-1.6365,5.3531,0.381500000000001,-4.1531,-1.0449,6.6351,-5.085,8.407,2.1888,-1.497,-4.8637,5.0107,2.9369,-3.4863
"144",-4.2153,0.0683,5.6811,1.4873,5.7778,-5.9192,-3.2308,-2.9675,1.6937,-2.698,4.1931,-2.8892,-2.8874,-2.3803,0.7621,-10.4201,6.0406,-0.8169,1.2791,-1.4901,7.9658,-5.3589,2.1281,0.570999999999998,4.4635,-1.1951,-2.7579,8.525,2.918,1.2557,3.2874,2.6807,4.6268,4.0424,2.133,-2.0652,-1.1603,-2.0632,1.3635,1.1091,-0.569,5.4507,-3.006,-1.9579,-5.2746,5.6678,-5.2662,-0.8103,10.527,2.0296,1.3775,-1.2009,-0.8112,-4.5487,-4.8577,-5.7445,3.3646,-2.1289,6.0995,5.7762,-4.4035,-1.8866,-8.0721,0.578100000000001,-3.5863,-9.4579,0.5624,3.178,6.6786,-2.8872,-3.9299,6.0051,6.4155,-11.0569,0.2239,-5.3955,2.7863,-2.5639,-2.4719,-4.4513,-0.4495,4.8467,-1.9608,1.1712,2.6174,-2.9246,-7.0609,-8.1095,-6.4607,5.813,-2.244,-1.2861,-0.9566,1.2914,0.649800000000001,-3.7019,1.5203,-1.459,4.8262,0.155700000000000,-3.9744,-0.9829,6.7088,-5.1511,8.6568,1.7062,-1.6339,-5.9064,5.6248,2.3572,-3.9352
"145",-4.5006,0.4925,4.4243,1.3254,5.1589,-6.3486,-2.9938,-2.7739,2.2669,-0.6516,2.7956,-2.4473,-3.1956,-1.8178,0.5873,-9.9517,6.0023,-1.389,0.7994,-1.27300000000000,8.1687,-5.2793,2.2657,1.7458,4.6594,-0.9975,-2.4586,9.3729,3.4228,1.2867,2.8876,2.0398,5.2138,4.6948,3.2166,-2.7158,-0.8641,-2.344,1.6109,0.9198,-1.4324,4.2674,-3.1232,-1.053,-4.8978,4.7727,-5.2476,-1.6915,11.0506,2.5621,0.5071,-2.2684,-0.6314,-3.8358,-5.1966,-5.2762,2.9517,-1.8538,7.1097,5.8668,-4.1193,-1.7837,-7.6273,0.7954,-2.9233,-9.8935,0.2905,2.7035,6.0713,-2.6814,-3.3991,5.6836,6.3627,-11.1377,0.6257,-5.5945,2.2153,-2.3804,-2.6883,-4.1648,-0.2067,4.1814,-2.1361,0.1121,1.3081,-3.2079,-7.0998,-8.0138,-6.487,6.6858,-2.7587,-0.2179,-1.5417,0.7286,1.0189,-4.9845,1.28190000000000,-1.5095,4.4884,-0.109,-3.4706,-0.9464,6.6244,-5.1002,8.7051,1.3022,-1.7804,-6.6195,6.1651,1.8271,-4.3768
"146",-4.6594,1.1388,3.0194,1.3199,4.1324,-6.6465,-2.7154,-2.6117,2.9632,0.9934,1.5252,-1.9494,-3.3875,-1.2279,0.3127,-9.5557,6.0855,-2.1434,0.3318,-1.0155,8.2085,-5.4205,2.1236,2.8698,4.827,-0.8598,-1.8596,10.3374,3.7049,1.2142,2.5867,1.4549,5.8519,5.2452,4.2663,-3.4789,-0.4316,-2.4634,1.643,0.551500000000001,-2.2508,3.1945,-3.013,-0.3623,-4.4316,3.7463,-5.0386,-2.763,11.3735,2.8376,-0.446,-3.1898,-0.3608,-2.986,-5.2685,-4.5272,2.5162,-1.7687,8.0088,6.1214,-3.8058,-1.5324,-7.0288,1.3488,-2.2479,-10.1423,0.0918999999999999,2.3361,5.4171,-2.5389,-2.7858,5.3979,6.2747,-11.0592,0.8577,-5.822,1.7557,-2.0245,-2.6439,-3.7585,0.202,3.4734,-2.1646,-0.9127,-0.1616,-3.4044,-7.1654,-7.6872,-6.4472,7.232,-3.1341,0.7168,-2.2857,0.2417,1.3815,-6.2642,0.928,-1.7819,4.3709,-0.4062,-2.6628,-0.9291,6.3989,-4.9364,8.5442,1.0075,-1.9337,-6.997,6.6176,1.36040000000000,-4.7793
"147",-4.6333,1.9005,1.5662,1.3516,2.7894,-6.7644,-2.4491,-2.5154,3.6903,2.1511,0.4991,-1.311,-3.4578,-0.6293,0.00219999999999998,-9.1923,6.2771,-3.0102,-0.0835000000000001,-0.729799999999999,8.065,-5.7914,1.6853,3.8011,4.9362,-0.8333,-1.0939,11.3576,3.6911,1.06650000000000,2.3772,0.9015,6.4576,5.6042,5.2047,-4.3178,0.1315,-2.4132,1.4519,0.0831,-2.9678,2.3778,-2.6751,0.101800000000000,-3.8594,2.6437,-4.6325,-3.8653,11.4919,2.8415,-1.3942,-3.8955,0.0521000000000003,-2.0474,-5.0089,-3.528,2.0805,-1.882,8.6839,6.5549,-3.4705,-1.186,-6.3623,2.1684,-1.5909,-10.1993,-0.0433000000000003,2.1264,4.7529,-2.458,-2.1649,5.1019,6.1854,-10.7966,0.936,-6.0852,1.4467,-1.5231,-2.3948,-3.2461,0.7932,2.754,-2.1037,-1.831,-1.6783,-3.5421,-7.3011,-7.1759,-6.3814,7.4537,-3.3919,1.4408,-3.1111,-0.179000000000000,1.69,-7.4485,0.5301,-2.2488,4.4641,-0.7328,-1.6185,-0.921,6.045,-4.6744,8.1876,0.8276,-2.0899,-7.0612,6.9661,0.941500000000001,-5.1124
"148",-4.3973,2.6799,0.1717,1.2953,1.2848,-6.684,-2.2305,-2.493,4.3488,2.8247,-0.1984,-0.452,-3.435,-0.0494999999999992,-0.2968,-8.7869,6.5527,-3.903,-0.4281,-0.429600000000001,7.7232,-6.3222,0.9703,4.4371,4.9598,-0.9442,-0.3163,12.3484,3.3531,0.8836,2.2103,0.3566,6.9463,5.6949,5.9732,-5.1884,0.8054,-2.2021,1.0587,-0.394,-3.5581,1.9305,-2.1237,0.3688,-3.1723,1.524,-4.019,-4.8211,11.4223,2.5984,-2.2643,-4.3648,0.6145,-1.0563,-4.4142,-2.3423,1.6766,-2.181,9.0239,7.1587,-3.1206,-0.8132,-5.6986,3.1616,-0.9708,-10.0818,-0.132099999999999,2.1092,4.104,-2.4333,-1.6188,4.7357,6.1406,-10.3335,0.8924,-6.3736,1.3069,-0.9159,-2.0291,-2.6689,1.5417,2.06,-2.0228,-2.5778,-3.1251,-3.6381,-7.5409,-6.527,-6.3243,7.3941,-3.5511,1.9023,-3.9331,-0.5465,1.899,-8.4311,0.146999999999999,-2.8607,4.7291,-1.0855,-0.439,-0.9148,5.5708,-4.3316,7.6641,0.7493,-2.2422,-6.8457,7.1954,0.532999999999998,-5.347
"149",-3.9657,3.3992,-1.0803,1.0645,-0.1715,-6.4327,-2.0813,-2.5262,4.8428,3.0846,-0.5074,0.6601,-3.3755,0.4783,-0.5474,-8.2834,6.873,-4.7096,-0.7137,-0.1246,7.1827,-6.8937,0.044,4.7353,4.8766,-1.1872,0.3385,13.2174,2.7178,0.704799999999999,2.0129,-0.186100000000000,7.2439,5.4766,6.528,-6.0314,1.5678,-1.8464,0.5141,-0.7951,-4.0262,1.9055,-1.3877,0.4945,-2.3889,0.4439,-3.1963,-5.4802,11.1935,2.1658,-3.0035,-4.631,1.278,-0.0383999999999993,-3.5314,-1.064,1.3302,-2.6349,8.9469,7.9025,-2.7653,-0.4909,-5.0804,4.2285,-0.3835,-9.825,-0.193700000000000,2.3023,3.4796,-2.4557,-1.2231,4.254,6.1753,-9.6601,0.7682,-6.6594,1.3294,-0.2541,-1.6562,-2.082,2.3841,1.4283,-1.9845,-3.0972,-4.3995,-3.695,-7.9052,-5.7789,-6.2853,7.1234,-3.6169,2.0743,-4.6643,-0.8696,1.9661,-9.1058,-0.1837,-3.5432,5.1072,-1.4596,0.7605,-0.9064,4.9899,-3.9218,7.0069,0.7426,-2.3769,-6.3799,7.2943,0.0823999999999998,-5.4561
"150",-3.3789,4.0083,-2.1533,0.6312,-1.3582,-6.0804,-2.0041,-2.5855,5.1014,3.0356,-0.3926,1.9865,-3.3381,0.9213,-0.7105,-7.6793,7.1853,-5.2957,-0.9715,0.186100000000000,6.4567,-7.3858,-0.9821,4.7069,4.6823,-1.5308,0.7828,13.8844,1.8599,0.5578,1.7136,-0.7144,7.286,4.9561,6.8397,-6.7742,2.4054,-1.3646,-0.111200000000000,-1.05130000000000,-4.3825,2.2906,-0.5111,0.5419,-1.568,-0.5469,-2.1803,-5.7496,10.8383,1.6139,-3.5788,-4.7676,1.9502,0.9853,-2.4395,0.191700000000001,1.0555,-3.1987,8.4234,8.7417,-2.4163,-0.2948,-4.5232,5.2803,0.1955,-9.4645,-0.2456,2.7058,2.8742,-2.5062,-1.03150000000000,3.6464,6.296,-8.7773,0.6049,-6.9063,1.4781,0.4033,-1.3838,-1.53880000000000,3.2424,0.892,-2.0312,-3.3444,-5.4174,-3.7007,-8.3936,-4.955,-6.2447,6.7181,-3.5792,1.952,-5.2244,-1.1514,1.8588,-9.3882,-0.4374,-4.2016,5.5262,-1.8523,1.8688,-0.8893,4.3243,-3.4578,6.243,0.7673,-2.4765,-5.6875,7.2605,-0.462899999999999,-5.4208
"151",-2.6864,4.4829,-3.0485,0.0293000000000001,-2.1031,-5.7069,-1.9751,-2.6527,5.1024,2.7845,0.1445,3.4231,-3.3499,1.2508,-0.7422,-7.0298,7.432,-5.542,-1.2319,0.511,5.5711,-7.709,-1.9701,4.4016,4.3964,-1.9237,0.9872,14.2872,0.8825,0.4571,1.2669,-1.2042,7.02,4.1912,6.8934,-7.3472,3.3156,-0.778,-0.7444,-1.1164,-4.624,3.0267,0.4493,0.5686,-0.8041,-1.4033,-1.0172,-5.6048,10.3941,1.0068,-3.9741,-4.8626,2.5293,1.9861,-1.2265,1.3055,0.8557,-3.8182,7.482,9.6214,-2.0813,-0.2794,-4.0211,6.2499,0.7919,-9.0224,-0.2993,3.303,2.269,-2.5519,-1.06810000000000,2.9417,6.477,-7.7046,0.4369,-7.0794,1.6911,0.9974,-1.2946,-1.07840000000000,4.0401,0.484399999999999,-2.1838,-3.2926,-6.1157,-3.6307,-8.9778,-4.063,-6.1667,6.2474,-3.4222,1.5528,-5.5652,-1.3889,1.5615,-9.2372,-0.5957,-4.7288,5.9004,-2.2631,2.7963,-0.8551,3.6049,-2.9603,5.3901,0.7884,-2.5236,-4.7966,7.1045,-1.1387,-5.2374
"152",-1.9386,4.8149,-3.7679,-0.6589,-2.327,-5.3591,-1.9379,-2.7295,4.8818,2.4274,1.0516,4.8259,-3.3907,1.4394,-0.6036,-6.4255,7.5621,-5.3909,-1.5102,0.8616,4.5642,-7.8058,-2.788,3.8897,4.0567,-2.3019,0.9777,14.3867,-0.105000000000000,0.404300000000001,0.6712,-1.6296,6.4133,3.2738,6.6922,-7.6943,4.2905,-0.116400000000000,-1.3285,-0.970899999999999,-4.7334,4.0367,1.4268,0.6199,-0.212400000000000,-2.0804,0.218399999999999,-5.0852,9.9015,0.3903,-4.1852,-4.9908,2.9347,2.9211,0.0247999999999999,2.1746,0.7261,-4.4391,6.2048,10.4818,-1.7594,-0.4663,-3.5579,7.096,1.4068,-8.5101,-0.3617,4.0598,1.6423,-2.5495,-1.3266,2.2013,6.6744,-6.4833,0.2849,-7.1522,1.8925,1.4781,-1.4278,-0.7254,4.7079,0.238300000000001,-2.4464,-2.9472,-6.4552,-3.4575,-9.6021,-3.1057,-6.0193,5.7685,-3.1395,0.916,-5.681,-1.5716,1.0815,-8.6616,-0.6474,-5.0232,6.1402,-2.6826,3.4831,-0.8021,2.8677,-2.4616,4.4634,0.7906,-2.5139,-3.753,6.8474,-1.9522,-4.9233
"153",-1.184,5.0006,-4.2804,-1.3259,-2.0477,-5.0327,-1.8144,-2.824,4.5099,2.0482,2.2307,6.0385,-3.4117,1.4597,-0.2783,-5.9542,7.5434,-4.8604,-1.8036,1.2512,3.4878,-7.6451,-3.3482,3.2506,3.7093,-2.5969,0.8252,14.1767,-1.0079,0.393100000000000,-0.0305,-1.9682,5.4624,2.307,6.258,-7.7805,5.2962,0.577299999999999,-1.8283,-0.625400000000001,-4.6868,5.2472,2.3535,0.7249,0.0996000000000001,-2.5328,1.438,-4.2757,9.3987,-0.2061,-4.2149,-5.1962,3.121,3.7413,1.2442,2.7308,0.6579,-5.0108,4.7196,11.2645,-1.4457,-0.8392,-3.1179,7.7929,2.0034,-7.9399,-0.4349,4.921,0.9801,-2.4576,-1.7698,1.5021,6.8435,-5.1666,0.1539,-7.1111,2.0046,1.8087,-1.7796,-0.487500000000001,5.1837,0.173900000000000,-2.8045,-2.3542,-6.4285,-3.16,-10.1948,-2.096,-5.7825,5.3335,-2.7467,0.0990000000000002,-5.6044,-1.6845,0.45,-7.7123,-0.5888,-5.0077,6.1748,-3.0828,3.8985,-0.7449,2.1547,-2.0015,3.4861,0.78,-2.4614,-2.6283,6.5178,-2.8816,-4.5184
"154",-0.4615,5.0302,-4.5252,-1.8656,-1.3609,-4.6917,-1.5312,-2.9384,4.0618,1.714,3.5585,6.9263,-3.3699,1.2896,0.2141,-5.6668,7.3765,-4.0217,-2.0912,1.6939,2.4043,-7.2266,-3.6242,2.5578,3.3904,-2.7549,0.6189,13.6917,-1.7579,0.4116,-0.7599,-2.2005,4.1991,1.3798,5.6281,-7.5933,6.267,1.2541,-2.2278,-0.118300000000000,-4.4625,6.5863,3.1688,0.897,0.0703,-2.7256,2.56,-3.283,8.9137,-0.7647,-4.0735,-5.4867,3.076,4.4035,2.3735,2.9512,0.642,-5.4918,3.1874,11.9171,-1.1435,-1.3535,-2.6967,8.3158,2.5157,-7.3293,-0.5221,5.8116,0.2865,-2.243,-2.3323,0.9152,6.9567,-3.8057,0.0355999999999996,-6.9581,1.9557,1.9601,-2.3141,-0.357600000000001,5.416,0.286399999999999,-3.2242,-1.5991,-6.0633,-2.7332,-10.6861,-1.0681,-5.4492,4.9903,-2.287,-0.8353,-5.3906,-1.7106,-0.2739,-6.4672,-0.4266,-4.6485,5.9756,-3.4154,4.0314,-0.7142,1.5134,-1.6144,2.4988,0.7711,-2.4011,-1.5107,6.1516,-3.8855,-4.0772
"155",0.202100000000000,4.888,-4.4411,-2.1977,-0.4094,-4.3072,-1.0514,-3.0757,3.6005,1.4635,4.9161,7.4034,-3.2486,0.928,0.8188,-5.5564,7.0935,-2.9694,-2.3345,2.206,1.3813,-6.5839,-3.6435,1.8752,3.11,-2.754,0.4385,13.002,-2.316,0.4402,-1.4175,-2.3124,2.6918,0.5539,4.8508,-7.1424,7.1191,1.8676,-2.518,0.493499999999999,-4.0592,7.9711,3.8246,1.14,-0.2881,-2.6529,3.5219,-2.2127,8.4664,-1.2763,-3.7826,-5.8359,2.8041,4.8829,3.367,2.8542,0.6751,-5.8471,1.7832,12.3977,-0.8748,-1.9461,-2.3082,8.6394,2.8723,-6.6945,-0.626499999999999,6.6404,-0.4158,-1.891,-2.927,0.4907,7.0126,-2.4454,-0.0825999999999993,-6.7128,1.6915,1.9076,-2.9866,-0.319600000000001,5.3696,0.5397,-3.6584,-0.791,-5.4212,-2.198,-11.026,-0.0715,-5.027,4.7743,-1.8172,-1.8288,-5.0952,-1.6344,-1.0095,-5.0216,-0.1723,-3.9627,5.5616,-3.6246,3.8809,-0.7448,0.9923,-1.3162,1.5607,0.7667,-2.385,-0.4918,5.7934,-4.9197,-3.6547
"156",0.793399999999999,4.5594,-3.9981,-2.2746,0.648900000000001,-3.8807,-0.401400000000001,-3.2479,3.1799,1.3006,6.2089,7.4472,-3.0571,0.4017,1.4572,-5.5641,6.7381,-1.8068,-2.4808,2.8052,0.476999999999999,-5.7749,-3.4636,1.2554,2.8422,-2.618,0.3272,12.1954,-2.6706,0.445700000000000,-1.9036,-2.2927,1.0401,-0.140400000000000,3.9831,-6.4531,7.7773,2.3854,-2.688,1.1485,-3.5144,9.2945,4.2845,1.4533,-0.8902,-2.3477,4.2844,-1.1589,8.0744,-1.7406,-3.3789,-6.1946,2.3106,5.179,4.2014,2.4861,0.761099999999999,-6.0481,0.6649,12.676,-0.674100000000001,-2.5446,-1.9822,8.7497,3.022,-6.0516,-0.7504,7.3103,-1.0902,-1.4144,-3.4646,0.253499999999999,7.0375,-1.1328,-0.210900000000000,-6.4109,1.1897,1.6362,-3.7553,-0.357999999999997,5.0286,0.874799999999999,-4.0625,-0.0402,-4.5899,-1.5975,-11.1992,0.8462,-4.5406,4.6992,-1.3848,-2.829,-4.7651,-1.4453,-1.6691,-3.4863,0.1609,-3.0143,4.9835,-3.6657,3.4537,-0.859,0.6329,-1.1029,0.7426,0.748,-2.4677,0.350300000000001,5.4939,-5.95,-3.2944
"157",1.3068,4.0426,-3.2123,-2.0798,1.6728,-3.4428,0.323599999999999,-3.4725,2.8453,1.2038,7.3699,7.0949,-2.8209,-0.236800000000001,2.0426,-5.5998,6.3421,-0.6339,-2.4778,3.5061,-0.2744,-4.8683,-3.1544,0.7377,2.5389,-2.4137,0.2838,11.3599,-2.8311,0.383600000000000,-2.1425,-2.1306,-0.6316,-0.7012,3.0849,-5.5602,8.1921,2.7925,-2.7212,1.7945,-2.9046,10.4262,4.5221,1.8273,-1.6111,-1.8771,4.8361,-0.2037,7.7519,-2.1655,-2.9166,-6.5073,1.5969,5.312,4.8798,1.9034,0.910400000000001,-6.0763,-0.0548,12.7333,-0.5692,-3.0805,-1.7538,8.6495,2.9426,-5.4234,-0.8932,7.7357,-1.6923,-0.8587,-3.8793,0.2027,7.0738,0.0754000000000001,-0.3487,-6.0984,0.4668,1.149,-4.5848,-0.466199999999997,4.3961,1.2277,-4.4065,0.5613,-3.6703,-0.9823,-11.2257,1.6478,-4.0292,4.7519,-1.0066,-3.7904,-4.4305,-1.1383,-2.1788,-1.9829,0.5602,-1.9007,4.2981,-3.5146,2.7677,-1.0568,0.4601,-0.9615,0.115600000000000,0.6795,-2.6884,0.9668,5.2976,-6.948,-3.0162
"158",1.7444,3.357,-2.1381,-1.6266,2.5614,-3.0344,0.9888,-3.7601,2.6226,1.1501,8.3488,6.4217,-2.5698,-0.9222,2.497,-5.5714,5.9125,0.47,-2.2958,4.3151,-0.868,-3.941,-2.7915,0.346200000000000,2.1553,-2.2325,0.2662,10.5675,-2.819,0.204800000000001,-2.1066,-1.8194,-2.1833,-1.1471,2.2137,-4.5044,8.3421,3.0916,-2.5968,2.3992,-2.3213,11.2323,4.5224,2.2383,-2.3276,-1.3223,5.1942,0.583,7.5011,-2.5655,-2.4552,-6.7236,0.6726,5.3145,5.424,1.1587,1.1405,-5.9303,-0.3284,12.5616,-0.564500000000001,-3.5027,-1.6493,8.3541,2.6373,-4.8403,-1.057,7.8575,-2.1705,-0.289199999999999,-4.1434,0.313600000000001,7.1601,1.1143,-0.4878,-5.8196,-0.4319,0.4742,-5.4473,-0.6461,3.4987,1.5411,-4.6786,0.9492,-2.7609,-0.395499999999998,-11.1464,2.3022,-3.5338,4.8991,-0.6733,-4.6714,-4.0963,-0.7101,-2.4909,-0.6297,1.01,-0.736,3.5519,-3.1736,1.8647,-1.3184,0.4772,-0.8805,-0.2607,0.5168,-3.0647,1.3473,5.2277,-7.8767,-2.8165
