"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111"
"1",-7.4106,-0.4804,3.4537,3.9879,2.9408,4.5784,8.02,-0.8091,0.6997,-3.4894,-5.0609,-8.8184,6.388,1.5716,-2.1691,-1.3786,0.3681,-0.4023,-1.1822,2.8333,-1.867,1.4131,4.0997,-1.1857,-1.6622,1.5715,-3.3253,3.9973,-1.1773,-1.0148,2.3801,-1.7056,0.7474,5.3711,-3.9585,-1.579,6.6471,5.0299,0.4306,-1.8089,-1.1358,1.5351,-1.6089,2.8376,5.5018,2.7776,3.7863,0.176900000000000,-1.8884,-0.5388,-2.641,4.6213,5.9465,-0.7682,-0.6967,-0.3708,8.3922,-1.3299,9.8085,-2.9494,-0.4758,-0.8068,-6.0721,1.2813,-0.767000000000001,-1.8713,-1.4467,12.9359,-2.1824,4.6759,-1.4563,-2.7996,1.5279,3.6399,-3.4344,-0.6933,-1.2938,-1.9933,2.3913,-4.1971,1.2872,-3.5826,4.7709,5.4506,4.6096,0.2501,-1.8309,-5.0209,-1.3532,2.9159,3.2111,0.3636,2.1223,2.7006,7.1373,4.5041,-7.4245,-8.2169,-0.3491,0.0934,-2.743,3.0522,2.1791,1.8041,-5.0841,0.0442999999999998,0.929,1.0608,-0.246700000000000,0.705099999999999,1.1731
"2",-7.4106,-0.4804,3.4537,3.9879,2.9408,4.5784,8.02,-0.8091,0.6997,-3.4894,-5.0609,-8.8184,6.388,1.5716,-2.1691,-1.3786,0.3681,-0.4023,-1.1822,2.8333,-1.867,1.4131,4.0997,-1.1857,-1.6622,1.5715,-3.3253,3.9973,-1.1773,-1.0148,2.3801,-1.7056,0.7474,5.3711,-3.9585,-1.579,6.6471,5.0299,0.4306,-1.8089,-1.1358,1.5351,-1.6089,2.8376,5.5018,2.7776,3.7863,0.176900000000000,-1.8884,-0.5388,-2.641,4.6213,5.9465,-0.7682,-0.6967,-0.3708,8.3922,-1.3299,9.8085,-2.9494,-0.4758,-0.8068,-6.0721,1.2813,-0.767000000000001,-1.8713,-1.4467,12.9359,-2.1824,4.6759,-1.4563,-2.7996,1.5279,3.6399,-3.4344,-0.6933,-1.2938,-1.9933,2.3913,-4.1971,1.2872,-3.5826,4.7709,5.4506,4.6096,0.2501,-1.8309,-5.0209,-1.3532,2.9159,3.2111,0.3636,2.1223,2.7006,7.1373,4.5041,-7.4245,-8.2169,-0.3491,0.0934,-2.743,3.0522,2.1791,1.8041,-5.0841,0.0442999999999998,0.929,1.0608,-0.246700000000000,0.705099999999999,1.1731
"3",-7.4103,-0.4782,3.4522,3.9874,2.9446,4.5789,8.0165,-0.8094,0.6988,-3.4893,-5.0629,-8.8152,6.3882,1.5723,-2.1634,-1.3776,0.3687,-0.4017,-1.1832,2.8345,-1.8656,1.4103,4.1001,-1.1877,-1.6617,1.5739,-3.3244,3.9966,-1.1767,-1.0164,2.3811,-1.704,0.7471,5.3706,-3.9577,-1.5801,6.6465,5.0311,0.4291,-1.8072,-1.1377,1.5363,-1.6078,2.8373,5.502,2.7786,3.7864,0.177,-1.8876,-0.5364,-2.6386,4.6216,5.9449,-0.7679,-0.6973,-0.3714,8.391,-1.3306,9.8058,-2.9463,-0.4756,-0.8062,-6.0724,1.2815,-0.767000000000001,-1.872,-1.4461,12.9349,-2.1828,4.6763,-1.4576,-2.8009,1.5256,3.6432,-3.4347,-0.692100000000001,-1.2943,-1.9927,2.3892,-4.1962,1.2882,-3.5802,4.7694,5.4498,4.6105,0.251200000000000,-1.83,-5.0196,-1.3533,2.9177,3.2118,0.3622,2.1229,2.6997,7.137,4.5043,-7.4245,-8.2159,-0.3494,0.0939999999999999,-2.7437,3.0536,2.18,1.8052,-5.0836,0.0457999999999998,0.9276,1.0597,-0.246,0.7044,1.1722
"4",-7.4098,-0.4623,3.4404,3.9859,2.9716,4.5795,7.9914,-0.8121,0.6923,-3.4863,-5.0771,-8.7898,6.39,1.5777,-2.123,-1.3687,0.3732,-0.3978,-1.1914,2.8432,-1.8556,1.3902,4.1045,-1.2022,-1.6582,1.5908,-3.3195,3.9906,-1.1701,-1.0275,2.3886,-1.6953,0.7441,5.3653,-3.9506,-1.5878,6.6407,5.0388,0.417100000000000,-1.7961,-1.152,1.5459,-1.6007,2.8362,5.5056,2.7852,3.7873,0.176700000000000,-1.88,-0.516800000000001,-2.6229,4.6226,5.9322,-0.7652,-0.7024,-0.3762,8.3813,-1.3349,9.7825,-2.9245,-0.4753,-0.8017,-6.0724,1.2833,-0.766499999999999,-1.8766,-1.4425,12.9273,-2.1869,4.6789,-1.467,-2.8081,1.5069,3.6669,-3.4373,-0.6832,-1.2973,-1.987,2.3705,-4.1888,1.2955,-3.561,4.7591,5.4444,4.6166,0.258600000000000,-1.8216,-5.0101,-1.3526,2.9314,3.217,0.3532,2.1284,2.6939,7.1338,4.505,-7.4245,-8.2092,-0.3514,0.0994000000000002,-2.7519,3.063,2.1865,1.8123,-5.0799,0.0582999999999991,0.9146,1.0514,-0.239200000000000,0.7003,1.166
"5",-7.4072,-0.405,3.3966,3.9827,3.0635,4.5723,7.9033,-0.8203,0.6693,-3.4733,-5.1231,-8.6939,6.3924,1.5994,-1.9852,-1.3289,0.3902,-0.3837,-1.2214,2.8751,-1.8197,1.3226,4.1286,-1.254,-1.6476,1.6479,-3.3052,3.9671,-1.1419,-1.0633,2.4164,-1.6692,0.7326,5.3396,-3.9248,-1.6162,6.6142,5.0684,0.375200000000000,-1.7541,-1.2005,1.5765,-1.5776,2.8345,5.5176,2.8047,3.787,0.1729,-1.85,-0.437399999999999,-2.569,4.625,5.8786,-0.7568,-0.7192,-0.3906,8.3455,-1.3483,9.6964,-2.8462,-0.4721,-0.7837,-6.0693,1.2868,-0.767900000000001,-1.8915,-1.43,12.8977,-2.2024,4.6872,-1.4989,-2.8331,1.4372,3.7483,-3.4447,-0.6463,-1.3001,-1.9663,2.2954,-4.1572,1.3189,-3.4928,4.7285,5.4209,4.6366,0.2831,-1.789,-4.9716,-1.3523,2.9807,3.2373,0.3253,2.1506,2.6757,7.1201,4.5068,-7.4211,-8.1806,-0.3609,0.119200000000000,-2.7841,3.0926,2.2098,1.8394,-5.069,0.105100000000000,0.8664,1.0208,-0.2105,0.6842,1.1448
"6",-7.3974,-0.2709,3.2905,3.9809,3.2653,4.5319,7.7,-0.8365,0.620500000000001,-3.4384,-5.2108,-8.4556,6.386,1.6563,-1.6811,-1.2198,0.4346,-0.3557,-1.2955,2.9504,-1.737,1.1781,4.2009,-1.3793,-1.6278,1.7744,-3.2837,3.9061,-1.0572,-1.1362,2.4818,-1.6248,0.701599999999999,5.2596,-3.8573,-1.6835,6.5361,5.1468,0.2771,-1.6466,-1.3035,1.6368,-1.5303,2.837,5.542,2.8395,3.7762,0.1561,-1.7751,-0.226200000000000,-2.4516,4.6214,5.7344,-0.7352,-0.7566,-0.4157,8.2564,-1.3685,9.4807,-2.6621,-0.4592,-0.7344,-6.0526,1.29,-0.780600000000002,-1.9182,-1.4018,12.8203,-2.2454,4.7048,-1.5721,-2.8905,1.265,3.9279,-3.4539,-0.5451,-1.2855,-1.9215,2.0977,-4.0681,1.3658,-3.3315,4.6718,5.3546,4.6793,0.3367,-1.7023,-4.8714,-1.358,3.095,3.2865,0.2742,2.2085,2.6401,7.0792,4.5075,-7.4018,-8.0999,-0.390400000000001,0.1671,-2.8695,3.1513,2.2627,1.907,-5.0505,0.223699999999997,0.7519,0.9454,-0.1339,0.644799999999999,1.096
"7",-7.3642,-0.0358999999999998,3.0977,3.9863,3.596,4.4154,7.3456,-0.857,0.5496,-3.3741,-5.3063,-8.0082,6.3479,1.7645,-1.1759,-1.0077,0.524600000000000,-0.3216,-1.431,3.0841,-1.5958,0.9525,4.3487,-1.6159,-1.6016,1.9871,-3.2707,3.7879,-0.8611,-1.2446,2.599,-1.585,0.6333,5.0691,-3.7152,-1.8062,6.3602,5.3066,0.101500000000000,-1.4277,-1.4594,1.7143,-1.4572,2.8557,5.5691,2.8856,3.7325,0.1145,-1.6399,0.193400000000000,-2.2608,4.5844,5.4472,-0.6829,-0.8211,-0.4436,8.0835,-1.3749,9.0615,-2.333,-0.4216,-0.6322,-6.0053,1.2888,-0.825199999999999,-1.9435,-1.3511,12.6629,-2.3397,4.7315,-1.7023,-2.994,0.9397,4.2165,-3.4532,-0.334800000000000,-1.2161,-1.8556,1.7097,-3.8768,1.4295,-3.0443,4.5984,5.2156,4.7479,0.4309,-1.5269,-4.6747,-1.3856,3.2918,3.3724,0.2093,2.3132,2.5915,6.9857,4.5007,-7.3397,-7.929,-0.4578,0.251600000000000,-3.0398,3.2268,2.3532,2.0366,-5.0282,0.45370,0.5479,0.802,0.0183,0.568899999999999,1.0083
"8",-7.2737,0.296300000000000,2.8096,4.0022,4.0328,4.1707,6.8322,-0.871,0.4745,-3.2901,-5.3191,-7.317,6.2425,1.9201,-0.493,-0.6908,0.6785,-0.304,-1.6311,3.2773,-1.404,0.6722,4.5735,-1.9942,-1.5731,2.289,-3.293,3.6018,-0.4856,-1.3747,2.7682,-1.5988,0.5093,4.6943,-3.4569,-1.9894,6.0315,5.578,-0.1627,-1.0495,-1.6335,1.7718,-1.3622,2.9088,5.5699,2.9419,3.623,0.0508999999999999,-1.4493,0.867800000000001,-2.0108,4.4599,4.9924,-0.5647,-0.9135,-0.4548,7.7974,-1.3205,8.3816,-1.8467,-0.341,-0.465,-5.9065,1.2884,-0.9247,-1.9398,-1.2745,12.3893,-2.516,4.766,-1.8981,-3.1537,0.4302,4.5731,-3.4235,0.0173999999999994,-1.0452,-1.7935,1.098,-3.5406,1.4885,-2.6248,4.5236,4.9755,4.8391,0.576,-1.2382,-4.3628,-1.4562,3.5602,3.4885,0.1436,2.4554,2.5408,6.8085,4.4738,-7.192,-7.6336,-0.5796,0.371,-3.3196,3.2785,2.482,2.2383,-5.0033,0.8185,0.251000000000000,0.5737,0.2611,0.446,0.872
"9",-7.0861,0.6931,2.4343,4.0268,4.5172,3.752,6.1741,-0.865,0.411000000000000,-3.2187,-5.1315,-6.3892,6.0286,2.0866,0.2959,-0.2992,0.9083,-0.3256,-1.8771,3.5167,-1.1866,0.3736,4.8491,-2.5289,-1.5371,2.6737,-3.3753,3.3442,0.1295,-1.5122,2.9705,-1.7231,0.324299999999999,4.0492,-3.0331,-2.2184,5.4975,5.9713,-0.5178,-0.4802,-1.7662,1.7601,-1.25510000000000,3.0148,5.5071,3.0167,3.4046,-0.00169999999999959,-1.2207,1.7868,-1.7382,4.1821,4.3897,-0.3269,-1.0304,-0.4252,7.3659,-1.14,7.4156,-1.2222,-0.207600000000000,-0.251399999999999,-5.7369,1.3046,-1.0876,-1.878,-1.1749,11.9567,-2.8026,4.808,-2.1577,-3.3718,-0.2644,4.9082,-3.3519,0.518199999999999,-0.7346,-1.7696,0.281100000000000,-3.0296,1.5167,-2.0933,4.4492,4.6091,4.9435,0.7808,-0.8367,-3.9406,-1.5797,3.8588,3.6137,0.0773,2.5993,2.4982,6.5146,4.4064,-6.9113,-7.1897,-0.7551,0.5151,-3.7164,3.2488,2.6477,2.4994,-4.9661,1.3094,-0.123800000000000,0.2561,0.5897,0.269300000000000,0.6794
"10",-6.7761,1.0968,1.9881,4.0468,4.966,3.1303,5.3988,-0.8332,0.359800000000001,-3.205,-4.6519,-5.2643,5.6692,2.1906,1.0951,0.138500000000000,1.2143,-0.3938,-2.1364,3.7779,-0.9774,0.0811,5.1323,-3.2086,-1.4737,3.1227,-3.5246,3.0102,1.0079,-1.6491,3.1655,-1.9982,0.0996000000000006,3.0475,-2.398,-2.4551,4.7234,6.4674,-0.9596,0.2758,-1.7928,1.6343,-1.1571,3.1817,5.3477,3.1237,3.0235,0.0147999999999997,-0.9687,2.8832,-1.4931,3.7034,3.6953,0.0823999999999998,-1.1683,-0.3301,6.7508,-0.7669,6.1861,-0.5066,-0.0274000000000001,-0.0504000000000007,-5.4802,1.3528,-1.2934,-1.7419,-1.0659,11.3129,-3.2153,4.8593,-2.4668,-3.6411,-1.1093,5.1109,-3.2445,1.1442,-0.2675,-1.8098,-0.6766,-2.3343,1.494,-1.487,4.353,4.0908,5.0435,1.0447,-0.3487,-3.4317,-1.7367,4.1203,3.7195,-0.0105999999999999,2.6957,2.4726,6.0783,4.2693,-6.4575,-6.591,-0.9582,0.6724,-4.2099,3.0836,2.8449,2.7756,-4.8902,1.881,-0.5471,-0.137000000000000,0.977,0.0389999999999997,0.4219
"11",-6.349,1.4326,1.4907,4.0325,5.2852,2.313,4.5396,-0.783,0.304799999999999,-3.2805,-3.8536,-4.0055,5.1432,2.1354,1.8086,0.6273,1.5828,-0.4912,-2.3781,4.0235,-0.8089,-0.1889,5.3736,-3.9858,-1.3488,3.5962,-3.7257,2.5886,2.1201,-1.7785,3.299,-2.4318,-0.116999999999999,1.6166,-1.5256,-2.6405,3.7029,7.0157,-1.4749,1.1725,-1.6707,1.3725,-1.1015,3.4037,5.072,3.2691,2.4176,0.1523,-0.6896,4.0503,-1.3298,3.0147,2.9832,0.6911,-1.3303,-0.148400000000000,5.9103,-0.153400000000000,4.7659,0.235300000000001,0.186500000000001,0.0510000000000002,-5.1283,1.4334,-1.4907,-1.5332,-0.9753,10.4108,-3.7543,4.9229,-2.8042,-3.9465,-2.0353,5.079,-3.1307,1.8507,0.3483,-1.9192,-1.6841,-1.4669,1.4132,-0.854,4.1938,3.3985,5.1144,1.3535,0.1867,-2.8646,-1.882,4.2588,3.7791,-0.1509,2.6979,2.4681,5.4889,4.0298,-5.811,-5.8555,-1.1412,0.8371,-4.7414,2.7543,3.0644,2.9953,-4.7413,2.4635,-0.9734,-0.5669,1.385,-0.2359,0.0945
"12",-5.8457,1.6199,0.9583,3.9397,5.38,1.3532,3.6328,-0.7326,0.2249,-3.4322,-2.7875,-2.6919,4.4605,1.8313,2.3549,1.2038,1.9901,-0.5805,-2.5846,4.2017,-0.708,-0.409,5.5162,-4.7755,-1.1224,4.0291,-3.9444,2.0675,3.3932,-1.8891,3.3181,-2.9913,-0.263900000000000,-0.2804,-0.427899999999999,-2.7096,2.4623,7.5384,-2.0355,2.1343,-1.3959,0.9891,-1.1156,3.6669,4.6736,3.4383,1.5349,0.4266,-0.3609,5.1659,-1.2906,2.1489,2.3243,1.4882,-1.5216,0.129700000000000,4.8136,0.7117,3.2683,0.9374,0.4352,-0.0312999999999999,-4.6786,1.5332,-1.6006,-1.2685,-0.9374,9.2331,-4.4045,4.9955,-3.1493,-4.2696,-2.9418,4.7405,-3.0523,2.5813,1.0825,-2.0829,-2.6392,-0.4595,1.2807,-0.2518,3.9283,2.5271,5.131,1.6755,0.7394,-2.2639,-1.9667,4.1873,3.7772,-0.3701,2.5759,2.4784,4.7537,3.664,-4.9786,-5.0298,-1.2498,1.0123,-5.2189,2.2673,3.2965,3.0767,-4.4848,2.9862,-1.3482,-0.9761,1.7786,-0.5371,-0.2982
"13",-5.3384,1.5902,0.4075,3.7203,5.1702,0.3482,2.7159,-0.6999,0.101999999999999,-3.6011,-1.5648,-1.4123,3.668,1.2357,2.6675,1.8995,2.4082,-0.6176,-2.7501,4.2648,-0.6982,-0.5381,5.4903,-5.47,-0.7631,4.3475,-4.1407,1.442,4.7362,-1.9644,3.1896,-3.611,-0.283000000000001,-2.6263,0.837,-2.6129,1.061,7.9457,-2.5928,3.0775,-1.0014,0.539200000000001,-1.2013,3.9584,4.1651,3.5903,0.3643,0.8092,0.0421,6.1099,-1.3832,1.1672,1.7728,2.4243,-1.7334,0.5031,3.4636,1.7939,1.8287,1.546,0.7413,-0.3459,-4.1331,1.6264,-1.5297,-0.9701,-0.984,7.8125,-5.1334,5.0617,-3.482,-4.5875,-3.7093,4.0669,-3.0451,3.2767,1.8888,-2.2752,-3.4406,0.6379,1.111,0.2567,3.5275,1.5011,5.0676,1.9643,1.295,-1.6514,-1.96,3.837,3.7155,-0.6739,2.3268,2.48,3.8963,3.1722,-3.9977,-4.1875,-1.239,1.2062,-5.5383,1.6584,3.5352,2.9494,-4.0936,3.3926,-1.6245,-1.2999,2.1382,-0.8395,-0.7294
"14",-4.9121,1.3037,-0.1429,3.336,4.606,-0.5829,1.8295,-0.6944,-0.0721000000000007,-3.7179,-0.3277,-0.2556,2.841,0.3799,2.6977,2.7112,2.8028,-0.5665,-2.8843,4.2002,-0.8054,-0.5377,5.2208,-5.9611,-0.263,4.4901,-4.2888,0.7188,6.0583,-1.991,2.9065,-4.2072,-0.1425,-5.3434,2.1698,-2.3401,-0.4133,8.1538,-3.0904,3.9304,-0.539,0.106900000000000,-1.3306,4.2721,3.5856,3.6608,-1.041,1.2413,0.5207,6.7733,-1.5801,0.1402,1.3616,3.4249,-1.9336,0.9669,1.9149,3.0177,0.5787,2.0254,1.1353,-0.8907,-3.4985,1.6735,-1.192,-0.6508,-1.1379,6.2306,-5.8845,5.0943,-3.7795,-4.8714,-4.2215,3.0789,-3.1223,3.8844,2.7061,-2.4646,-4.0006,1.7623,0.9203,0.6121,2.9887,0.374000000000001,4.8993,2.1646,1.8476,-1.0506,-1.8546,3.1754,3.6088,-1.036,1.9792,2.4385,2.9559,2.5811,-2.9318,-3.4124,-1.087,1.4256,-5.6169,0.9776,3.7751,2.5725,-3.5555,3.643,-1.7801,-1.475,2.4594,-1.1159,-1.149
"15",-4.6299,0.7539,-0.6666,2.77,3.685,-1.3315,1.0198,-0.7157,-0.2893,-3.7411,0.7852,0.7007,2.0597,-0.6425,2.4198,3.6,3.1258,-0.4085,-3.0195,4.0455,-1.0631,-0.3932,4.6496,-6.1602,0.350800000000000,4.4249,-4.3922,-0.0793999999999999,7.2692,-1.9685,2.4866,-4.6962,0.149300000000000,-8.2942,3.4465,-1.9321,-1.8574,8.1031,-3.4787,4.6391,-0.0672000000000001,-0.224499999999999,-1.4658,4.6039,2.9958,3.5738,-2.5718,1.661,1.045,7.0618,-1.8365,-0.8652,1.1012,4.4046,-2.0769,1.5276,0.273800000000000,4.2748,-0.373800000000001,2.3552,1.6318,-1.6158,-2.7925,1.6179,-0.5305,-0.3059,-1.4168,4.5955,-6.5742,5.0738,-4.0151,-5.0913,-4.3951,1.8378,-3.2659,4.3635,3.4599,-2.6163,-4.2622,2.8431,0.7227,0.7721,2.3401,-0.7795,4.5994,2.2202,2.383,-0.4882,-1.6622,2.2153,3.4687,-1.397,1.5887,2.3212,1.985,1.9367,-1.8623,-2.7749,-0.7998,1.6678,-5.4162,0.2732,3.9992,1.9412,-2.8835,3.7133,-1.8224,-1.4441,2.7453,-1.3432,-1.4888
"16",-4.4909,-0.0378000000000003,-1.13,2.0309,2.4608,-1.8287,0.3358,-0.7578,-0.5183,-3.6636,1.6665,1.4001,1.3896,-1.7137,1.842,4.5081,3.321,-0.1426,-3.2096,3.8762,-1.4999,-0.1164,3.7558,-6.0158,1.0117,4.1505,-4.486,-0.9121,8.2788,-1.9127,1.9642,-5.0098,0.5436,-11.2911,4.5377,-1.471,-3.1689,7.7678,-3.7287,5.1579,0.3516,-0.397,-1.5817,4.9442,2.4598,3.259,-4.0918,2.0307,1.5662,6.9053,-2.1158,-1.7902,0.9862,5.2828,-2.1277,2.2015,-1.3156,5.4325,-0.9596,2.5276,2.2169,-2.4325,-2.0457,1.3979,0.4667,0.08,-1.8389,3.0182,-7.1017,5.0059,-4.1655,-5.2207,-4.1977,0.4257,-3.4255,4.6874,4.0712,-2.6942,-4.2113,3.8082,0.5248,0.7226,1.6395,-1.8724,4.1421,2.085,2.8683,0.00550000000000006,-1.404,1.0133,3.2947,-1.6772,1.2253,2.109,1.0376,1.2951,-0.8717,-2.3092,-0.4126,1.9152,-4.9481,-0.4205,4.1701,1.0834,-2.1142,3.5933,-1.7743,-1.1642,2.9947,-1.5078,-1.681
"17",-4.4175,-1.0257,-1.4938,1.1534,1.037,-2.0571,-0.185199999999999,-0.81,-0.7044,-3.4915,2.2564,1.8176,0.8723,-2.7311,1.0119,5.3722,3.3381,0.222300000000000,-3.5006,3.7763,-2.1184,0.2609,2.5614,-5.5228,1.6223,3.6839,-4.6163,-1.7256,9.0034,-1.8441,1.3784,-5.103,0.9713,-14.112,5.3287,-1.0532,-4.2642,7.1571,-3.8321,5.4377,0.6587,-0.3891,-1.6744,5.2714,2.0273,2.6793,-5.4691,2.3452,2.0403,6.2693,-2.3986,-2.5815,0.9991,5.9922,-2.0724,2.9953,-2.7024,6.3466,-1.1539,2.5488,2.8542,-3.2252,-1.2892,0.9649,1.7638,0.525799999999999,-2.4204,1.6,-7.3722,4.9221,-4.2137,-5.2335,-3.6497,-1.0815,-3.5266,4.8422,4.4773,-2.6651,-3.8782,4.5956,0.3197,0.4798,0.966,-2.8197,3.5067,1.7321,3.252,0.4021,-1.1086,-0.3392,3.0751,-1.7919,0.9553,1.8014,0.1556,0.717,-0.032,-2.0079,0.0204000000000000,2.1335,-4.2646,-1.0836,4.2341,0.0533000000000001,-1.2999,3.2929,-1.6612,-0.6145,3.1966,-1.6117,-1.6747
"18",-4.2796,-2.1315,-1.7194,0.192,-0.453299999999999,-2.0445,-0.5323,-0.8542,-0.7901,-3.2325,2.5486,1.9644,0.5217,-3.619,0.0148000000000001,6.1354,3.143,0.6776,-3.8946,3.8123,-2.8854,0.6956,1.1292,-4.7227,2.0753,3.0544,-4.8173,-2.4641,9.3756,-1.777,0.7655,-4.9568,1.3673,-16.5305,5.7385,-0.7571,-5.0861,6.3138,-3.8,5.4209,0.8131,-0.214300000000001,-1.7552,5.5486,1.7275,1.8545,-6.5925,2.6194,2.4493,5.1671,-2.6738,-3.1918,1.1153,6.4886,-1.921,3.8866,-3.7584,6.8821,-0.9727,2.4472,3.4987,-3.8746,-0.5397,0.3033,3.2773,1.0554,-3.1604,0.425700000000000,-7.3149,4.8561,-4.1487,-5.1001,-2.806,-2.6326,-3.4925,4.8272,4.653,-2.5034,-3.326,5.1611,0.0852,0.0860000000000003,0.4086,-3.5529,2.6948,1.1621,3.4697,0.6832,-0.8129,-1.732,2.794,-1.6761,0.8244,1.4134,-0.6364,0.262799999999999,0.6024,-1.835,0.4385,2.277,-3.4381,-1.7026,4.1311,-1.078,-0.4987,2.8488,-1.5051,0.1943,3.3343,-1.6744,-1.4493
"19",-3.9523,-3.2356,-1.7779,-0.7923,-1.8682,-1.8485,-0.7214,-0.8629,-0.7421,-2.8987,2.5869,1.8789,0.3263,-4.3239,-1.0311,6.7559,2.7094,1.2204,-4.3333,4.0188,-3.7371,1.1343,-0.4384,-3.6927,2.2828,2.31,-5.0942,-3.0798,9.3535,-1.7115,0.1534,-4.5729,1.6865,-18.3448,5.7293,-0.6241,-5.6077,5.3072,-3.6657,5.0505,0.8011,0.0876000000000001,-1.8377,5.7288,1.5699,0.8684,-7.3821,2.8685,2.8048,3.6666,-2.9258,-3.588,1.3123,6.757,-1.702,4.8189,-4.3925,6.9391,-0.463699999999999,2.2688,4.1122,-4.2823,0.2065,-0.5611,4.8833,1.6999,-4.0297,-0.4444,-6.8931,4.8138,-3.9651,-4.7929,-1.744,-4.1985,-3.2649,4.6548,4.6168,-2.1957,-2.6345,5.4814,-0.2058,-0.3987,0.0427999999999997,-4.0306,1.752,0.4093,3.456,0.8454,-0.5578,-3.0502,2.441,-1.3076,0.8421,0.9735,-1.3222,-0.0185999999999997,0.9962,-1.7495,0.7857,2.302,-2.5423,-2.2565,3.8077,-2.2289,0.2322,2.3265,-1.3235,1.2179,3.3948,-1.726,-1.0236
"20",-3.3644,-4.1935,-1.6651,-1.7426,-3.0811,-1.5386,-0.7827,-0.8034,-0.5674,-2.5157,2.4561,1.6025,0.2564,-4.8083,-1.9883,7.2161,2.011,1.8476,-4.721,4.3985,-4.5838,1.5205,-2.0064,-2.5298,2.1984,1.5268,-5.4264,-3.5382,8.9274,-1.6307,-0.4378,-3.9717,1.9043,-19.4019,5.3051,-0.6504,-5.8335,4.2197,-3.4778,4.2814,0.6417,0.459499999999999,-1.9306,5.7674,1.5506,-0.155200000000000,-7.7982,3.1003,3.1332,1.893,-3.1323,-3.7593,1.5767,6.8127,-1.453,5.7074,-4.5507,6.4713,0.301,2.0592,4.6671,-4.3869,0.9664,-1.5583,6.4254,2.4814,-4.9714,-0.9838,-6.1021,4.7636,-3.6608,-4.3031,-0.5606,-5.7503,-2.8202,4.347,4.424,-1.7446,-1.8885,5.5469,-0.5753,-0.9058,-0.0915,-4.2421,0.7743,-0.4583,3.1583,0.896,-0.3721,-4.1897,2.0173,-0.7159,0.9762,0.5252,-1.8882,-0.1063,1.1287,-1.7199,1.0166,2.1834,-1.6383,-2.7162,3.2292,-3.3242,0.8345,1.812,-1.1236,2.3862,3.3743,-1.7929,-0.453
"21",-2.5175,-4.8842,-1.4123,-2.6032,-3.999,-1.1828,-0.7477,-0.6526,-0.3038,-2.1244,2.269,1.1596,0.275600000000000,-5.0528,-2.7227,7.5171,1.0329,2.5426,-4.9687,4.926,-5.302,1.808,-3.4161,-1.3328,1.8289,0.8039,-5.7827,-3.8201,8.1213,-1.505,-0.9909,-3.1945,2.0145,-19.6149,4.5052,-0.7977,-5.7898,3.1252,-3.2907,3.0964,0.382499999999999,0.8333,-2.0378,5.6446,1.6634,-1.0901,-7.8453,3.3177,3.4549,0.0154999999999994,-3.2723,-3.7217,1.9062,6.6931,-1.2133,6.4503,-4.2171,5.4876,1.2272,1.8437,5.1413,-4.1642,1.7529,-2.583,7.7331,3.3933,-5.9146,-1.2081,-4.9697,4.6495,-3.2418,-3.6611,0.6265,-7.2328,-2.1767,3.933,4.1443,-1.1744,-1.1697,5.3601,-1.0299,-1.3672,-0.00520000000000032,-4.2058,-0.1042,-1.3445,2.5541,0.8422,-0.2611,-5.0685,1.5365,0.0303,1.1608,0.127800000000000,-2.3242,-0.0150999999999999,0.9864,-1.7257,1.1028,1.9228,-0.7694,-3.0474,2.3937,-4.2993,1.2535,1.3924,-0.897,3.6108,3.2782,-1.8842,0.187300000000000
"22",-1.4747,-5.255,-1.0862,-3.3014,-4.5743,-0.8386,-0.6438,-0.4082,0.0164999999999997,-1.772,2.1493,0.5551,0.3528,-5.062,-3.131,7.671,-0.1998,3.2627,-5.0286,5.5519,-5.7404,1.9781,-4.5043,-0.1906,1.2293,0.2484,-6.1387,-3.9206,6.9887,-1.3056,-1.4839,-2.3079,2.0259,-18.9706,3.4012,-1.0125,-5.5098,2.0683,-3.1522,1.5226,0.0935000000000006,1.1393,-2.16,5.3831,1.9158,-1.8422,-7.5674,3.5164,3.7709,-1.7775,-3.3381,-3.5119,2.2995,6.4404,-1.0144,6.9478,-3.4242,4.0415,2.205,1.6265,5.5118,-3.6199,2.562,-3.5072,8.6459,4.3933,-6.7879,-1.1725,-3.5534,4.4122,-2.7273,-2.9418,1.6921,-8.5572,-1.3948,3.448,3.8424,-0.5249,-0.5488,4.9341,-1.5564,-1.7192,0.2343,-3.9633,-0.7446,-2.1422,1.6624,0.693,-0.2031,-5.6352,1.0225,0.849,1.3208,-0.1502,-2.6311,0.2104,0.5602,-1.7499,1.0341,1.5512,0.0404,-3.224,1.34050000000000,-5.0997,1.4449,1.1344,-0.6242,4.7963,3.121,-1.9876,0.8275
