"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109"
"1",-2.2173,-2.7929,2.0587,-2.1256,-1.9786,0.2791,0.1277,1.3699,-1.0533,-1.5874,-3.0008,0.488499999999998,-3.9712,-1.5412,-1.1979,-3.1296,-3.6129,2.8955,1.0393,0.6713,5.2132,8.6136,3.7499,4.4016,-1.7876,0.4834,1.3949,-2.1417,-1.917,1.2428,2.1766,-4.6068,-1.4975,-0.0825,10.0349,3.65,-5.6574,5.3238,2.1294,5.1348,5.0009,2.4545,0.6067,-6.65,-1.5771,4.2722,-0.474600000000001,2.2525,-0.1131,3.0861,-1.1618,3.6454,-0.9683,11.2148,-0.4838,1.1596,1.9916,-6.2783,-1.5821,6.0051,-2.0421,-2.7153,2.7758,-0.682,-0.237200000000001,0.6219,-5.0434,0.413400000000001,-4.4664,4.769,0.525300000000001,1.5745,-2.3121,-6.497,0.0733999999999995,5.3846,-0.6432,0.0789999999999997,-3.9674,-5.6915,3.9905,-0.936,0.4018,-2.3606,0.8299,6.7564,1.5072,3.2909,1.8453,-6.7497,-0.5824,-1.3609,0.4946,-8.5669,2.5887,5.8107,2.1144,-1.5283,-3.432,-1.5865,-5.8058,1.7719,-1.5541,-4.3824,2.6979,-3.2139,-2.994,-2.1285,-0.3305
"2",-2.2173,-2.7929,2.0587,-2.1256,-1.9786,0.2791,0.1277,1.3699,-1.0533,-1.5874,-3.0008,0.488499999999998,-3.9712,-1.5412,-1.1979,-3.1296,-3.6129,2.8955,1.0393,0.6713,5.2132,8.6136,3.7499,4.4016,-1.7876,0.4834,1.3949,-2.1417,-1.917,1.2428,2.1766,-4.6068,-1.4975,-0.0825,10.0349,3.65,-5.6574,5.3238,2.1294,5.1348,5.0009,2.4545,0.6067,-6.65,-1.5771,4.2722,-0.474600000000001,2.2525,-0.1131,3.0861,-1.1618,3.6454,-0.9683,11.2148,-0.4838,1.1596,1.9916,-6.2783,-1.5821,6.0051,-2.0421,-2.7153,2.7758,-0.682,-0.237200000000001,0.6219,-5.0434,0.413400000000001,-4.4664,4.769,0.525300000000001,1.5745,-2.3121,-6.497,0.0733999999999995,5.3846,-0.6432,0.0789999999999997,-3.9674,-5.6915,3.9905,-0.936,0.4018,-2.3606,0.8299,6.7564,1.5072,3.2909,1.8453,-6.7497,-0.5824,-1.3609,0.4946,-8.5669,2.5887,5.8107,2.1144,-1.5283,-3.432,-1.5865,-5.8058,1.7719,-1.5541,-4.3824,2.6979,-3.2139,-2.994,-2.1285,-0.3305
"3",-2.2177,-2.7958,2.0584,-2.1245,-1.9791,0.2777,0.1275,1.3716,-1.0525,-1.5865,-2.9986,0.4918,-3.9714,-1.5407,-1.1979,-3.1298,-3.6114,2.8994,1.0387,0.6722,5.2142,8.614,3.7505,4.4034,-1.7854,0.4819,1.3927,-2.1415,-1.9145,1.2415,2.1764,-4.6081,-1.4964,-0.0818000000000003,10.034,3.6508,-5.6577,5.323,2.1285,5.1356,4.9972,2.454,0.6077,-6.6471,-1.5788,4.2712,-0.477,2.2522,-0.1145,3.085,-1.1617,3.6421,-0.9664,11.215,-0.483,1.1594,1.9918,-6.2791,-1.5796,6.0035,-2.0431,-2.7154,2.7741,-0.6825,-0.237500000000001,0.6231,-5.0441,0.4107,-4.4676,4.7672,0.524999999999999,1.574,-2.3108,-6.4975,0.0739999999999998,5.385,-0.6438,0.0801000000000007,-3.9656,-5.6895,3.9898,-0.9353,0.4028,-2.3592,0.8306,6.7581,1.5074,3.2907,1.8437,-6.7497,-0.5853,-1.3624,0.4953,-8.566,2.5885,5.8097,2.1158,-1.5271,-3.432,-1.5841,-5.8041,1.7697,-1.5546,-4.3828,2.6965,-3.2152,-2.9929,-2.1273,-0.331000000000000
"4",-2.221,-2.82,2.0556,-2.1155,-1.9827,0.2678,0.125500000000000,1.3841,-1.0466,-1.5795,-2.9802,0.517899999999999,-3.9723,-1.5361,-1.1985,-3.1316,-3.5988,2.9264,1.0325,0.6786,5.2214,8.6176,3.7545,4.4168,-1.769,0.4702,1.3764,-2.1376,-1.8964,1.2335,2.174,-4.6167,-1.4862,-0.0764999999999998,10.026,3.6575,-5.6602,5.3159,2.1219,5.1416,4.9699,2.4504,0.6155,-6.6273,-1.5912,4.2623,-0.4944,2.2499,-0.1251,3.0767,-1.1613,3.6169,-0.9532,11.2153,-0.4771,1.1576,1.9941,-6.2826,-1.5609,5.9896,-2.0529,-2.7164,2.7625,-0.6849,-0.243000000000000,0.6317,-5.0489,0.390699999999999,-4.4774,4.753,0.5212,1.572,-2.3002,-6.4997,0.0775000000000006,5.3889,-0.6496,0.0869999999999997,-3.9511,-5.6755,3.9855,-0.9303,0.4106,-2.3491,0.8359,6.7709,1.5082,3.2899,1.831,-6.7504,-0.6059,-1.3741,0.5004,-8.56,2.5872,5.8017,2.1258,-1.5182,-3.4312,-1.5667,-5.7912,1.7528,-1.5594,-4.3855,2.686,-3.2248,-2.985,-2.1192,-0.334499999999999
"5",-2.2308,-2.9052,2.0392,-2.0799,-1.9922,0.231500000000000,0.118600000000000,1.4263,-1.026,-1.554,-2.9068,0.615399999999999,-3.9762,-1.5243,-1.2016,-3.1358,-3.5519,3.0169,1.0107,0.7053,5.2461,8.6295,3.768,4.4609,-1.7078,0.4272,1.3202,-2.1182,-1.8326,1.2046,2.1632,-4.6445,-1.4495,-0.0623999999999998,9.9916,3.6786,-5.6641,5.2872,2.1027,5.1666,4.8685,2.4357,0.6441,-6.5582,-1.6381,4.2258,-0.5584,2.2418,-0.1658,3.0445,-1.1595,3.5236,-0.9086,11.2087,-0.4603,1.1464,2.0024,-6.2911,-1.4938,5.9386,-2.0919,-2.7217,2.7221,-0.69,-0.2715,0.6617,-5.0631,0.318200000000001,-4.5176,4.6974,0.502400000000001,1.5659,-2.2611,-6.5043,0.0891000000000002,5.4017,-0.6734,0.110800000000000,-3.8936,-5.6282,3.9695,-0.9063,0.4393,-2.3139,0.8521,6.8135,1.5092,3.2909,1.779,-6.7524,-0.6825,-1.4172,0.517,-8.5355,2.5831,5.7701,2.1582,-1.487,-3.4276,-1.5027,-5.74,1.6879,-1.5764,-4.3929,2.6464,-3.2602,-2.9591,-2.0862,-0.344899999999999
"6",-2.246,-3.0938,1.9808,-1.9875,-2.0048,0.1467,0.105700000000000,1.5206,-0.9817,-1.4899,-2.712,0.850499999999998,-3.9871,-1.5088,-1.2069,-3.1397,-3.4355,3.2115,0.9599,0.7808,5.2996,8.651,3.7957,4.5551,-1.5584,0.3209,1.1943,-2.0561,-1.6813,1.1357,2.1358,-4.7,-1.3558,-0.0392000000000001,9.8929,3.7193,-5.6544,5.2087,2.0676,5.2356,4.617,2.3936,0.712,-6.3997,-1.7515,4.1262,-0.7162,2.2238,-0.27,2.9567,-1.1545,3.3,-0.8065,11.1676,-0.4311,1.1109,2.0229,-6.2987,-1.3361,5.8151,-2.1979,-2.7369,2.6294,-0.6924,-0.363100000000001,0.7348,-5.0908,0.1448,-4.6245,4.5533,0.445700000000000,1.5576,-2.1665,-6.5058,0.1128,5.4275,-0.7378,0.1623,-3.7417,-5.517,3.9288,-0.8378,0.5094,-2.2324,0.8841,6.9065,1.502,3.3005,1.6395,-6.7522,-0.871,-1.5248,0.5528,-8.4729,2.5761,5.6865,2.2254,-1.4141,-3.4184,-1.3463,-5.6074,1.525,-1.6173,-4.3999,2.5461,-3.3435,-2.9033,-1.9975,-0.361299999999999
"7",-2.2546,-3.3849,1.8326,-1.8054,-2.0088,0.000199999999999978,0.0987,1.6813,-0.9171,-1.3576,-2.3258,1.2682,-4.0064,-1.5024,-1.2007,-3.1341,-3.2129,3.5218,0.8699,0.9425,5.382,8.6708,3.8373,4.7089,-1.2812,0.122800000000000,0.9833,-1.9106,-1.4025,1.0102,2.0847,-4.7737,-1.166,-0.0131999999999999,9.6779,3.7745,-5.5925,5.0443,2.0218,5.3771,4.1359,2.3008,0.8346,-6.1196,-1.9527,3.9181,-1.0128,2.19,-0.4746,2.7709,-1.1392,2.9024,-0.6192,11.0341,-0.3896,1.0277,2.063,-6.2853,-1.0508,5.5862,-2.4151,-2.7636,2.4745,-0.6802,-0.5697,0.8798,-5.1284,-0.170300000000001,-4.8348,4.2752,0.3206,1.5616,-1.9919,-6.4897,0.148000000000000,5.4599,-0.868,0.244,-3.4355,-5.3053,3.8493,-0.6927,0.6436,-2.0843,0.9301,7.0581,1.4686,3.3285,1.3545,-6.7425,-1.2253,-1.7293,0.6134,-8.3528,2.5667,5.5146,2.3299,-1.2778,-3.3955,-1.0514,-5.3423,1.2172,-1.6917,-4.3802,2.3483,-3.4846,-2.8097,-1.8185,-0.3742
"8",-2.2387,-3.7053,1.5472,-1.5134,-1.9922,-0.2058,0.127900000000000,1.9063,-0.8613,-1.1152,-1.7108,1.856,-4.0285,-1.5201,-1.1495,-3.1076,-2.8576,3.9198,0.7388,1.2194,5.4732,8.6557,3.886,4.9159,-0.8582,-0.1767,0.701,-1.6449,-0.9711,0.8246,2.0055,-4.8282,-0.8385,0.00909999999999966,9.2908,3.825,-5.4245,4.7568,1.9742,5.6072,3.3601,2.1299,1.016,-5.7024,-2.2358,3.5574,-1.4746,2.1314,-0.8066,2.4438,-1.0995,2.3369,-0.319200000000000,10.7284,-0.3267,0.872,2.1261,-6.218,-0.6155,5.2281,-2.7786,-2.7878,2.2722,-0.6398,-0.9335,1.1281,-5.1617,-0.6457,-5.1668,3.8471,0.0995,1.6131,-1.7267,-6.4327,0.1883,5.4782,-1.0778,0.347000000000000,-2.927,-4.9464,3.717,-0.4473,0.8645,-1.8532,0.9823,7.2502,1.3885,3.3737,0.8745,-6.7105,-1.7714,-2.052,0.7032,-8.1661,2.5543,5.2182,2.4662,-1.0556,-3.3371,-0.5858,-4.8974,0.7478,-1.8027,-4.2831,2.0215,-3.6679,-2.6778,-1.524,-0.3658
"9",-2.1915,-3.924,1.115,-1.1203,-1.9569,-0.4584,0.228800000000000,2.1806,-0.8731,-0.7176,-0.8877,2.5418,-4.0423,-1.5665,-1.009,-3.0535,-2.3651,4.348,0.5772,1.6084,5.5391,8.5556,3.9326,5.1588,-0.2971,-0.5503,0.3941,-1.2492,-0.384799999999998,0.5953,1.8893,-4.804,-0.3475,0.0215000000000001,8.6842,3.8432,-5.1049,4.3194,1.9318,5.9135,2.2467,1.8564,1.25,-5.1469,-2.5682,3.0118,-2.1005,2.034,-1.2737,1.9547,-1.0164,1.6585,0.1117,10.1745,-0.2141,0.6206,2.207,-6.0596,-0.0186999999999999,4.7258,-3.2959,-2.7765,2.0619,-0.5649,-1.4629,1.4959,-5.169,-1.2729,-5.6098,3.3029,-0.2359,1.7708,-1.3815,-6.3052,0.226100000000000,5.4479,-1.3637,0.4574,-2.1947,-4.3881,3.5234,-0.0909,1.1979,-1.5279,1.028,7.4288,1.2524,3.4183,0.1745,-6.6418,-2.4938,-2.501,0.8261,-7.9159,2.5276,4.7637,2.6302,-0.728,-3.2035,0.0602,-4.2415,0.1422,-1.9419,-4.0526,1.5533,-3.8512,-2.5142,-1.1068,-0.316900000000000
"10",-2.1341,-3.9005,0.5888,-0.6677,-1.9237,-0.7449,0.422,2.478,-1.0271,-0.1341,0.0702,3.2147,-4.0368,-1.6326,-0.744,-2.982,-1.7605,4.7362,0.4056,2.0644,5.5487,8.3208,3.9658,5.4091,0.3717,-0.9304,0.1348,-0.7514,0.3275,0.3525,1.7152,-4.6372,0.2968,0.0138000000000003,7.8323,3.7932,-4.6127,3.728,1.8937,6.2512,0.7749,1.4648,1.5214,-4.4645,-2.9049,2.2669,-2.8638,1.882,-1.8583,1.3272,-0.8717,0.9442,0.6672,9.3241,-0.0131000000000001,0.2617,2.2912,-5.779,0.7483,4.066,-3.9362,-2.6906,1.8926,-0.4577,-2.1275,1.9605,-5.1207,-2.0188,-6.1237,2.7145,-0.6856,2.1049,-0.9854,-6.0797,0.255100000000000,5.3329,-1.7021,0.5656,-1.2497,-3.5865,3.2659,0.3759,1.6674,-1.101,1.0486,7.5125,1.0724,3.4355,-0.737300000000001,-6.5207,-3.3399,-3.0636,0.9802,-7.6056,2.4625,4.1241,2.8163,-0.2873,-2.9503,0.8668,-3.3722,-0.5422,-2.0893,-3.6567,0.963,-3.9736,-2.329,-0.5794,-0.2142
"11",-2.1041,-3.5333,0.0695999999999994,-0.223,-1.9225,-1.0512,0.693,2.7621,-1.3764,0.6324,1.0558,3.7548,-4.0057,-1.703,-0.3471,-2.9252,-1.1034,5.0181,0.2472,2.5107,5.4882,7.9236,3.9704,5.6288,1.1027,-1.2293,-0.000700000000000034,-0.2075,1.1106,0.124700000000001,1.459,-4.281,1.0453,-0.0264000000000002,6.7446,3.6358,-3.952,3.0053,1.8487,6.5501,-1.0483,0.9564,1.8125,-3.6832,-3.2054,1.3274,-3.7174,1.6651,-2.5184,0.6255,-0.6501,0.2638,1.3074,8.1684,0.3057,-0.1892,2.356,-5.357,1.6941,3.2384,-4.6311,-2.5003,1.8082,-0.323,-2.8656,2.455,-4.9857,-2.8304,-6.643,2.1564,-1.2255,2.6738,-0.5849,-5.7429,0.267300000000000,5.1037,-2.0555,0.6704,-0.1338,-2.5301,2.9478,0.9405,2.2812,-0.5735,1.021,7.4181,0.8806,3.4076,-1.821,-6.3227,-4.2342,-3.701,1.1461,-7.2298,2.3293,3.2829,3.0048,0.2576,-2.5502,1.7833,-2.3203,-1.2345,-2.2165,-3.1086,0.303500000000000,-3.9645,-2.129,0.0293999999999999,-0.0548000000000002
"12",-2.1212,-2.7868,-0.338500000000001,0.1383,-1.9815,-1.3571,0.9946,2.9871,-1.9109,1.5334,1.9479,4.0574,-3.9414,-1.7696,0.157900000000000,-2.9181,-0.4819,5.1509,0.1191,2.878,5.3577,7.3726,3.9236,5.7714,1.8438,-1.3725,0.0471000000000001,0.3205,1.8986,-0.0666000000000002,1.1129,-3.7211,1.8224,-0.108,5.471,3.3347,-3.1481,2.1943,1.7768,6.7356,-3.1759,0.350100,2.1047,-2.8561,-3.4439,0.2133,-4.6004,1.3859,-3.1954,-0.0795000000000003,-0.3375,-0.3328,1.9614,6.7334,0.7479,-0.6807,2.3753,-4.7885,2.8218,2.2441,-5.2913,-2.1878,1.8307,-0.1625,-3.5936,2.8837,-4.7401,-3.6442,-7.0878,1.6793,-1.8013,3.4985,-0.235300000000000,-5.3046,0.2523,4.7506,-2.3769,0.7771,1.0889,-1.2511,2.5723,1.5787,3.021,0.0436000000000001,0.9209,7.0857,0.7149,3.3335,-3.0154,-6.0082,-5.089,-4.353,1.28,-6.7815,2.1047,2.2374,3.153,0.8813,-2.0043,2.7298,-1.1415,-1.8624,-2.2956,-2.4638,-0.3484,-3.7585,-1.9095,0.6805,0.153500000000000
"13",-2.1619,-1.7024,-0.5686,0.3458,-2.1213,-1.6382,1.2676,3.115,-2.5512,2.4751,2.6248,4.0494,-3.8231,-1.8445,0.7291,-2.9652,-0.00539999999999985,5.1321,0.0237000000000001,3.1445,5.1549,6.7104,3.797,5.7903,2.5428,-1.3273,0.3098,0.7834,2.6249,-0.2074,0.6967,-2.9811,2.5462,-0.231400000000000,4.0967,2.8649,-2.2452,1.3489,1.659,6.7526,-5.5167,-0.3209,2.3838,-2.0684,-3.6073,-1.0432,-5.4433,1.0631,-3.8218,-0.7437,0.0728999999999997,-0.8117,2.5473,5.0725,1.2932,-1.1408,2.3258,-4.0788,4.1124,1.1019,-5.8308,-1.7423,1.9527,0.0226000000000001,-4.2156,3.1525,-4.3756,-4.3957,-7.3791,1.3046,-2.3329,4.5494,0.0117000000000003,-4.7945,0.1994,4.2862,-2.6214,0.8916,2.3425,0.1727,2.1452,2.2581,3.8439,0.7268,0.7277,6.486,0.5985,3.2261,-4.249,-5.5305,-5.8128,-4.9491,1.3173,-6.2662,1.78,0.9995,3.2069,1.5466,-1.3389,3.6061,0.102200000000000,-2.3609,-2.3087,-1.7994,-0.9146,-3.3153,-1.6541,1.3325,0.3922
"14",-2.167,-0.391300000000001,-0.6069,0.3402,-2.3548,-1.88,1.4713,3.1428,-3.1863,3.3349,2.9857,3.7004,-3.6062,-1.9616,1.3254,-3.0252,0.213500000000000,4.9985,-0.0482,3.3419,4.8651,5.9967,3.5619,5.6427,3.1424,-1.1098,0.7916,1.1584,3.2323,-0.289300000000001,0.2457,-2.1167,3.1438,-0.3899,2.7211,2.2238,-1.3038,0.5268,1.4876,6.5778,-7.941,-1.0158,2.6463,-1.4268,-3.6927,-2.3856,-6.1673,0.7299,-4.3304,-1.3586,0.5741,-1.1487,2.9939,3.2598,1.9097,-1.5076,2.1888,-3.2428,5.512,-0.1482,-6.184,-1.1576,2.1372,0.2251,-4.6381,3.1878,-3.9005,-5.0258,-7.4541,1.0292,-2.7286,5.7449,0.123600000000001,-4.2473,0.1037,3.7393,-2.7577,1.0195,3.5508,1.6283,1.6799,2.9434,4.6909,1.4401,0.4329,5.6107,0.5269,3.1015,-5.4475,-4.8567,-6.3212,-5.4165,1.1867,-5.7108,1.3655,-0.406,3.1272,2.2019,-0.596400000000001,4.3121,1.3502,-2.6755,-2.2556,-1.1871,-1.3367,-2.6313,-1.3404,1.9465,0.6377
"15",-2.0695,0.9857,-0.4855,0.0826,-2.6865,-2.0744,1.6018,3.1083,-3.7286,3.9898,2.9851,3.0268,-3.2228,-2.1582,1.9121,-3.0342,0.097,4.8108,-0.1091,3.5188,4.4677,5.2776,3.193,5.2952,3.5722,-0.7749,1.4679,1.4462,3.6817,-0.3049,-0.2082,-1.2089,3.5613,-0.5749,1.4336,1.4354,-0.3919,-0.2195,1.2768,6.2164,-10.2984,-1.691,2.9035,-1.0348,-3.7068,-3.7213,-6.6863,0.4225,-4.6602,-1.9321,1.1366,-1.325,3.2524,1.385,2.5641,-1.7512,1.9495,-2.3077,6.9264,-1.4484,-6.3095,-0.4399,2.3274,0.4285,-4.791,2.948,-3.334,-5.4849,-7.2778,0.829,-2.911,6.969,0.103299999999999,-3.6939,-0.0331,3.1413,-2.7823,1.1641,4.6413,2.9823,1.21,3.5993,5.4951,2.1339,0.0461,4.4604,0.479,2.9727,-6.5381,-3.9794,-6.5455,-5.6854,0.8272,-5.1572,0.8939,-1.9382,2.9095,2.7777,0.1647,4.7695,2.5411,-2.7686,-2.1533,-0.6734,-1.5911,-1.7407,-0.9494,2.488,0.8677
"16",-1.8196,2.2509,-0.266000000000001,-0.4278,-3.1101,-2.1927,1.6797,3.0653,-4.1396,4.3415,2.6656,2.0855,-2.6008,-2.4481,2.4508,-2.9507,-0.3539,4.6252,-0.1611,3.6885,3.9508,4.5608,2.6824,4.7271,3.7496,-0.3948,2.2863,1.6606,3.9594,-0.241899999999999,-0.6406,-0.3526,3.7698,-0.7777,0.296700000000001,0.541599999999999,0.4223,-0.8462,1.0646,5.6938,-12.4332,-2.3008,3.1758,-0.9648,-3.6648,-4.9233,-6.9109,0.170100000000000,-4.7603,-2.4681,1.713,-1.3265,3.2956,-0.4536,3.2212,-1.8797,1.5996,-1.3156,8.2299,-2.7301,-6.1866,0.3819,2.4629,0.6106,-4.6481,2.4273,-2.7031,-5.736,-6.8458,0.6669,-2.8382,8.094,-0.00760000000000005,-3.1562,-0.2042,2.515,-2.716,1.3173,5.5529,4.1028,0.7894,4.1891,6.1804,2.7507,-0.4054,3.0406,0.4399,2.8497,-7.454,-2.9165,-6.4402,-5.699,0.2103,-4.6525,0.4178,-3.5392,2.5863,3.1903,0.8684,4.9368,3.6084,-2.6248,-2.0322,-0.2737,-1.6872,-0.7071,-0.478,2.9235,1.0648
"17",-1.3939,3.2421,-0.0232000000000001,-1.1377,-3.607,-2.1591,1.7276,3.0508,-4.422,4.3357,2.1561,0.9662,-1.6918,-2.8137,2.8874,-2.7832,-1.0463,4.4735,-0.1865,3.8092,3.3219,3.8122,2.0523,3.9362,3.5996,-0.0376000000000003,3.1703,1.8095,4.0721,-0.0814999999999992,-1.0268,0.3591,3.7658,-0.9855,-0.6592,-0.4132,1.0778,-1.3222,0.9048,5.0471,-14.1927,-2.7976,3.477,-1.2474,-3.5881,-5.8531,-6.769,-0.00619999999999976,-4.5977,-2.9572,2.2451,-1.1439,3.1091,-2.1601,3.8389,-1.9284,1.141,-0.3243,9.2837,-3.9245,-5.8143,1.252,2.4932,0.7473,-4.2336,1.6569,-2.0397,-5.7563,-6.1823,0.5053,-2.5108,9.0046,-0.145799999999999,-2.6471,-0.4018,1.8718,-2.59,1.4471,6.2418,4.8807,0.4847,4.6728,6.6678,3.2348,-0.8883,1.3693,0.415200000000000,2.7446,-8.1417,-1.7039,-5.9852,-5.4309,-0.647,-4.2365,-0.00470000000000001,-5.1349,2.2109,3.3588,1.4315,4.8139,4.4845,-2.2559,-1.9278,0.024,-1.6518,0.3883,0.0536000000000001,3.217,1.2196
"18",-0.8028,3.837,0.178100000000000,-1.9423,-4.1416,-1.8639,1.7552,3.0853,-4.5941,3.9654,1.6277,-0.2193,-0.491399999999999,-3.2234,3.1516,-2.5774,-1.832,4.3564,-0.1492,3.8024,2.6073,2.9757,1.3587,2.9442,3.0797,0.2477,4.028,1.8866,4.0322,0.190399999999999,-1.3359,0.8571,3.5696,-1.1746,-1.4252,-1.3831,1.5342,-1.6272,0.8444,4.3227,-15.4343,-3.1332,3.7981,-1.8765,-3.4964,-6.3896,-6.2338,-0.0814,-4.1621,-3.3807,2.6812,-0.7737,2.6856,-3.6515,4.3655,-1.9347,0.5891,0.5992,9.9679,-4.9686,-5.2112,2.091,2.3906,0.8158,-3.6129,0.702499999999999,-1.3754,-5.533,-5.3341,0.312200000000001,-1.9616,9.6137,-0.253700000000000,-2.1635,-0.6179,1.2153,-2.4299,1.4947,6.6858,5.2477,0.3543,5.0071,6.8867,3.5434,-1.3737,-0.5097,0.4271,2.6687,-8.5714,-0.3894,-5.1838,-4.8967,-1.6805,-3.9325,-0.3352,-6.6394,1.8388,3.2211,1.7886,4.4435,5.1109,-1.7007,-1.8702,0.2494,-1.5111,1.4613,0.5962,3.3335,1.3362
"19",-0.0891000000000002,3.9625,0.3007,-2.7035,-4.6624,-1.208,1.7591,3.1974,-4.6711,3.2676,1.2301,-1.3521,0.9544,-3.6521,3.1821,-2.3828,-2.5619,4.2462,-0.00269999999999992,3.5882,1.8383,2.0022,0.6735,1.7951,2.202,0.4322,4.7627,1.8776,3.8451,0.5658,-1.5435,1.1146,3.2209,-1.3098,-2.0041,-2.3105,1.7833,-1.7484,0.9021,3.5683,-16.0348,-3.2692,4.104,-2.8178,-3.4066,-6.4534,-5.3467,-0.0243000000000002,-3.4725,-3.717,2.9887,-0.2177,2.0226,-4.865,4.7405,-1.9118,-0.0328999999999997,1.3815,10.21,-5.8058,-4.4175,2.8096,2.1573,0.7937,-2.8729,-0.3492,-0.7338,-5.0611,-4.3565,0.0638000000000005,-1.2413,9.8684,-0.299400000000000,-1.6873,-0.8423,0.5503,-2.2512,1.3895,6.8833,5.1821,0.4306,5.1496,6.7936,3.6503,-1.8412,-2.5149,0.5007,2.6293,-8.7431,0.9729,-4.0611,-4.1477,-2.7954,-3.7427,-0.5716,-7.9634,1.5174,2.7429,1.9112,3.9045,5.4473,-1.0135,-1.8688,0.4341,-1.2809,2.4358,1.0762,3.2508,1.439
"20",0.6815,3.5956,0.3402,-3.2763,-5.1163,-0.1523,1.7259,3.433,-4.6657,2.3241,1.0456,-2.3298,2.5558,-4.0856,2.9661,-2.2242,-3.1251,4.1007,0.287200000000000,3.1181,1.0327,0.8734,0.0624000000000002,0.5476,1.0344,0.504,5.2849,1.7754,3.5078,1.0022,-1.6399,1.1452,2.7731,-1.352,-2.4023,-3.1259,1.855,-1.68,1.0567,2.8315,-15.9053,-3.1913,4.3467,-4.0059,-3.3357,-6.0248,-4.2135,0.188600000000000,-2.5816,-3.9432,3.1605,0.5071,1.1291,-5.7682,4.8978,-1.8333,-0.7045,1.9419,9.9964,-6.3891,-3.4924,3.3257,1.8191,0.6596,-2.0991,-1.4093,-0.127400000000000,-4.3471,-3.3018,-0.253399999999999,-0.4091,9.7489,-0.278400000000000,-1.1974,-1.0579,-0.110299999999999,-2.061,1.0736,6.8499,4.71,0.7088,5.0691,6.3835,3.5453,-2.2757,-4.5303,0.6523,2.6275,-8.6814,2.3235,-2.6672,-3.2561,-3.8854,-3.6518,-0.7475,-9.0261,1.2799,1.9219,1.8099,3.2998,5.4762,-0.255600000000000,-1.9048,0.5993,-0.9697,3.2544,1.4091,2.9771,1.575
"21",1.4337,2.762,0.3179,-3.542,-5.4787,1.2609,1.6282,3.8243,-4.5903,1.2643,1.0764,-3.0886,4.1952,-4.5107,2.5668,-2.0961,-3.4582,3.8807,0.7178,2.3936,0.1826,-0.3874,-0.4249,-0.7316,-0.3115,0.467000000000001,5.5215,1.5844,3.0187,1.4291,-1.6298,0.9888,2.2847,-1.2677,-2.6213,-3.7562,1.8062,-1.4294,1.2598,2.1625,-15.0082,-2.9172,4.4811,-5.3373,-3.2996,-5.1494,-2.9805,0.5557,-1.5751,-4.035,3.2102,1.3616,0.0350000000000001,-6.3609,4.773,-1.6483,-1.4127,2.2017,9.3625,-6.6946,-2.5184,3.581,1.4099,0.3963,-1.3605,-2.3999,0.4416,-3.416,-2.2168,-0.6372,0.4692,9.2608,-0.203000000000000,-0.689,-1.24,-0.7455,-1.8576,0.5221,6.6203,3.8998,1.146,4.7559,5.6848,3.2424,-2.6606,-6.4181,0.8801,2.6577,-8.4203,3.6006,-1.0862,-2.2958,-4.8549,-3.6359,-0.9103,-9.7639,1.1469,0.7944,1.5254,2.738,5.1998,0.5086,-1.9365,0.7513,-0.59,3.8822,1.5193,2.5568,1.7957
"22",2.0914,1.5331,0.2679,-3.4372,-5.767,2.9166,1.4264,4.3501,-4.4561,0.240699999999999,1.2625,-3.6149,5.7424,-4.912,2.1093,-1.9778,-3.5387,3.5671,1.2308,1.468,-0.7402,-1.7164,-0.7514,-1.9657,-1.7029,0.3389,5.4148,1.3112,2.393,1.7626,-1.5213,0.6938,1.8178,-1.0409,-2.6534,-4.1418,1.7108,-1.0248,1.4502,1.6215,-13.3696,-2.4911,4.4804,-6.6699,-3.3069,-3.9308,-1.7996,1.0436,-0.5609,-3.9713,3.1648,2.2838,-1.1991,-6.6651,4.3193,-1.3121,-2.1505,2.1087,8.3691,-6.7383,-1.6012,3.5474,0.9561,0,-0.702300,-3.2627,0.9709,-2.3115,-1.1471,-1.06760000000000,1.328,8.4303,-0.0861999999999998,-0.1807,-1.3649,-1.3347,-1.6292,-0.2531,6.2442,2.8406,1.6674,4.2266,4.7534,2.789,-2.9734,-8.0383,1.1621,2.7051,-7.9896,4.7438,0.5625,-1.3354,-5.6274,-3.67,-1.0988,-10.1308,1.1251,-0.5575,1.1187,2.3159,4.6383,1.2063,-1.9158,0.8871,-0.1704,4.3041,1.3611,2.0586,2.1265
