"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109"
"286",6.8354,-1.6111,0.0797999999999988,6.4051,6.0789,-10.979,0.7316,9.0618,-4.8148,1.9772,2.2396,4.9976,-1.2332,-0.8606,4.47,2.1953,-0.834199999999999,4.9727,5.2292,2.9623,0.114,8.8213,3.9216,-0.2024,7.702,-3.8737,6.8114,-12.9607,-3.7032,7.4822,-2.1748,-6.2417,4.6711,-4.9961,-3.475,-4.4427,-1.26700000000000,-3.8798,14.2817,2.1083,3.4701,1.4971,1.8972,-4.5405,2.62,-0.5884,3.2575,-1.8068,10.923,0.8676,3.6523,5.1352,0.8148,12.4241,3.8988,0.550999999999998,5.2719,-8.1609,3.5656,7.4648,4.4377,8.6589,-3.1916,0.0733,4.8793,0.6893,-3.0408,9.2967,-3.0508,3.1842,6.222,1.4562,2.63,-1.8707,0.1866,-0.209999999999999,-3.6801,6.567,1.5358,3.2271,6.3406,-0.88370,-3.86649999999999,-6.2585,1.8526,-0.0263999999999998,-0.3252,-1.785,1.89520000000000,-0.6202,1.9759,-3.2064,9.2427,-7.8487,-3.3937,-1.0548,10.2388,7.253,-2.9052,1.7245,-8.6418,5.6612,1.7676,-2.2654,7.1215,-1.9472,-4.3869,0.8709,-5.8346
"287",7.8944,-2.488,1.3556,6.6723,6.4273,-12.1352,0.5863,8.6344,-4.8419,2.4825,1.8506,4.7216,-1.4587,-1.4783,4.6108,3.1695,-0.382099999999999,4.8671,4.3992,2.7081,0.7112,9.0323,4.2091,-0.7697,7.168,-4.0279,7.1823,-12.3959,-3.4808,7.3865,-2.1345,-6.156,5.0302,-4.8426,-3.2059,-4.6877,-0.6038,-3.4802,14.8407,2.6836,2.8588,1.4702,2.1984,-4.8177,2.8246,-0.433800000000002,3.4759,-1.2806,11.1514,1.5737,3.8143,5.1384,1.6615,11.4592,3.9464,0.553800000000001,5.2176,-8.3634,3.3258,7.0767,4.7927,9.1004,-2.7915,-0.7295,3.3201,1.628,-2.6431,9.0277,-1.6697,4.1461,6.4789,1.7369,2.8088,-2.0218,-0.4866,0.173999999999999,-3.8602,7.2974,2.076,3.3242,6.1929,-0.5861,-4.4117,-5.7916,0.9676,0.6743,0.4019,-1.4706,2.2317,-0.285,1.9251,-3.1399,8.922,-6.5475,-3.3192,-1.374,10.5568,7.0293,-3.1831,2.5152,-9.1411,5.7308,2.5775,-2.9255,7.6411,-2.3178,-4.1613,0.403600000000001,-6.133
"288",8.8965,-3.2296,2.362,7.1908,6.6209,-13.2621,0.7098,8.0677,-4.8711,2.7725,1.37820000000000,4.4246,-1.74960000000000,-2.0923,4.7737,4.0425,-0.0976999999999997,4.8539,3.7277,2.3177,1.4765,9.1177,4.4178,-1.1593,6.8188,-4.1682,7.3764,-11.7133,-3.0541,7.2221,-1.9942,-6.1265,5.3677,-4.6706,-2.8705,-4.9264,-0.0162999999999993,-3.1428,15.1314,3.2235,2.3603,1.2653,2.2573,-4.9828,3.0596,0.0675000000000008,3.5421,-0.657699999999999,11.1622,2.3385,3.8718,5.1528,2.4999,10.4069,4.1512,0.441800000000001,4.9846,-8.4572,2.8889,6.5967,5.1971,9.5096,-2.364,-1.5539,1.858,2.6534,-2.2722,8.7585,-0.369499999999999,4.9695,6.7265,1.7372,2.8557,-2.0629,-1.3398,0.653500000000001,-3.9892,7.91,2.6856,3.4447,5.9313,-0.279,-4.9414,-5.2334,0.0286999999999997,1.2627,1.2098,-0.9788,2.4171,-0.0164999999999997,1.5903,-3.0109,8.4242,-5.2371,-3.274,-1.7119,10.8034,6.8986,-3.4513,3.3199,-9.4731,5.7393,3.2016,-3.6725,8.1556,-2.7081,-3.9256,-0.234699999999999,-6.2689
"289",9.7638,-3.765,3.0066,7.8712,6.6603,-14.3008,1.0886,7.401,-4.8066,2.9134,0.891300000000001,4.0879,-2.0408,-2.6076,4.9051,4.8386,0.00140000000000029,4.8962,3.2756,1.8515,2.3376,9.0963,4.5225,-1.3315,6.6695,-4.2635,7.3803,-10.9295,-2.4122,7.0053,-1.7466,-6.1283,5.6391,-4.5176,-2.5478,-5.1988,0.4725,-2.8916,15.1494,3.707,1.9809,0.88220,2.1476,-5.0245,3.3177,0.866299999999999,3.4406,0.0454999999999997,10.9479,3.0812,3.8324,5.1574,3.2493,9.2927,4.4687,0.263,4.5599,-8.4729,2.3315,6.0739,5.6543,9.8664,-1.9141,-2.3563,0.6318,3.6697,-2.0187,8.4591,0.7697,5.5965,6.9829,1.4249,2.7756,-2.0181,-2.2521,1.22730000000000,-4.0732,8.3438,3.2712,3.6285,5.6106,0.0347000000000000,-5.416,-4.6308,-0.847,1.7185,2.0438,-0.357700,2.4378,0.156900000000000,1.0082,-2.7965,7.8109,-4.0797,-3.2587,-2.0497,10.9561,6.8557,-3.6916,4.0524,-9.6549,5.6526,3.6151,-4.433,8.6747,-3.0904,-3.7336,-0.9912,-6.265
"290",10.4204,-4.0285,3.2304,8.5921,6.5751,-15.209,1.6698,6.6716,-4.5741,2.9702,0.473100000000001,3.6793,-2.2774,-2.9724,4.9453,5.5892,-0.0422000000000011,4.9528,3.0704,1.3689,3.2148,8.9955,4.5273,-1.253,6.7059,-4.2794,7.2008,-10.0769,-1.5751,6.7636,-1.4105,-6.1445,5.8002,-4.3995,-2.3035,-5.5244,0.8432,-2.7215,14.8985,4.1243,1.702,0.336,1.9701,-4.9403,3.593,1.9112,3.1638,0.8009,10.5028,3.7245,3.6989,5.1281,3.8273,8.1694,4.849,0.0676000000000005,3.9487,-8.4414,1.7388,5.5447,6.1375,10.1669,-1.4376,-3.0882,-0.2639,4.5893,-1.9496,8.1015,1.6909,6.0027,7.2766,0.8083,2.5721,-1.9219,-3.1002,1.8842,-4.1123,8.5578,3.7479,3.8937,5.3042,0.3563,-5.7928,-4.0342,-1.5678,2.0664,2.8318,0.3224,2.2838,0.232300000000000,0.2496,-2.477,7.1491,-3.1963,-3.2756,-2.3661,10.9699,6.8839,-3.8722,4.6379,-9.7254,5.4372,3.8091,-5.1422,9.1967,-3.4506,-3.6163,-1.805,-6.1537
"291",10.8277,-3.993,3.0074,9.2239,6.414,-15.9508,2.3717,5.9172,-4.158,2.9829,0.191699999999999,3.1742,-2.4209,-3.1765,4.8351,6.3088,-0.1517,4.9764,3.1047,0.9212,4.0236,8.8371,4.4662,-0.907,6.8939,-4.1868,6.8539,-9.1966,-0.5871,6.5314,-1.0299,-6.1633,5.8007,-4.3098,-2.173,-5.8885,1.081,-2.607,14.3847,4.4648,1.4918,-0.347700000000001,1.8261,-4.7346,3.8919,3.1476,2.7192,1.5823,9.8275,4.194,3.481,5.0347,4.1581,7.1135,5.2496,-0.1181,3.1872,-8.3867,1.1851,5.0275,6.5981,10.4196,-0.9283,-3.7038,-0.7807,5.341,-2.0964,7.6682,2.3603,6.2043,7.6205,-0.0631999999999993,2.2435,-1.8149,-3.7866,2.5988,-4.0961,8.5393,4.0546,4.2369,5.0877,0.6831,-6.0316,-3.4923,-2.0806,2.3575,3.4912,0.9893,1.9529,0.235200000000001,-0.5898,-2.0467,6.4923,-2.6515,-3.3242,-2.6422,10.7879,6.9493,-3.9542,5.0268,-9.7291,5.0682,3.7854,-5.754,9.714,-3.7861,-3.5808,-2.6168,-5.9725
"292",10.9954,-3.6924,2.3387,9.6532,6.2287,-16.486,3.1057,5.1725,-3.6026,2.9544,0.0722000000000005,2.5772,-2.4513,-3.2434,4.5418,6.9859,-0.249099999999999,4.9185,3.3351,0.551300000000001,4.682,8.6255,4.3897,-0.3038,7.1899,-3.9738,6.3582,-8.3294,0.4948,6.3397,-0.6606,-6.176,5.5898,-4.2312,-2.1564,-6.2419,1.1798,-2.5125,13.6195,4.7155,1.3242,-1.1359,1.7939,-4.4245,4.2363,4.5081,2.137,2.3741,8.9389,4.4226,3.2046,4.8457,4.1879,6.2121,5.6376,-0.302999999999999,2.348,-8.3244,0.7256,4.5218,6.9739,10.6368,-0.3762,-4.1722,-0.9084,5.8813,-2.4497,7.1564,2.7638,6.2535,7.9977,-1.1068,1.7933,-1.7375,-4.2498,3.3264,-4.0094,8.3123,4.1538,4.6358,5.0238,1.0023,-6.1053,-3.0483,-2.3764,2.6457,3.9454,1.5868,1.46120000000000,0.213200000000001,-1.4041,-1.5267,5.8618,-2.4548,-3.3957,-2.8646,10.3636,7.0019,-3.9031,5.2034,-9.7063,4.5403,3.556,-6.239,10.2128,-4.0962,-3.6117,-3.3781,-5.7597
"293",10.972,-3.2128,1.2588,9.7949,6.0616,-16.773,3.8012,4.4631,-2.9812,2.8606,0.0930999999999997,1.9262,-2.3667,-3.2164,4.0901,7.5964,-0.2775,4.7384,3.6845,0.2972,5.1264,8.3454,4.3483,0.5096,7.5452,-3.6523,5.7395,-7.5016,1.6146,6.2011,-0.3522,-6.1704,5.1392,-4.1492,-2.2214,-6.5147,1.1456,-2.4026,12.6333,4.8704,1.194,-1.9929,1.9204,-4.0478,4.6479,5.9051,1.4663,3.1727,7.8843,4.3592,2.9153,4.5454,3.9025,5.5321,5.9883,-0.520199999999999,1.5306,-8.2616,0.3903,4.0133,7.2033,10.8238,0.2253,-4.4777,-0.6644,6.198,-2.9619,6.5808,2.9038,6.2235,8.3712,-2.2153,1.2451,-1.7179,-4.4633,4.0116,-3.843,7.9348,4.0294,5.0489,5.1508,1.2945,-6.0042,-2.7377,-2.4787,2.9694,4.1441,2.0854,0.853200000000001,0.222700000000000,-2.0929,-0.9657,5.2472,-2.5728,-3.4672,-3.0282,9.6848,6.985,-3.7017,5.1804,-9.6898,3.8782,3.1411,-6.578,10.673,-4.3793,-3.6773,-4.053,-5.5487
"294",10.8225,-2.6703,-0.153800000000000,9.5963,5.9428,-16.7839,4.4217,3.7989,-2.3622,2.6739,0.203200000000001,1.2793,-2.1759,-3.1489,3.5635,8.1209,-0.2061,4.4064,4.0489,0.195300000000000,5.3201,7.9735,4.3823,1.4514,7.9042,-3.2585,5.0317,-6.7181,2.7234,6.1014,-0.133600000000000,-6.1258,4.4607,-4.0591,-2.3185,-6.6368,1.001,-2.2505,11.487,4.9368,1.1089,-2.8834,2.2225,-3.6617,5.1261,7.2405,0.7603,3.976,6.7495,3.977,2.6699,4.1427,3.3425,5.0972,6.2847,-0.804099999999998,0.8386,-8.2011,0.1846,3.4855,7.2417,10.9726,0.8711,-4.6155,-0.0891,6.312,-3.5601,5.9724,2.8044,6.1883,8.7015,-3.269,0.6449,-1.7647,-4.4235,4.6016,-3.598,7.487,3.6879,5.42,5.4722,1.5405,-5.7315,-2.5879,-2.4237,3.3468,4.0756,2.4767,0.198599999999999,0.3155,-2.576,-0.4319,4.6213,-2.938,-3.5046,-3.1399,8.7803,6.847,-3.3537,4.9872,-9.707,3.1373,2.5692,-6.7596,11.0635,-4.6331,-3.7384,-4.6205,-5.3629
"295",10.6089,-2.1816,-1.7842,9.032,5.8907,-16.5183,4.9693,3.1709,-1.793,2.3867,0.3368,0.692400000000001,-1.88200000000000,-3.0908,3.073,8.5558,-0.0327000000000002,3.9006,4.3117,0.274800000000001,5.2464,7.4928,4.5166,2.4168,8.2058,-2.8429,4.2719,-5.9576,3.7787,6.0003,-0.00740000000000007,-6.0119,3.6077,-3.9693,-2.3997,-6.5496,0.7894,-2.0404,10.271,4.9364,1.0711,-3.7736,2.6929,-3.3297,5.6392,8.4234,0.0648,4.7656,5.6487,3.2815,2.5204,3.67,2.5946,4.8772,6.5187,-1.17000000000000,0.3533,-8.1409,0.0939,2.9363,7.0713,11.059,1.5408,-4.5838,0.7559,6.2709,-4.1648,5.3723,2.5077,6.2035,8.9552,-4.1512,0.0520999999999998,-1.8707,-4.1414,5.0655,-3.2814,7.0577,3.1657,5.6906,5.951,1.7174,-5.2972,-2.6198,-2.2394,3.786,3.7683,2.7645,-0.4192,0.525,-2.8095,0.00320000000000009,3.9643,-3.4511,-3.4769,-3.2166,7.7141,6.5528,-2.8786,4.6627,-9.7744,2.3959,1.8795,-6.7804,11.3461,-4.8586,-3.7537,-5.0729,-5.2114
"296",10.3819,-1.8456,-3.507,8.1058,5.9114,-16.0023,5.4763,2.5516,-1.2996,2.018,0.425799999999999,0.201500000000001,-1.47300000000000,-3.0757,2.7138,8.902,0.215,3.2121,4.3667,0.5486,4.8998,6.9039,4.7632,3.3033,8.3955,-2.4549,3.4968,-5.184,4.7433,5.8406,0.0432999999999999,-5.8002,2.6612,-3.9002,-2.4298,-6.2166,0.5757,-1.7628,9.0903,4.9033,1.06420000000000,-4.6253,3.3047,-3.1008,6.1335,9.383,-0.5843,5.5006,4.6966,2.3173,2.4984,3.1687,1.767,4.8012,6.6969,-1.6084,0.121800000000000,-8.0751,0.0943999999999998,2.389,6.7002,11.0537,2.1994,-4.3795,1.7886,6.1391,-4.7067,4.82,2.068,6.2941,9.1081,-4.7696,-0.4736,-2.0161,-3.6382,5.406,-2.907300,6.733,2.5319,5.815,6.5152,1.7937,-4.7145,-2.8447,-1.9351,4.2952,3.2766,2.9587,-0.921499999999998,0.8577,-2.794,0.2823,3.2849,-3.987,-3.3757,-3.2847,6.5666,6.0923,-2.3083,4.2527,-9.8962,1.7398,1.1253,-6.6428,11.4836,-5.0593,-3.6863,-5.4134,-5.091
"297",10.186,-1.7328,-5.2114,6.8548,5.9977,-15.2748,5.9951,1.9028,-0.8871,1.6111,0.409500000000000,-0.183500000000000,-0.9319,-3.1089,2.5351,9.1606,0.4862,2.3697,4.1492,1.0096,4.2875,6.224,5.1217,4.0395,8.4406,-2.1262,2.742,-4.3617,5.5859,5.5629,0.0425,-5.4734,1.7168,-3.8764,-2.3878,-5.631,0.438600000000001,-1.4101,8.0433,4.8833,1.0623,-5.3857,4.018,-2.9964,6.5524,10.0745,-1.1601,6.1284,3.9771,1.17430000000000,2.6031,2.6827,0.9641,4.7786,6.8492,-2.0912,0.157900000000000,-7.9942,0.1665,1.8938,6.1568,10.9333,2.8018,-4.0018,2.9119,5.9797,-5.1356,4.346,1.5411,6.454,9.1433,-5.0759,-0.8857,-2.177,-2.9439,5.6491,-2.4925,6.5911,1.881,5.7689,7.0733,1.7324,-3.9991,-3.2623,-1.504,4.8803,2.6584,3.0718,-1.25090000000000,1.2949,-2.5703,0.3773,2.6175,-4.4124,-3.2237,-3.3695,5.4245,5.478,-1.685,3.809,-10.0654,1.2407,0.3734,-6.3544,11.4542,-5.2378,-3.5092,-5.6504,-4.9976
"298",10.064,-1.8757,-6.8081,5.3547,6.1332,-14.3766,6.5832,1.1984,-0.532999999999999,1.2291,0.246600000000001,-0.4697,-0.258800000000001,-3.1732,2.5299,9.3342,0.722500,1.4579,3.6675,1.6305,3.4403,5.4807,5.5816,4.6003,8.3377,-1.8599,2.0396,-3.4731,6.2797,5.1159,0.0125999999999999,-5.0259,0.878200000000001,-3.9213,-2.2644,-4.8227,0.454499999999999,-0.9762,7.2065,4.9269,1.0488,-5.9835,4.7873,-3.0115,6.8482,10.4737,-1.6387,6.6043,3.5253,-0.0121000000000002,2.801,2.2626,0.2789,4.7274,7.0281,-2.5848,0.4453,-7.8849,0.3041,1.5112,5.4879,10.6845,3.3009,-3.4661,4.0244,5.835,-5.4196,3.9676,0.9749,6.6573,9.0543,-5.0681,-1.1643,-2.3308,-2.1041,5.8255,-2.0562,6.691,1.3134,5.549,7.5339,1.5074,-3.1696,-3.8578,-0.9348,5.5374,1.9551,3.1119,-1.3752,1.8048,-2.1938,0.290299999999999,2.0039,-4.6144,-3.0677,-3.4861,4.3728,4.7363,-1.0629,3.3813,-10.2665,0.944099999999999,-0.302000000000000,-5.9338,11.261,-5.3932,-3.2189,-5.7883,-4.9391
"299",10.0495,-2.2642,-8.2125,3.7206,6.3018,-13.3487,7.2876,0.4497,-0.189699999999999,0.9463,-0.0805999999999987,-0.669600000000001,0.514700000000001,-3.2469,2.6383,9.4333,0.87880,0.612,3.0062,2.3679,2.4174,4.711,6.1209,5.0029,8.104,-1.63,1.4133,-2.5253,6.808,4.4733,-0.0265000000000004,-4.4573,0.2469,-4.0488,-2.064,-3.8549,0.677,-0.457899999999999,6.6299,5.0788,1.0262,-6.3378,5.5686,-3.1254,6.9874,10.5673,-1.9987,6.901,3.3299,-1.07820000000000,3.0342,1.969,-0.211400000000000,4.5992,7.301,-3.0595,0.94,-7.7303,0.511,1.2887,4.7595,10.3008,3.6622,-2.8201,5.0311,5.7172,-5.5386,3.6902,0.4097,6.8693,8.8467,-4.7737,-1.3224,-2.4577,-1.1838,5.9612,-1.6114,7.0564,0.9159,5.1668,7.8233,1.1228,-2.2474,-4.6048,-0.2279,6.2524,1.1856,3.078,-1.2824,2.3553,-1.71,0.0467999999999993,1.4671,-4.5297,-2.9621,-3.6356,3.4916,3.8995,-0.5,3.0061,-10.4848,0.8673,-0.828999999999999,-5.4152,10.9388,-5.5234,-2.8396,-5.8204,-4.9401
"300",10.1505,-2.8456,-9.3372,2.1016,6.4959,-12.2312,8.125,-0.301400000000001,0.201700000000000,0.8322,-0.5716,-0.789999999999999,1.3213,-3.3195,2.7793,9.4775,0.9318,-0.0255999999999998,2.2911,3.1675,1.2973,3.9594,6.7109,5.288,7.7677,-1.394,0.8694,-1.5474,7.1696,3.6488,-0.0509999999999997,-3.7737,-0.0969999999999995,-4.2552,-1.8013,-2.8113,1.12180000000000,0.1456,6.3296,5.3693,1.0122,-6.379,6.3266,-3.3131,6.9508,10.3537,-2.2217,7.0112,3.3427,-1.8736,3.244,1.8593,-0.451,4.3861,7.733,-3.4981,1.5814,-7.512,0.787,1.2467,4.0509,9.7835,3.8753,-2.1477,5.8497,5.6139,-5.4811,3.5106,-0.118700000000000,7.0578,8.5443,-4.2353,-1.4022,-2.5399,-0.2607,6.0803,-1.1644,7.6587,0.7532,4.6444,7.8968,0.6281,-1.2563,-5.4622,0.5913,7.004,0.3545,2.9605,-0.9711,2.9186,-1.1409,-0.3186,1.0103,-4.1579,-2.9543,-3.806,2.8439,3.0055,-0.0470999999999995,2.6964,-10.7034,1.0115,-1.151,-4.8483,10.552,-5.627,-2.4161,-5.7317,-5.0346
"301",10.3417,-3.5389,-10.1173,0.6565,6.7162,-11.0622,9.0685,-1.01630000000000,0.684,0.9283,-1.2217,-0.8302,2.0644,-3.3906,2.8883,9.4881,0.8788,-0.3533,1.6328,3.9672,0.1625,3.2752,7.3223,5.4935,7.3628,-1.1068,0.3951,-0.583,7.3745,2.6991,-0.034,-2.9988,-0.115400000000001,-4.5205,-1.4987,-1.77720000000000,1.7663,0.832400000000002,6.283,5.8102,1.0324,-6.0709,7.0399,-3.5514,6.7334,9.8549,-2.2908,6.9443,3.4927,-2.302,3.3933,1.9659,-0.415600000000000,4.1103,8.3644,-3.8895,2.3025,-7.2154,1.1171,1.3766,3.4404,9.1533,3.961,-1.5533,6.4126,5.5045,-5.2457,3.4219,-0.5768,7.1965,8.193,-3.5052,-1.4569,-2.5587,0.5966,6.2074,-0.7152,8.4092,0.8681,4.0169,7.7415,0.113300000000000,-0.224599999999999,-6.3675,1.4693,7.7617,-0.5291,2.7457,-0.4451,3.4659,-0.4947,-0.7712,0.6351,-3.5601,-3.0818,-3.9702,2.4655,2.1052,0.266999999999999,2.4417,-10.897,1.3656,-1.23860000000000,-4.2912,10.18,-5.7037,-1.9983,-5.5121,-5.2572
"302",10.569,-4.2546,-10.5535,-0.4781,6.9629,-9.8793,10.0538,-1.6969,1.2655,1.2267,-2.0342,-0.7882,2.6324,-3.4624,2.9371,9.4817,0.7314,-0.3391,1.0917,4.698,-0.9121,2.7104,7.9342,5.6391,6.9274,-0.7335,-0.0353,0.3159,7.4309,1.7068,0.0474000000000001,-2.1792,0.179300000000000,-4.8223,-1.1897,-0.8305,2.5638,1.5983,6.4292,6.393,1.1157,-5.4218,7.6963,-3.8137,6.3488,9.122,-2.1925,6.7199,3.7001,-2.3384,3.4778,2.282,-0.116700000000000,3.7993,9.1913,-4.2143,3.0379,-6.8322,1.4667,1.6525,2.9866,8.4556,3.9663,-1.1383,6.6699,5.3675,-4.8447,3.4205,-0.9332,7.2642,7.8641,-2.6441,-1.5369,-2.4961,1.3442,6.3578,-0.2652,9.172,1.2773,3.3381,7.3795,-0.3148,0.812100000000001,-7.2285,2.3364,8.4884,-1.4378,2.4248,0.284900000000000,3.9643,0.218699999999998,-1.2773,0.3652,-2.835,-3.3708,-4.0838,2.3571,1.2665,0.4436,2.2195,-11.0239,1.9024,-1.0911,-3.7987,9.8975,-5.7498,-1.628,-5.1666,-5.627
"303",10.7659,-4.9156,-10.7295,-1.2176,7.2298,-8.7261,10.9966,-2.3963,1.9155,1.6694,-3.011,-0.6715,2.9282,-3.5262,2.9221,9.4616,0.5138,-0.0193000000000003,0.676500000000001,5.2821,-1.8575,2.3183,8.5355,5.7266,6.5001,-0.257,-0.4446,1.0997,7.3395,0.7532,0.1993,-1.3773,0.7329,-5.1498,-0.9207,-0.0427,3.4557,2.4361,6.6786,7.0903,1.2891,-4.4861,8.2823,-4.057,5.8295,8.2305,-1.9185,6.3644,3.8873,-2.0177,3.516,2.7676,0.4097,3.4781,10.1552,-4.4322,3.7306,-6.3643,1.7972,2.0378,2.7222,7.7566,3.9522,-0.9813,6.5988,5.1884,-4.3039,3.5072,-1.1612,7.2439,7.6439,-1.7223,-1.6795,-2.337,1.9659,6.5257,0.180300000000003,9.7989,1.9692,2.68,6.8631,-0.5701,1.8113,-7.9341,3.1315,9.142,-2.3198,2.0034,1.1962,4.3734,0.9734,-1.8011,0.2516,-2.0938,-3.8292,-4.0873,2.4854,0.5732,0.5099,2.0095,-11.0307,2.5745,-0.729299999999999,-3.407,9.7595,-5.7576,-1.3325,-4.7144,-6.1299
"304",10.8714,-5.4671,-10.786,-1.543,7.5069,-7.6536,11.8046,-3.1879,2.5772,2.1669,-4.1247,-0.500500000000001,2.8931,-3.5551,2.8432,9.4168,0.2526,0.5229,0.364699999999999,5.6423,-2.6071,2.1495,9.1194,5.7489,6.1171,0.321300000000000,-0.8344,1.7336,7.1005,-0.0985,0.4013,-0.662799999999999,1.467,-5.5013,-0.743,0.522499999999997,4.3847,3.3272,6.9292,7.8638,1.5685,-3.3562,8.7752,-4.2133,5.2158,7.2673,-1.4716,5.9077,3.9938,-1.4174,3.5298,3.3644,1.1185,3.1768,11.1516,-4.4887,4.3366,-5.8301,2.0886,2.488,2.6608,7.1299,3.972,-1.1245,6.2134,4.9678,-3.6542,3.6868,-1.241,7.1287,7.6123,-0.8146,-1.8995,-2.0777,2.4641,6.6818,0.612200000000001,10.169,2.9059,2.1228,6.2659,-0.6146,2.7341,-8.3813,3.8175,9.6854,-3.1106,1.5115,2.24650000000000,4.6515,1.7232,-2.2992,0.3568,-1.4374,-4.4374,-3.9245,2.7967,0.105900000000000,0.5039,1.8028,-10.8633,3.3211,-0.181200000000000,-3.1307,9.7974,-5.7204,-1.1243,-4.1816,-6.7087
"305",10.8442,-5.8795,-10.8679,-1.5026,7.7887,-6.7201,12.379,-4.1071,3.1897,2.6268,-5.3004,-0.307600000000001,2.5171,-3.5068,2.694,9.3207,-0.0331000000000001,1.189,0.125600000000000,5.7271,-3.1007,2.2383,9.6712,5.6948,5.814,0.9811,-1.1773,2.2055,6.7263,-0.8053,0.6066,-0.107300000000000,2.2924,-5.8707,-0.6982,0.8189,5.2925,4.2355,7.0941,8.6683,1.951,-2.1469,9.1395,-4.2001,4.5328,6.3232,-0.8648,5.3823,3.9901,-0.642700000000001,3.5324,4.0104,1.9616,2.9405,12.0498,-4.3424,4.8253,-5.2663,2.3543,2.9552,2.8079,6.6392,4.0522,-1.5675,5.5667,4.7299,-2.9272,3.9586,-1.1625,6.9347,7.8128,0.00739999999999985,-2.1812,-1.7358,2.8496,6.7842,1.0187,10.2194,4.031,1.7381,5.6663,-0.4575,3.55240000000000,-8.5009,4.3835,10.0978,-3.7519,1.0056,3.3757,4.7673,2.4056,-2.7197,0.7296,-0.9449,-5.1439,-3.5601,3.2329,-0.0816000000000001,0.4579,1.5999,-10.4802,4.0808,0.525099999999998,-2.9669,10.0169,-5.638,-1.0065,-3.5993,-7.2675
"306",10.666,-6.1403,-11.0822,-1.2059,8.0727,-5.9836,12.6172,-5.1021,3.716,2.9834,-6.4232,-0.130599999999999,1.8299,-3.3378,2.4734,9.135,-0.3435,1.8978,-0.0622000000000007,5.542,-3.2983,2.5928,10.1627,5.55,5.6234,1.6861,-1.4208,2.5184,6.2472,-1.3386,0.7517,0.222999999999999,3.1253,-6.2381,-0.8069,0.828800000000001,6.1207,5.1057,7.1266,9.4521,2.4163,-0.9767,9.3253,-3.9507,3.7728,5.4867,-0.116300000000000,4.8184,3.8822,0.1875,3.5276,4.6438,2.8837,2.8241,12.7206,-3.9983,5.1739,-4.7267,2.6309,3.3939,3.1688,6.3288,4.1876,-2.2669,4.746,4.52,-2.1541,4.3079,-0.9312,6.7052,8.2391,0.6811,-2.484,-1.3538,3.1344,6.7921,1.39100000000000,9.9462,5.272,1.5731,5.1356,-0.1364,4.2515,-8.2724,4.8352,10.3907,-4.2131,0.5593,4.5122,4.7112,2.9551,-3.0083,1.3972,-0.670900000000001,-5.8734,-2.9897,3.7491,0.0162,0.3858,1.4061,-9.8632,4.8021,1.35750000000000,-2.8994,10.3951,-5.521,-0.9771,-3.0014,-7.6921
"307",10.3335,-6.2518,-11.4805,-0.809000000000001,8.3555,-5.497,12.4278,-6.0331,4.1569,3.2106,-7.3715,-0.00689999999999991,0.8801,-3.0254,2.1922,8.8299,-0.6981,2.6001,-0.202900000000000,5.1641,-3.1973,3.1973,10.5592,5.2988,5.5786,2.3933,-1.5023,2.6807,5.7133,-1.68,0.7721,0.282599999999999,3.8977,-6.5679,-1.0691,0.569099999999999,6.8103,5.8744,7.0354,10.1555,2.9381,0.0500000000000007,9.2802,-3.4403,2.9016,4.8377,0.7555,4.2404,3.7029,0.9634,3.5089,5.1982,3.8171,2.8735,13.0666,-3.5157,5.3654,-4.2719,2.9546,3.7625,3.7447,6.2208,4.3528,-3.1476,3.8602,4.3903,-1.3618,4.6974,-0.572,6.4978,8.8451,1.1567,-2.7599,-0.9881,3.3278,6.6769,1.7238,9.3855,6.5437,1.6408,4.7352,0.3011,4.8266,-7.722,5.1812,10.6072,-4.4904,0.239100000000001,5.5873,4.5053,3.3193,-3.1175,2.3625,-0.6486,-6.5421,-2.2343,4.3199,0.3453,0.2875,1.2247,-9.0273,5.4441,2.2669,-2.9002,10.8815,-5.3912,-1.0324,-2.41880000000000,-7.877
