"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117"
"85",-4.95,-1.9376,6.3527,2.1526,-5.0305,-0.4364,1.0879,-4.456,0.7924,3.5152,6.274,4.1778,0.4878,-3.9637,-0.7501,4.459,1.8393,-5.668,-1.7097,-1.06,1.843,4.3146,-8.9501,-0.3644,-3.4093,-2.0762,-0.5132,3.2071,-0.5918,0.3541,4.97,-1.8406,-0.332199999999999,7.1189,-5.0156,-2.9562,-2.9437,0.0801999999999996,3.0198,-0.1465,0.2146,-0.3126,0.7649,4.5046,3.5759,2.756,-1.8851,-8.0549,-5.4889,-1.597,0.7515,2.821,4.1047,0.7784,1.5319,-4.609,3.6157,3.1425,-1.5628,3.6138,-0.3071,1.556,-6.5244,5.6437,-1.8384,-3.5722,1.5696,3.2285,-5.5067,-1.1491,2.561,-2.8295,0.1515,1.0618,5.3198,-3.2044,-2.1874,3.9491,-5.2104,3.211,0.8093,0.3859,0.255,-1.7911,-7.1499,-2.593,-6.4115,0.0857999999999999,-2.9394,-3.7793,5.2758,0.551,-3.971,-1.6148,-5.1947,0.8388,0.5406,0.0312000000000001,0.2524,-1.7818,-0.635,-1.8404,2.1069,0.6976,5.0947,-1.5382,0.00950000000000006,0.7506,3.0177,0.7231,-1.467,-0.885,4.6233,1.38,1.0783,1.6172,-0.2187
"86",-5.1992,-1.9242,6.72,1.7492,-4.9364,0.3229,1.3856,-3.7809,1.1906,4.3375,6.681,3.8991,0.7292,-3.7202,-0.421899999999999,4.664,1.6797,-4.9976,-0.4738,-1.1511,1.7456,3.9409,-8.9219,-0.3496,-2.5906,-1.1805,0.4469,3.4411,-0.9917,0.1432,5.0024,-1.4076,0.0802999999999994,7.242,-4.9436,-2.7611,-2.7529,0.0760999999999994,3.2833,-0.223,0.1007,-0.5273,1.3045,4.5611,3.5275,1.3854,-2.5241,-6.4396,-5.0095,-2.3195,1.8196,2.9091,4.2164,0.4098,0.386900000000001,-4.4401,1.8363,2.7364,-1.3742,3.4969,0.3978,2.6176,-7.5459,5.4928,-2.2417,-2.9707,1.5088,3.9995,-6.9843,-0.6545,1.9837,-2.8574,0.2413,1.6491,5.3892,-3.3989,-2.9654,4.0516,-4.9414,2.9565,0.8091,0.8288,-0.4391,-0.933,-7.8404,-2.8731,-6.0115,-0.121,-5.2667,-3.2308,5.5722,0.4016,-4.1454,-2.5255,-5.4425,-0.214700000000000,1.1448,0.0794999999999999,0.9347,-2.2564,-1.4406,-1.3129,0.6663,0.586,5.1719,-1.6008,0.2245,0.9267,2.8696,1.3054,-1.384,-0.3406,5.9925,1.1562,2.0603,1.11,0.226300000000000
"87",-5.4473,-2.0587,7.108,1.2654,-4.6244,1.1514,1.5497,-3.1661,1.5024,4.906,6.9362,3.5327,0.7586,-3.1422,-0.0145999999999997,4.494,1.4645,-4.147,0.8974,-1.1837,1.6439,3.3855,-8.6977,-0.2676,-1.71,-0.4878,1.1752,3.7217,-1.464,-0.0313,5.0218,-1.0335,0.3959,6.7658,-4.7217,-2.162,-2.5428,0.0875999999999997,3.5921,-0.1497,-0.0935,-0.6705,1.6528,4.5507,3.2556,-0.0927999999999995,-2.9568,-4.471,-4.5127,-2.8938,3.0881,2.8137,4.0465,-0.0949,-0.7516,-4.3277,-0.0433,2.2646,-1.0797,3.1871,0.9205,3.5308,-8.4004,5.1007,-2.5065,-2.3734,1.4084,4.7539,-8.4068,0.00350000000000006,1.3317,-2.8857,0.2125,2.1238,5.3569,-3.5992,-3.6492,4.0641,-4.5123,2.4128,0.7834,1.0259,-1.163,-0.1174,-8.2308,-3.23,-5.4792,-0.2435,-7.3295,-2.6837,5.5,0.3221,-4.0756,-2.9208,-5.4183,-1.2933,1.5604,0.119800000000000,1.5177,-2.4406,-2.1186,-0.8224,-0.536,0.4629,4.7667,-1.4549,0.5797,1.0251,2.6674,1.8862,-1.0385,-0.0867,6.9055,0.8799,2.9596,0.7209,0.6389
"88",-5.7204,-2.3519,7.5661,0.7715,-4.0743,1.9454,1.5892,-2.5853,1.6718,5.2864,7.0157,3.1427,0.588900000000001,-2.2259,0.3987,4.0373,1.2251,-3.1118,2.3018,-1.0938,1.5696,2.7309,-8.236,-0.135,-0.8779,-0.0577000000000001,1.6089,3.9956,-1.9717,-0.1645,5.0667,-0.6842,0.5643,5.7274,-4.3455,-1.2164,-2.3541,0.180900,3.9164,0.0519999999999999,-0.3772,-0.7537,1.7981,4.5005,2.88,-1.538,-3.131,-2.3313,-4.038,-3.2105,4.4871,2.5551,3.5986,-0.7094,-1.7192,-4.2468,-1.8531,1.7803,-0.7159,2.7409,1.2304,4.2218,-9.0305,4.5107,-2.5962,-1.809,1.3068,5.5,-9.6308,0.7234,0.7068,-2.8852,0.107900000000000,2.422,5.2504,-3.7289,-4.1731,3.9662,-4.0285,1.6058,0.7088,0.9749,-1.8765,0.6447,-8.3162,-3.7207,-4.899,-0.2196,-8.9628,-2.1877,5.0151,0.2739,-3.732,-2.8214,-5.1426,-2.2879,1.7451,0.119000000000000,1.996,-2.4003,-2.6456,-0.3977,-1.4021,0.201800000000000,3.9014,-1.0834,0.9991,1.0033,2.4738,2.3779,-0.5327,-0.1509,7.2237,0.5855,3.6236,0.5111,0.9968
"89",-6.031,-2.7983,8.1089,0.3028,-3.2891,2.6033,1.5438,-2.0025,1.6819,5.5361,6.8982,2.7842,0.3017,-1.0317,0.7624,3.382,0.9885,-1.8836,3.6328,-0.8347,1.5289,2.0565,-7.4914,0.0131,-0.167000000000000,0.0741,1.741,4.2218,-2.4583,-0.2108,5.1908,-0.3486,0.5526,4.2192,-3.7883,-0.0400999999999998,-2.2512,0.4045,4.2272,0.3422,-0.7113,-0.797,1.7634,4.4416,2.5407,-2.8214,-3.0376,-0.1751,-3.6334,-3.2049,5.8894,2.1658,2.8942,-1.4003,-2.3798,-4.1485,-3.4394,1.3232,-0.3398,2.2062,1.3365,4.6132,-9.3953,3.8028,-2.4946,-1.3097,1.2501,6.2411,-10.503,1.3744,0.2051,-2.8041,0.00140000000000007,2.5149,5.0855,-3.6897,-4.5,3.7275,-3.5848,0.587,0.563,0.7119,-2.5498,1.3426,-8.1121,-4.3769,-4.3561,-0.0226999999999995,-10.061,-1.765,4.1392,0.215,-3.138,-2.3048,-4.6714,-3.1165,1.7208,0.0820000000000003,2.3564,-2.2078,-3.0007,-0.0589999999999993,-1.9174,-0.296300000000000,2.6101,-0.4548,1.4314,0.8319,2.3648,2.7241,0.000400000000000178,-0.468,6.9257,0.3303,3.9188,0.4785,1.2822
"90",-6.3432,-3.3714,8.6968,-0.1217,-2.2994,3.0391,1.4814,-1.374,1.5512,5.6746,6.5778,2.4679,0.0119999999999996,0.3286,1.0429,2.6015,0.7536,-0.485300000000001,4.7822,-0.3941,1.5039,1.417,-6.4513,0.1347,0.4053,-0.0928999999999998,1.6138,4.3746,-2.851,-0.1118,5.444,-0.0537000000000001,0.3416,2.3808,-3.0273,1.2121,-2.2959,0.7689,4.5141,0.6654,-1.0228,-0.8278,1.5838,4.4056,2.3551,-3.8427,-2.7097,1.8818,-3.3412,-2.8696,7.1351,1.6827,1.9823,-2.1214,-2.6487,-3.9646,-4.6931,0.9329,-0.0183,1.6078,1.2748,4.652,-9.484,3.0723,-2.2053,-0.9145,1.2732,6.9677,-10.8885,1.846,-0.121500000000000,-2.5922,-0.0362,2.4187,4.8546,-3.3862,-4.6257,3.3307,-3.2413,-0.5663,0.327,0.300100000000000,-3.1703,1.9637,-7.6439,-5.1755,-3.9099,0.344200000000001,-10.5961,-1.4219,2.9556,0.0967,-2.3623,-1.4615,-4.0763,-3.729,1.5517,0.0360999999999998,2.5642,-1.9127,-3.1745,0.186,-2.1477,-1.0561,0.949,0.4557,1.8438,0.506099999999999,2.4022,2.9014,0.4431,-0.9155,6.1117,0.1742,3.772,0.5569,1.4833
"91",-6.5673,-4.017,9.2478,-0.4773,-1.1645,3.1935,1.4773,-0.6559,1.307,5.6765,6.0776,2.1519,-0.1791,1.7254,1.2194,1.7646,0.4908,1.0068,5.6547,0.206399999999999,1.4602,0.8494,-5.1599,0.195,0.8679,-0.5199,1.293,4.4379,-3.0767,0.1696,5.8584,0.1484,-0.0688,0.384900000000000,-2.0755,2.3836,-2.5218,1.2332,4.7828,0.96,-1.2272,-0.8819,1.2907,4.4048,2.3712,-4.5396,-2.216,3.7645,-3.1777,-2.2486,8.0659,1.1481,0.9406,-2.8014,-2.4945,-3.6118,-5.5646,0.6525,0.197700000000000,0.9598,1.0905,4.3372,-9.3145,2.4057,-1.7462,-0.6638,1.3859,7.6509,-10.6965,2.0809,-0.2801,-2.2215,0.0402000000000005,2.1899,4.5286,-2.7632,-4.5736,2.7987,-3.0166,-1.7632,-0.0122,-0.181800000000001,-3.7309,2.4977,-6.9443,-6.0251,-3.581,0.8607,-10.6041,-1.1726,1.5875,-0.1492,-1.4931,-0.3737,-3.4292,-4.1031,1.3165,0.0135000000000001,2.5824,-1.5443,-3.1746,0.3324,-2.2092,-2.02,-0.99,1.6167,2.2143,0.0449000000000002,2.6157,2.9141,0.7332,-1.3601,4.9709,0.169,3.184,0.6491,1.5966
"92",-6.5896,-4.6587,9.6684,-0.7238,0.0264999999999995,3.0514,1.5868,0.1661,0.9689,5.4946,5.4399,1.7663,-0.211300000000000,3.0466,1.2741,0.9459,0.163799999999999,2.4712,6.1872,0.9243,1.3551,0.4016,-3.7272,0.1797,1.2686,-1.1487,0.8429,4.402,-3.0831,0.6311,6.432,0.2275,-0.6494,-1.5789,-0.9983,3.3508,-2.9211,1.711,5.0301,1.1712,-1.2502,-0.9888,0.9194,4.4249,2.5402,-4.8903,-1.6464,5.4296,-3.1222,-1.4204,8.5693,0.6097,-0.1342,-3.3359,-1.928,-3.0032,-6.0604,0.5286,0.2921,0.2941,0.8257,3.7196,-8.9162,1.8679,-1.143,-0.5927,1.5585,8.2403,-9.9009,2.0847,-0.3265,-1.6989,0.2405,1.9113,4.07,-1.8368,-4.3786,2.2052,-2.8939,-2.9171,-0.4515,-0.6473,-4.2214,2.9445,-6.0558,-6.7782,-3.3486,1.4913,-10.1515,-1.0492,0.1707,-0.5976,-0.614,0.8753,-2.8002,-4.2366,1.0849,0.0399000000000000,2.4063,-1.131,-3.022,0.3734,-2.2234,-3.0686,-3.0723,2.907,2.5366,-0.5229,2.9952,2.7816,0.8818,-1.6921,3.7228,0.3527,2.2252,0.6683,1.632
"93",-6.3207,-5.2104,9.8766,-0.813,1.1703,2.6486,1.8338,1.0406,0.5512,5.0922,4.7033,1.2508,-0.0684999999999998,4.2183,1.197,0.2187,-0.2378,3.7719,6.3567,1.71,1.151,0.1441,-2.3119,0.1098,1.6484,-1.9194,0.3178,4.2662,-2.8553,1.2332,7.1098,0.2141,-1.3431,-3.3297,0.0946,4.0455,-3.448,2.091,5.2236,1.2643,-1.0446,-1.1574,0.5294,4.4373,2.7294,-4.9069,-1.0927,6.8545,-3.1253,-0.4752,8.6025,0.116500000000000,-1.1478,-3.5975,-0.9858,-2.0743,-6.221,0.6113,0.2815,-0.3292,0.513,2.8812,-8.3154,1.4986,-0.429399999999999,-0.7221,1.7219,8.6661,-8.5513,1.9106,-0.329800000000000,-1.0723,0.5424,1.6628,3.4468,-0.701,-4.0769,1.6592,-2.8345,-3.9567,-0.9649,-1.0132,-4.6328,3.3144,-5.0361,-7.2664,-3.1526,2.1747,-9.3049,-1.0861,-1.1729,-1.292,0.203600000000000,2.1856,-2.258,-4.1439,0.9049,0.1265,2.0762,-0.7126,-2.7434,0.312999999999999,-2.2733,-4.0546,-5.1283,4.1234,2.8239,-1.178,3.4977,2.5245,0.9457,-1.8398,2.5605,0.7357,1.0184,0.5686,1.615
"94",-5.7276,-5.5968,9.8123,-0.7025,2.1806,2.0597,2.2057,1.8467,0.0744,4.4705,3.8892,0.579,0.2285,5.2076,0.9989,-0.3619,-0.693399999999999,4.792,6.1722,2.5108,0.83,0.1526,-1.0851,0.0388000000000002,2.0214,-2.779,-0.239900000000000,4.0464,-2.4202,1.9114,7.7787,0.208000000000000,-2.0769,-4.7282,1.0778,4.4619,-4.0328,2.2653,5.3045,1.2382,-0.602,-1.3712,0.2091,4.4207,2.7785,-4.6239,-0.6334,8.0283,-3.1278,0.5045,8.1875,-0.294,-2.0284,-3.4645,0.2877,-0.815,-6.0964,0.9521,0.1899,-0.8391,0.1685,1.9146,-7.5369,1.3097,0.3372,-1.0419,1.7852,8.8503,-6.7676,1.6335,-0.3358,-0.4295,0.8948,1.492,2.6411,0.5046,-3.6993,1.2618,-2.7953,-4.8314,-1.5024,-1.2174,-4.9689,3.6273,-3.956,-7.3494,-2.9143,2.822,-8.1211,-1.2933,-2.3568,-2.2073,0.8993,3.4446,-1.8611,-3.8562,0.7934,0.2565,1.6615,-0.3339,-2.3711,0.184999999999999,-2.3839,-4.8335,-6.976,5.0473,3.0972,-1.9152,4.0564,2.1651,0.9786,-1.7656,1.6097,1.2853,-0.289,0.3571,1.578
"95",-4.8418,-5.764,9.4455,-0.3772,3.0174,1.364,2.6605,2.4276,-0.4331,3.6786,3.0111,-0.2344,0.6289,6.0115,0.7259,-0.7699,-1.1684,5.4628,5.6647,3.2615,0.41,0.4724,-0.1884,0.0339999999999998,2.3647,-3.6727,-0.8015,3.7701,-1.8359,2.5844,8.284,0.3425,-2.7805,-5.6972,1.8453,4.6487,-4.6026,2.1585,5.2148,1.1292,0.0505000000000004,-1.6047,0.0622,4.3707,2.5538,-4.0976,-0.331700000000000,8.9374,-3.0766,1.4435,7.3822,-0.6166,-2.7344,-2.8655,1.8485,0.715400,-5.7411,1.5899,0.0348000000000001,-1.189,-0.2105,0.909,-6.6196,1.281,1.0557,-1.4967,1.666,8.718,-4.7185,1.3264,-0.3495,0.1163,1.227,1.4014,1.6613,1.6444,-3.2615,1.064,-2.7505,-5.5041,-1.9979,-1.23870000000000,-5.2404,3.9089,-2.8914,-6.9535,-2.5661,3.3376,-6.6636,-1.6495,-3.3408,-3.2518,1.4325,4.5507,-1.6436,-3.426,0.7362,0.3904,1.2311,-0.0329000000000000,-1.947,0.0554000000000006,-2.5343,-5.2861,-8.4535,5.5173,3.3682,-2.731,4.5927,1.7399,0.991,-1.4423,0.9151,1.9277,-1.555,0.0885,1.5519
"96",-3.7408,-5.6804,8.7866,0.1373,3.6836,0.6169,3.1477,2.6406,-0.9458,2.7982,2.0862,-1.1432,1.0654,6.6437,0.4572,-1.0084,-1.6363,5.7695,4.8836,3.8762,-0.0513000000000001,1.1013,0.2939,0.1469,2.6235,-4.5381,-1.3405,3.4672,-1.1733,3.1708,8.4691,0.7314,-3.3954,-6.2188,2.3414,4.6877,-5.0989,1.7586,4.9185,1.0066,0.869,-1.844,0.1766,4.2936,1.983,-3.41,-0.2386,9.5603,-2.9299,2.2607,6.255,-0.885,-3.247,-1.8187,3.6433,2.406,-5.2242,2.5245,-0.167,-1.3841,-0.6377,-0.0515,-5.631,1.3643,1.5782,-1.9961,1.3175,8.2099,-2.5962,1.0526,-0.3419,0.4551,1.4633,1.357,0.5533,2.6269,-2.7576,1.0563,-2.6936,-5.9499,-2.3812,-1.1048,-5.4543,4.1763,-1.9121,-6.086,-2.0803,3.6534,-5.0215,-2.1116,-4.1191,-4.2996,1.7988,5.4391,-1.6083,-2.9235,0.6895,0.4874,0.8373,0.1612,-1.5279,0,-2.6828,-5.3371,-9.4482,5.4661,3.6266,-3.6037,5.0317,1.301,0.9506,-0.8398,0.4583,2.5679,-2.6668,-0.1528,1.5529
"97",-2.522,-5.3345,7.8899,0.7769,4.1952,-0.1573,3.6279,2.4011,-1.4502,1.9207,1.1497,-2.0859,1.4734,7.1139,0.2775,-1.1022,-2.0793,5.7255,3.9041,4.2588,-0.4749,1.992,0.3443,0.3925,2.7307,-5.3101,-1.8128,3.1695,-0.5122,3.6057,8.2162,1.428,-3.8761,-6.3169,2.5806,4.6613,-5.486,1.125,4.4136,0.9537,1.8182,-2.0836,0.6012,4.2034,1.0665,-2.6615,-0.387600000000001,9.872,-2.6641,2.8677,4.8873,-1.1606,-3.5584,-0.4375,5.5845,4.123,-4.6297,3.6994,-0.387,-1.4791,-1.1215,-0.8909,-4.6779,1.5008,1.7435,-2.4476,0.7464,7.3046,-0.5943,0.8724,-0.277,0.5061,1.5436,1.3126,-0.5927,3.4188,-2.1731,1.1929,-2.6141,-6.1548,-2.5952,-0.8802,-5.6096,4.4159,-1.0664,-4.8335,-1.4664,3.7514,-3.3074,-2.6323,-4.6953,-5.2295,2.0315,6.0904,-1.7297,-2.4179,0.5886,0.5241,0.5218,0.2212,-1.1811,0.0733999999999995,-2.7949,-4.959,-9.9086,4.9093,3.8375,-4.485,5.3222,0.9068,0.8171,0.0602999999999998,0.1941,3.1092,-3.5449,-0.2721,1.5748
"98",-1.2797,-4.7362,6.848,1.4557,4.5499,-0.9457,4.0784,1.7132,-1.9382,1.1327,0.263500000000000,-3.0014,1.8076,7.4059,0.249000000000000,-1.0848,-2.4727,5.3384,2.8327,4.3338,-0.785,3.0463,0.00220000000000004,0.7547,2.6383,-5.9289,-2.1511,2.9228,0.0544,3.8543,7.4784,2.4062,-4.1793,-6.0429,2.649,4.6296,-5.749,0.3693,3.7248,1.0366,2.883,-2.3037,1.3377,4.1266,-0.130500000000000,-1.9409,-0.778599999999999,9.8522,-2.2886,3.187,3.3901,-1.5027,-3.6722,1.1028,7.531,5.725,-4.0354,5.0108,-0.5883,-1.5481,-1.6526,-1.5492,-3.8964,1.6467,1.4423,-2.7824,0.0257000000000005,6.04,1.1138,0.8503,-0.1395,0.2342,1.4489,1.2404,-1.6512,4.0437,-1.5095,1.4183,-2.4715,-6.1256,-2.6061,-0.6364,-5.7022,4.5726,-0.373600000000001,-3.3436,-0.7587,3.6593,-1.628,-3.1719,-5.0602,-5.9366,2.188,6.5155,-1.9541,-1.9591,0.3604,0.4962,0.3226,0.1305,-0.9703,0.2857,-2.8596,-4.1664,-9.8424,3.9226,3.9531,-5.3063,5.449,0.6088,0.5759,1.237,0.0789,3.4638,-4.1416,-0.175,1.5899
"99",-0.1065,-3.9216,5.768,2.0875,4.7172,-1.7244,4.4831,0.6772,-2.3827,0.5073,-0.4856,-3.8355,2.056,7.4758,0.3976,-0.9868,-2.7768,4.5986,1.7937,4.081,-0.9295,4.1147,-0.6504,1.2114,2.341,-6.3436,-2.288,2.7918,0.4357,3.911,6.2869,3.5604,-4.2601,-5.4681,2.6776,4.6247,-5.893,-0.3829,2.8923,1.2723,4.0486,-2.4499,2.3419,4.1074,-1.5025,-1.2966,-1.3697,9.495,-1.857,3.1777,1.9125,-1.9427,-3.6081,2.6271,9.2904,7.0682,-3.485,6.3359,-0.7326,-1.6551,-2.2098,-1.9936,-3.4243,1.7827,0.6691,-2.9556,-0.7157,4.5123,2.4001,1.0428,0.0602,-0.3468,1.2052,1.1412,-2.4848,4.5635,-0.7922,1.6865,-2.193,-5.8989,-2.409,-0.4232,-5.7311,4.5684,0.175,-1.7936,0.00279999999999969,3.4324,-0.0592999999999999,-3.7,-5.1798,-6.3356,2.331,6.7324,-2.1971,-1.5741,-0.0554999999999999,0.4104,0.264,-0.106000000000000,-0.9464,0.597199999999999,-2.8946,-3.0095,-9.3038,2.627,3.9287,-5.9913,5.432,0.4405,0.2469,2.6163,0.0747,3.5598,-4.4404,0.2156,1.5639
"100",0.8967,-2.9628,4.7444,2.5998,4.6501,-2.4564,4.8233,-0.5331,-2.7166,0.0976,-1.0152,-4.5394,2.2464,7.274,0.7154,-0.8364,-2.9448,3.503,0.8985,3.5481,-0.8868,5.0152,-1.5031,1.7502,1.8785,-6.5154,-2.1984,2.8476,0.578,3.7913,4.7401,4.7241,-4.0866,-4.6781,2.7978,4.6468,-5.9363,-1.0167,1.9632,1.6231,5.2602,-2.446,3.5315,4.193,-2.9342,-0.7356,-2.0876,8.8274,-1.4651,2.8499,0.6282,-2.4745,-3.4044,4.0121,10.6479,8.022,-2.9743,7.5537,-0.7843,-1.8444,-2.7704,-2.2319,-3.3623,1.9053,-0.4754,-2.9312,-1.3328,2.8464,3.1994,1.4691,0.301,-1.1825,0.8646,1.0325,-2.9857,5.0466,-0.0554999999999999,1.968,-1.7028,-5.5364,-2.0202,-0.2662,-5.7056,4.336,0.5978,-0.342400000000000,0.779,3.1397,1.3512,-4.1976,-5.0041,-6.3642,2.512,6.7467,-2.3557,-1.2805,-0.6825,0.2809,0.3364,-0.4628,-1.1433,0.933399999999999,-2.938,-1.575,-8.3844,1.1835,3.7401,-6.4698,5.3152,0.4083,-0.1305,4.085,0.1493,3.3477,-4.446,0.9336,1.4772
"101",1.6154,-1.9661,3.8355,2.9435,4.3148,-3.1056,5.0711,-1.7158,-2.8428,-0.0704000000000002,-1.2882,-5.0762,2.4321,6.7729,1.1674,-0.6685,-2.9456,2.0901,0.224900000000000,2.8401,-0.6688,5.5844,-2.4276,2.3633,1.3179,-6.4181,-1.9249,3.1458,0.4862,3.52,2.9801,5.7139,-3.6607,-3.7628,3.0893,4.6612,-5.8962,-1.439,0.9928,2.0178,6.3981,-2.2278,4.8004,4.3993,-4.3297,-0.2541,-2.8416,7.9196,-1.2201,2.266,-0.2989,-3.062,-3.1112,5.2051,11.4122,8.504,-2.4565,8.5454,-0.717,-2.1421,-3.3186,-2.3098,-3.7415,2.0083,-1.8384,-2.6717,-1.7181,1.1627,3.5156,2.0789,0.5625,-2.1897,0.4735,0.9278,-3.1114,5.5274,0.6688,2.2505,-0.9552,-5.1063,-1.4722,-0.1813,-5.6532,3.8459,0.9059,0.906,1.5294,2.8518,2.5707,-4.6658,-4.505,-5.9956,2.7626,6.5488,-2.3396,-1.0969,-1.4946,0.1368,0.4922,-0.9143,-1.5703,1.2119,-3.0269,0.0105000000000000,-7.2014,-0.2279,3.392,-6.6972,5.1514,0.485,-0.5135,5.524,0.2757,2.8091,-4.1744,1.9455,1.3359
"102",1.9413,-1.0541,3.0606,3.0973,3.7223,-3.6552,5.1944,-2.69,-2.6766,0.000500000000000611,-1.3239,-5.4372,2.6616,5.9795,1.6967,-0.5286,-2.7752,0.457800000000001,-0.1827,2.0908,-0.3211,5.7175,-3.2956,3.0234,0.7261,-6.0438,-1.5705,3.7032,0.2042,3.1317,1.1711,6.383,-3.0186,-2.8045,3.5498,4.6024,-5.7753,-1.5768,0.0482,2.3831,7.3032,-1.7704,6.0457,4.6813,-5.6354,0.1259,-3.5276,6.8688,-1.2007,1.5294,-0.7519,-3.6547,-2.7806,6.2029,11.4635,8.5064,-1.8682,9.1988,-0.528300000000001,-2.5594,-3.8496,-2.2919,-4.5101,2.0651,-3.2765,-2.1418,-1.8323,-0.4388,3.409,2.7439,0.8204,-3.2696,0.0568,0.8227,-2.8894,5.9796,1.3588,2.5283,0.0370000000000008,-4.6619,-0.8079,-0.1917,-5.6181,3.1134,1.1009,1.9067,2.2077,2.6226,3.578,-5.1279,-3.7239,-5.2483,3.0822,6.1216,-2.102,-1.036,-2.4187,0.0230999999999995,0.668,-1.4499,-2.2024,1.3695,-3.1812,1.5952,-5.8786,-1.438500,2.922,-6.6707,4.9906,0.6144,-0.8645,6.8394,0.4389,1.9686,-3.6436,3.1461,1.1669
"103",1.813,-0.3331,2.4165,3.059,2.9321,-4.1127,5.1651,-3.3254,-2.1916,0.2785,-1.1817,-5.6511,2.9485,4.931,2.2357,-0.4579,-2.4514,-1.2407,-0.2941,1.4314,0.0825999999999998,5.3857,-3.9976,3.664,0.1475,-5.4135,-1.2697,4.4767,-0.2191,2.6774,-0.519,6.6528,-2.2217,-1.8658,4.1028,4.3992,-5.5566,-1.3837,-0.7918,2.6628,7.84,-1.0926,7.1887,4.9331,-6.8359,0.3466,-4.0423,5.77,-1.4203,0.7638,-0.6912,-4.2003,-2.4606,7.0139,10.7828,8.0948,-1.1749,9.424,-0.254299999999999,-3.092,-4.375,-2.2441,-5.5442,2.0307,-4.6901,-1.3214,-1.6973,-1.8676,2.9711,3.2911,1.0387,-4.3158,-0.3809,0.7047,-2.3941,6.3201,2.0005,2.7856,1.1947,-4.2405,-0.0768000000000002,-0.3206,-5.6476,2.1887,1.1882,2.6549,2.7672,2.4746,4.377,-5.6212,-2.7784,-4.1857,3.4245,5.4602,-1.6491,-1.0894,-3.3518,-0.00820000000000043,0.8182,-2.0664,-2.9757,1.3684,-3.3948,3.0273,-4.5239,-2.3172,2.3984,-6.4263,4.872,0.7265,-1.1503,7.974,0.6443,0.9062,-2.8751,4.3788,0.9962
"104",1.2527,0.1303,1.9025,2.8304,2.0301,-4.4948,4.9749,-3.5472,-1.4372,0.7065,-0.9348,-5.7654,3.2633,3.6876,2.717,-0.4721,-1.9974,-2.8238,-0.0843,0.9682,0.4539,4.6278,-4.4558,4.1931,-0.3886,-4.5744,-1.149,5.3646,-0.7454,2.2359,-1.9308,6.5159,-1.354,-0.98,4.6307,4.0057,-5.2025,-0.8478,-1.4492,2.8219,7.9596,-0.243000000000000,8.1793,5.0268,-7.9284,0.3418,-4.3105,4.6972,-1.8171,0.0825000000000005,-0.1689,-4.6458,-2.1825,7.6288,9.4608,7.3806,-0.4078,9.1729,0.0343999999999998,-3.7146,-4.913,-2.2254,-6.676,1.8703,-6.0184,-0.2307,-1.3808,-3.0262,2.2984,3.5723,1.177,-5.2257,-0.8452,0.5784,-1.7211,6.4459,2.5867,2.9913,2.3821,-3.8663,0.6707,-0.5747,-5.7752,1.1483,1.1869,3.162,3.1676,2.4029,5.0013,-6.1725,-1.8107,-2.8978,3.7027,4.589,-1.0274,-1.2184,-4.1814,0.0806999999999998,0.9381,-2.7402,-3.7932,1.2011,-3.6323,4.1822,-3.2174,-2.7903,1.9088,-6.0121,4.8247,0.7528,-1.3328,8.8854,0.9236,-0.238000000000000,-1.89500000000000,5.4719,0.8286
"105",0.369,0.313800000000000,1.5344,2.4092,1.1,-4.8047,4.6364,-3.3377,-0.5276,1.2122,-0.6582,-5.8036,3.5464,2.3326,3.0818,-0.5471,-1.4431,-4.1197,0.4512,0.7658,0.7077,3.5273,-4.6281,4.5327,-0.848,-3.5789,-1.2931,6.2477,-1.3316,1.9077,-2.9225,6.0231,-0.5258,-0.1429,5.0148,3.424,-4.6658,0.000300000000000189,-1.8661,2.8445,7.7184,0.7133,8.9806,4.8636,-8.8931,0.0760999999999998,-4.3069,3.7134,-2.2779,-0.437999999999999,0.677,-4.9279,-1.9573,8.0227,7.6793,6.4828,0.3368,8.4412,0.256,-4.3725,-5.4677,-2.2863,-7.7278,1.5964,-7.2215,1.0441,-0.9872,-3.8144,1.4782,3.5277,1.2084,-5.9199,-1.3321,0.4793,-0.9734,6.2761,3.1053,3.1018,3.4334,-3.549,1.3888,-0.9298,-6.0064,0.082,1.1329,3.443,3.3856,2.3858,5.5049,-6.7767,-0.9116,-1.4809,3.8286,3.5702,-0.3079,-1.3565,-4.8078,0.3024,1.061,-3.4108,-4.539,0.8925,-3.8319,4.9734,-2.0214,-2.856,1.5332,-5.4695,4.8635,0.6376,-1.3661,9.5173,1.327,-1.28,-0.7423,6.2734,0.6434
