"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107"
"24",1.2261,-3.2551,3.0834,-2.4844,-7.0451,7.4482,-20.2297,-11.4728,1.4535,-1.1384,5.903,4.2554,-3.0892,6.2103,1.5715,1.2089,-9.4002,-3.0361,-14.0937,-3.0467,4.5118,10.8136,-3.3971,-3.4969,4.838,6.8977,10.1025,3.0478,-7.4534,-9.4369,2.9248,-7.9058,5.1919,0.181200000000000,-17.2101,1.7435,5.175,-11.1326,2.6915,10.9113,3.6505,9.9153,10.2739,1.2989,-10.1568,-6.008,5.2469,-11.6358,-9.0504,17.6901,12.7284,-5.1395,-10.1561,9.2405,-0.8471,5.3524,-1.0803,19.9733,-1.0644,-2.172,-19.1538,-8.3187,1.9694,-2.9441,-5.6032,-11.0037,3.1776,20.4582,11.6911,2.833,-3.4389,-2.4113,22.7322,8.2325,7.1367,-4.1233,-0.491700000000002,-5.2716,-0.737799999999999,-1.2811,10.9091,3.9268,-5.9776,7.5065,-6.877,-2.4459,-15.8431,-4.2231,3.0975,-0.2485,4.0833,-10.8855,4.3151,-17.4669,-1.884,-15.6143,5.5882,2.0101,-7.954,-4.1387,-18.7392,4.105,-13.6413,18.1299,-11.0958,2.1786,10.3897
"25",3.0887,-3.9258,0.9286,-1.8662,-6.9825,5.994,-22.8016,-13.9935,2.9501,-0.329,6.3188,3.3106,-4.0085,4.5442,0.9597,0.3537,-9.3016,-4.1916,-12.0584,-3.0083,3.2981,12.5881,0.2864,-3.9201,5.0227,9.187,11.7813,3.694,-6.8367,-7.1293,2.9345,-8.0067,4.645,0.4091,-16.2679,2.1291,4.5024,-11.1105,3.3836,11.0322,3.7894,11.5762,12.7629,3.5966,-9.5438,-5.4086,6.9306,-10.3165,-9.3799,17.0455,13.5269,-6.5072,-12.645,8.3648,-0.7249,6.0733,-2.9359,20.3679,-1.6325,-1.3703,-18.8289,-10.0445,5.2041,-3.9894,-2.3326,-7.2738,4.5062,18.3551,10.4462,2.7825,-1.3246,-2.1892,24.5734,8.5627,9.6005,-5.1234,-2.239,-7.5707,-1.204,-3.353,11.4283,1.1813,-5.5226,7.1095,-5.8454,-5.6826,-15.6314,-2.2267,2.9745,0.457800000000001,3.2319,-10.112,5.0087,-13.6809,1.1321,-14.5345,8.8949,4.375,-7.6494,-6.283,-20.5844,2.6079,-12.0869,20.6569,-10.7913,1.9363,9.9857
"26",4.9609,-4.0047,-1.6475,-0.6916,-6.6903,4.4478,-24.0688,-15.8084,4.181,0.6462,6.5676,2.915,-5.0293,2.9961,-0.2607,-0.1158,-8.5295,-5.1196,-9.6768,-2.6678,2.0186,13.768,3.9082,-4.1494,5.5246,11.3562,13.0325,4.4435,-6.1452,-4.6271,3.3352,-7.5125,3.7761,0.6261,-15.0986,1.6684,3.5839,-10.4161,3.7237,10.8671,3.69,12.7702,14.8152,5.7702,-8.647,-4.5123,8.4138,-8.6349,-9.3964,15.0379,13.5455,-7.7063,-14.6177,6.7802,-0.6493,6.9642,-4.285,19.9556,-1.7803,-0.698,-17.8032,-11.041,8.2877,-5.2209,1.0413,-3.8669,5.7313,15.2025,8.7172,2.128,1.1727,-2.1109,25.5596,8.9139,11.7256,-5.8426,-4.0429,-9.6097,-1.3411,-5.1205,11.518,-1.7316,-5.6076,6.251,-4.5565,-9.0197,-14.6411,0.012,2.6006,1.7914,1.9173,-8.7584,5.8355,-9.1507,3.9253,-12.3621,12.0361,6.338,-6.9449,-8.4896,-21.4833,1.0465,-10.1895,22.8336,-10.2169,1.4176,9.1811
"27",6.5854,-3.4844,-4.5108,0.9467,-6.3312,2.8864,-23.848,-16.7624,5.043,1.7052,6.5054,3.1898,-5.9418,1.7546,-1.9782,-0.1352,-7.0993,-5.7444,-7.1941,-1.9577,0.7408,14.2525,7.1628,-4.1595,6.3725,13.3378,13.7841,5.24,-5.3776,-2.2208,4.1322,-6.4222,2.5915,0.7631,-13.8421,0.4205,2.5436,-9.054,3.6992,10.4281,3.3965,13.364,16.3253,7.6226,-7.5634,-3.331,9.5342,-6.6884,-9.1698,11.7225,12.9051,-8.59,-15.8845,4.6521,-0.5938,7.9221,-5.0901,18.7907,-1.4006,-0.1932,-16.2045,-11.2294,10.983,-6.5257,4.2794,-1.0621,6.7401,11.1844,6.5827,0.9433,3.8279,-2.139,25.7732,9.2989,13.337,-6.3039,-5.7819,-11.1062,-1.1982,-6.4861,11.1117,-4.6422,-6.074,4.962,-3.0243,-12.2117,-13.0215,2.2466,2.0522,3.6106,0.2988,-6.938,6.6666,-4.1307,6.422,-9.2455,14.8353,7.7927,-5.85,-10.6807,-21.3317,-0.464,-8.1697,24.4818,-9.26,0.572600000000001,8.0189
"28",7.7261,-2.4428,-7.474,2.9167,-6.0662,1.3434,-22.1,-16.7908,5.4785,2.7844,6.0313,4.1255,-6.501,0.9377,-3.9959,0.3053,-5.0634,-6.009,-4.8028,-0.8649,-0.5026,13.9966,9.7801,-3.9345,7.5222,15.102,13.9772,6.0186,-4.4987,-0.221400000000003,5.2877,-4.8162,1.1424,0.7687,-12.6163,-1.4677,1.4889,-7.121,3.3049,9.729,2.9579,13.282,17.2269,8.9753,-6.3622,-1.9094,10.177,-4.5882,-8.7553,7.3275,11.7761,-9.0691,-16.3327,2.2042,-0.530899999999999,8.7957,-5.3486,16.9737,-0.4349,0.0992,-14.1858,-10.6385,13.0881,-7.7722,7.1629,0.9444,7.4338,6.6054,4.1661,-0.6501,6.4129,-2.2126,25.3928,9.7433,14.2992,-6.5193,-7.3576,-11.8469,-0.8443,-7.4013,10.1841,-7.3833,-6.6998,3.3002,-1.2559,-15.0302,-10.9831,4.2794,1.4191,5.7087,-1.4626,-4.8042,7.4195,1.0597,8.5964,-5.423,17.1111,8.6713,-4.3803,-12.78,-20.0945,-1.8269,-6.2496,25.4319,-7.8524,-0.596400000000001,6.6012
"29",8.2084,-1.0127,-10.3188,5.0753,-6.0131,-0.1755,-18.9567,-15.9329,5.459,3.8175,5.1112,5.5864,-6.5036,0.5805,-6.0806,1.1512,-2.5062,-5.8739,-2.6249,0.5454,-1.7195,13.0133,11.5728,-3.4446,8.8614,16.6371,13.554,6.7338,-3.4811,1.07830000000000,6.7406,-2.8335,-0.4712,0.6159,-11.5055,-3.7779,0.5052,-4.7786,2.5771,8.796,2.4302,12.5429,17.5014,9.7003,-5.0741,-0.3112,10.295,-2.4566,-8.1826,2.2222,10.3331,-9.1075,-15.9218,-0.314,-0.4465,9.4282,-5.098,14.6297,1.1224,0.120000000000000,-11.9147,-9.3717,14.4768,-8.8292,9.5098,2.0644,7.7341,1.828,1.6089,-2.5098,8.7104,-2.2708,24.6404,10.2761,14.5267,-6.489,-8.7002,-11.7197,-0.3542,-7.8404,8.7626,-9.8251,-7.2398,1.3281,0.731,-17.2961,-8.7706,5.9817,0.7988,7.8521,-3.2262,-2.5371,8.0536,6.045,10.446,-1.1838,18.6837,8.9479,-2.565,-14.7141,-17.8111,-2.9758,-4.6395,25.5627,-6.0016,-2.0395,5.0691
"30",7.9418,0.6539,-12.8226,7.2814,-6.2338,-1.6816,-14.7035,-14.3139,4.9779,4.7301,3.7822,7.3398,-5.8482,0.6362,-8.0069,2.2853,0.451600000000001,-5.3137,-0.722,2.1284,-2.9527,11.3721,12.46,-2.6458,10.2381,17.9285,12.4722,7.3726,-2.3215,1.4517,8.4117,-0.6295,-2.1147,0.302,-10.5467,-6.2481,-0.3503,-2.2137,1.613,7.6817,1.8891,11.263,17.1913,9.7293,-3.7043,1.391,9.9035,-0.4247,-7.465,-3.1405,8.7277,-8.7066,-14.6757,-2.6629,-0.3384,9.6894,-4.4205,11.8807,3.201,-0.182200000000000,-9.5597,-7.5652,15.1215,-9.5817,11.1794,2.3357,7.5961,-2.8019,-0.9695,-4.4855,10.5265,-2.2746,23.7304,10.9161,13.994,-6.2066,-9.7663,-10.7199,0.1885,-7.7872,6.9232,-11.8944,-7.4578,-0.884,2.8874,-18.8853,-6.6352,7.3009,0.2866,9.8085,-4.8738,-0.3148,8.5445,10.4164,11.9752,3.1658,19.4009,8.6317,-0.4657,-16.4007,-14.5877,-3.8763,-3.5272,24.8256,-3.8015,-3.6725,3.5746
"31",6.9174,2.4118,-14.7927,9.3896,-6.7468,-3.1833,-9.7256,-12.1137,4.0548,5.4522,2.1504,9.0957,-4.5559,0.9949,-9.5919,3.549,3.6445,-4.3249,0.8793,3.6864,-4.2645,9.1833,12.4645,-1.5082,11.4919,18.9435,10.735,7.9411,-1.0365,0.789,10.2041,1.6399,-3.6445,-0.148800000000000,-9.7214,-8.6091,-1.0541,0.3871,0.5528,6.4777,1.4257,9.6304,16.3936,9.0356,-2.2576,3.1189,9.0594,1.379,-6.622,-8.3042,7.0846,-7.8863,-12.6741,-4.6316,-0.210600000000001,9.4921,-3.4366,8.8221,5.6358,-0.8136,-7.2819,-5.356,15.0873,-9.9458,12.0753,1.9151,7.0191,-7.0075,-3.4956,-6.4199,11.6996,-2.2218,22.8287,11.6584,12.747,-5.6657,-10.5395,-8.9422,0.6837,-7.2443,4.7772,-13.5681,-7.1543,-3.2338,5.1128,-19.7155,-4.7939,8.2517,-0.0352000000000006,11.3716,-6.3053,1.713,8.8662,13.7801,13.1827,7.3212,19.1642,7.7568,1.8048,-17.7318,-10.5892,-4.5139,-3.0529,23.2397,-1.4112,-5.3947,2.2528
"32",5.1922,4.1361,-16.1005,11.2371,-7.5462,-4.6679,-4.4429,-9.5465,2.7474,5.9332,0.381500000000001,10.5508,-2.7472,1.5116,-10.7168,4.7773,6.8639,-2.9449,2.1654,5.019,-5.7132,6.5809,11.6886,-0.054,12.4701,19.6218,8.4149,8.4324,0.3427,-0.8734,12.0081,3.8131,-4.9386,-0.6857,-8.9715,-10.617,-1.6156,2.848,-0.4601,5.3071,1.1215,7.8649,15.2309,7.6137,-0.757,4.7945,7.8379,2.8511,-5.6918,-12.8822,5.513,-6.6805,-10.0373,-6.0419,-0.0728999999999997,8.7962,-2.2897,5.5281,8.1872,-1.7085,-5.2291,-2.876,14.5051,-9.8844,12.1498,1.0448,6.0485,-10.5949,-5.9332,-8.1497,12.1114,-2.1494,22.0278,12.463,10.8953,-4.879,-11.0349,-6.5614,1.0191,-6.2477,2.4598,-14.8456,-6.1872,-5.5701,7.2452,-19.7368,-3.3776,8.8929,-0.1162,12.3834,-7.4408,3.4412,8.9866,15.8144,14.0466,10.9835,17.9416,6.3832,4.0702,-18.5739,-6.0398,-4.8816,-3.2827,20.8709,0.9868,-7.1027,1.1937
"33",2.8762,5.7347,-16.6979,12.6422,-8.6124,-6.0838,0.7339,-6.8439,1.1553,6.1412,-1.314,11.438,-0.5971,2.0431,-11.3274,5.82,9.8763,-1.26700000000000,3.1242,5.9759,-7.3169,3.7069,10.2792,1.628,13.0297,19.8792,5.6505,8.8019,1.7729,-3.361,13.7233,5.714,-5.9225,-1.244,-8.2253,-12.0788,-2.0714,5.0147,-1.3076,4.2857,1.0165,6.1764,13.8195,5.483,0.7526,6.3477,6.3044,3.9337,-4.7257,-16.5955,4.1028,-5.1386,-6.9123,-6.7451,0.0537000000000001,7.6093,-1.1302,2.0851,10.5927,-2.7426,-3.5278,-0.255200000000000,13.5479,-9.4086,11.4198,-0.000599999999999934,4.7623,-13.4334,-8.2561,-9.5174,11.7049,-2.1274,21.3387,13.2558,8.5835,-3.9,-11.2933,-3.8056,1.0941,-4.8754,0.110200000000000,-15.7207,-4.4899,-7.7033,9.0765,-18.9356,-2.3996,9.2976,0.0389999999999997,12.7508,-8.219,4.8094,8.8772,16.3272,14.5204,13.8666,15.7652,4.5992,6.1058,-18.7993,-1.22850000000000,-4.9672,-4.1966,17.8203,3.2192,-8.6999,0.4203
"34",0.134400000000001,7.1449,-16.6039,13.4302,-9.9086,-7.3491,5.433,-4.2209,-0.591,6.0447,-2.7148,11.5738,1.702,2.4733,-11.4208,6.5515,12.4494,0.5647,3.7498,6.4897,-9.0327,0.6976,8.3939,3.4059,13.0473,19.624,2.6235,8.9677,3.1948,-6.4,15.2722,7.1737,-6.5704,-1.7653,-7.4183,-12.8745,-2.4685,6.7731,-1.9127,3.4704,1.0966,4.7253,12.2547,2.7071,2.2138,7.7215,4.4998,4.6215,-3.7741,-19.2689,2.9156,-3.3305,-3.4683,-6.6364,0.124100000000000,5.989,-0.0958000000000001,-1.381,12.6166,-3.7722,-2.27,2.3795,12.4041,-8.5662,9.9726,-0.9708,3.2533,-15.4303,-10.4253,-10.3889,10.4974,-2.2435,20.7052,13.9309,5.9461,-2.8247,-11.3616,-0.9243,0.8533,-3.2432,-2.153,-16.1744,-2.0833,-9.436,10.3886,-17.3457,-1.7633,9.531,0.368,12.442,-8.5952,5.7939,8.5165,15.2835,14.5365,15.7165,12.7217,2.5268,7.6769,-18.3348,3.499,-4.7491,-5.6983,14.2285,5.1373,-10.0974,-0.117200000000000
"35",-2.8184,8.3227,-15.877,13.471,-11.3581,-8.3878,9.3496,-1.8342,-2.3548,5.6032,-3.6248,10.8937,3.9616,2.7199,-11.0247,6.8744,14.3696,2.3778,4.0457,6.5686,-10.762,-2.331,6.1821,5.1454,12.4442,18.7889,-0.470600000000001,8.8295,4.5296,-9.664,16.5902,8.0725,-6.8841,-2.2201,-6.4931,-12.9777,-2.8474,8.0556,-2.2443,2.8394,1.2999,3.6003,10.6111,-0.5993,3.5626,8.8663,2.4525,4.9583,-2.8806,-20.81,1.9776,-1.3573,0.101400000000000,-5.6829,0.0684999999999993,4.0319,0.7084,-4.7108,14.0749,-4.6632,-1.4995,4.9109,11.2593,-7.4168,7.9556,-1.6825,1.6126,-16.5168,-12.3809,-10.6662,8.5848,-2.5803,20.0271,14.3653,3.0762,-1.7673,-11.2634,1.8479,0.3115,-1.4891,-4.2449,-16.1894,0.9237,-10.6012,10.9935,-15.0543,-1.3121,9.6423,0.7728,11.468,-8.5398,6.4004,7.8918,12.7989,14.0175,16.3538,8.9451,0.3232,8.5794,-17.2019,7.7815,-4.197,-7.6349,10.2803,6.6209,-11.214,-0.5228
"36",-5.7452,9.2363,-14.5949,12.6962,-12.8256,-9.174,12.2821,0.239200000000000,-4.0121,4.7879,-3.8974,9.4623,6.0033,2.7326,-10.1875,6.7337,15.4548,3.9959,4.0241,6.2802,-12.3879,-5.295,3.7901,6.7371,11.2179,17.3591,-3.4442,8.292,5.6875,-12.8167,17.602,8.3737,-6.8614,-2.6177,-5.3955,-12.4644,-3.2257,8.8277,-2.3097,2.3176,1.5423,2.8127,8.947,-4.2829,4.7365,9.7356,0.2114,5.0227,-2.0823,-21.1923,1.2898,0.6425,3.5852,-3.9439,-0.191400000000000,1.8637,1.2179,-7.744,14.8413,-5.2993,-1.2087,7.2371,10.2778,-6.0149,5.5415,-2.0296,-0.0736999999999997,-16.65,-14.0504,-10.2823,6.1284,-3.1808,19.1812,14.4446,0.0217000000000001,-0.8266,-10.981,4.314,-0.4455,0.2435,-6.1057,-15.7717,4.3495,-11.0826,10.7597,-12.1917,-0.87730,9.6552,1.1525,9.8687,-8.0459,6.6535,7.0025,9.1147,12.8983,15.7119,4.6091,-1.8167,8.668,-15.5167,11.3053,-3.2871,-9.815,6.1856,7.5854,-11.9833,-0.9193
"37",-8.429,9.8679,-12.8562,11.0964,-14.1213,-9.7439,14.1533,1.9825,-5.4534,3.6173,-3.4441,7.46,7.6592,2.4918,-8.9702,6.1227,15.5755,5.2574,3.6987,5.7423,-13.8092,-8.1352,1.3703,8.1048,9.4534,15.375,-6.1288,7.2795,6.5846,-15.5525,18.2116,8.1291,-6.4834,-3.0008,-4.0834,-11.4991,-3.5926,9.0692,-2.1364,1.8189,1.742,2.3058,7.302,-8.1694,5.6847,10.2889,-2.1328,4.915,-1.4103,-20.4496,0.8443,2.5077,6.7771,-1.562,-0.7059,-0.371,1.4002,-10.3478,14.8549,-5.5806,-1.3579,9.2669,9.5925,-4.411,2.8963,-1.9766,-1.7169,-15.8274,-15.3634,-9.1969,3.3402,-4.0228,18.0401,14.0931,-3.1928,-0.0737000000000001,-10.4711,6.328,-1.2913,1.8144,-7.6825,-14.9484,7.9685,-10.8217,9.6291,-8.9101,-0.3026,9.5563,1.4295,7.7013,-7.1446,6.5973,5.8629,4.5743,11.1573,13.8575,-0.0817000000000005,-3.6769,7.8692,-13.4562,13.862,-2.0221,-12.0263,2.1486,7.9966,-12.361,-1.4213
"38",-10.7094,10.2195,-10.7894,8.7189,-15.0361,-10.1687,15.0071,3.3985,-6.5767,2.1652,-2.2383,5.1413,8.7778,2.0108,-7.4341,5.0805,14.6855,6.0254,3.0932,5.112,-14.9501,-10.7984,-0.9211,9.1981,7.3055,12.8989,-8.3751,5.7562,7.1583,-17.6221,18.3183,7.453,-5.7266,-3.4219,-2.5441,-10.2952,-3.9092,8.7674,-1.7521,1.2765,1.8338,1.9793,5.6983,-12.0726,6.38,10.4965,-4.4534,4.7436,-0.886,-18.6714,0.6358,4.0879,9.5161,1.2548,-1.4682,-2.5103,1.2404,-12.4313,14.1354,-5.439,-1.9005,10.898,9.2939,-2.6597,0.1677,-1.5396,-3.2259,-14.1038,-16.2629,-7.4119,0.469,-5.02,16.4913,13.2899,-6.5325,0.438,-9.6909,7.7994,-2.0992,3.0953,-8.9168,-13.7542,11.5487,-9.8235,7.628,-5.3689,0.5524,9.2968,1.564,5.0324,-5.9111,6.302,4.5094,-0.4061,8.837,10.9745,-4.913,-5.0547,6.1921,-11.2087,15.3591,-0.4467,-14.0536,-1.6563,7.8799,-12.3277,-2.1121
"39",-12.5015,10.3124,-8.5496,5.6813,-15.3825,-10.5137,14.9787,4.4894,-7.2906,0.5393,-0.3252,2.7845,9.235,1.3302,-5.6344,3.6765,12.8432,6.2037,2.2531,4.5472,-15.7535,-13.2317,-2.9484,9.9893,4.962,9.9803,-10.0581,3.745,7.3716,-18.8511,17.8315,6.4774,-4.583,-3.9177,-0.8029,-9.0588,-4.1269,7.93,-1.1745,0.6685,1.7684,1.7259,4.1538,-15.7908,6.8199,10.3384,-6.6116,4.6085,-0.524,-15.9989,0.6633,5.2668,11.712,4.2475,-2.414,-4.3874,0.738299999999999,-13.9538,12.7985,-4.8603,-2.7926,12.0001,9.4228,-0.8207,-2.5036,-0.7693,-4.5193,-11.603,-16.7141,-5.0105,-2.2272,-6.0515,14.4601,12.0637,-9.932,0.6601,-8.6259,8.6905,-2.7774,3.9884,-9.736,-12.2205,14.8882,-8.1703,4.8742,-1.7292,1.8054,8.8161,1.5627,1.9382,-4.4501,5.8551,3.0027,-5.3831,6.0423,7.3306,-9.6847,-5.7953,3.7395,-8.9316,15.8027,1.3613,-15.6969,-5.0912,7.3161,-11.8919,-3.0146
"40",-13.789,10.183,-6.2939,2.1825,-15.0251,-10.8031,14.2535,5.2618,-7.5208,-1.1486,2.1668,0.6372,8.9511,0.5047,-3.6242,2.003,10.2085,5.7552,1.2484,4.1551,-16.188,-15.3824,-4.621,10.4686,2.5953,6.6588,-11.0859,1.342,7.2153,-19.1503,16.6865,5.3048,-3.0729,-4.4854,1.0798,-7.9421,-4.2168,6.6029,-0.4139,0.0266999999999999,1.5195,1.4592,2.6992,-19.1047,7.0215,9.8075,-8.4834,4.5832,-0.3422,-12.6191,0.9249,5.9742,13.345,7.1134,-3.4406,-5.8527,-0.0823,-14.9209,11.0424,-3.8911,-3.9841,12.427,9.9627,1.044,-4.9754,0.265000000000001,-5.5377,-8.5272,-16.7188,-2.1929,-4.5212,-6.998,11.9278,10.471,-13.2983,0.553,-7.3048,9.0034,-3.2865,4.4416,-10.0587,-10.377,17.8433,-6.018,1.5705,1.8482,3.5366,8.0693,1.4775,-1.4775,-2.8668,5.3383,1.4235,-9.943,2.9207,3.2393,-14.2138,-5.8059,0.700900,-6.7269,15.2682,3.3131,-16.7885,-8.0548,6.4243,-11.0988,-4.071
"41",-14.6008,9.8682,-4.1465,-1.5066,-13.8958,-11.001,13.026,5.7325,-7.2129,-2.7944,5.0241,-1.1271,7.9034,-0.401500000000000,-1.4661,0.174399999999999,7.0175,4.7162,0.1677,3.9649,-16.27,-17.193,-5.8945,10.6351,0.325,3.0025,-11.4192,-1.2864,6.7136,-18.5102,14.8619,3.985,-1.2529,-5.076,3.0142,-7.01,-4.197,4.8738,0.5196,-0.5726,1.1006,1.1221,1.3873,-21.787,7.0186,8.9161,-9.9829,4.6971,-0.366800000000000,-8.7561,1.4073,6.1933,14.4455,9.5277,-4.4209,-6.7921,-1.1667,-15.3696,9.1017,-2.6233,-5.4086,12.0611,10.8383,2.8727,-7.1159,1.4829,-6.2511,-5.1443,-16.33,0.7258,-6.249,-7.7643,8.9444,8.5741,-16.5314,0.105,-5.8162,8.7702,-3.6367,4.4577,-9.8127,-8.2579,20.3286,-3.5699,-2.0233,5.2088,5.7646,7.0403,1.3834,-5.0628,-1.2454,4.817,-0.144200000000001,-13.7479,-0.3533,-0.979999999999999,-18.3139,-5.0604,-2.676,-4.6418,13.8802,5.3293,-17.2013,-10.4741,5.33,-10.0341,-5.1525
"42",-14.9801,9.3959,-2.1775,-5.08,-11.9988,-11.0202,11.4721,5.9269,-6.3453,-4.303,7.9673,-2.4233,6.1423,-1.3067,0.7605,-1.66720000000000,3.5416,3.2018,-0.8941,3.9422,-16.0781,-18.5887,-6.7456,10.4841,-1.7869,-0.8583,-11.0906,-3.9156,5.9287,-16.9828,12.3931,2.5288,0.7809,-5.5997,4.8895,-6.2309,-4.1375,2.8595,1.6154,-1.0378,0.5777,0.6837,0.2839,-23.6288,6.855,7.6966,-11.0661,4.9301,-0.621300000000001,-4.6515,2.0868,5.9637,15.0746,11.1912,-5.2137,-7.1465,-2.4346,-15.354,7.1872,-1.1726,-6.9757,10.864,11.9202,4.6042,-8.8344,2.8024,-6.6644,-1.7573,-15.6519,3.3696,-7.3238,-8.2757,5.6315,6.4231,-19.5385,-0.6494,-4.316,8.0597,-3.8638,4.085,-8.9589,-5.9019,22.2896,-1.0362,-5.6241,8.2079,8.4176,5.7376,1.3461,-8.6164,0.353,4.3572,-1.63340000000000,-16.5562,-3.5808,-5.0368,-21.7816,-3.6039,-6.1139,-2.6902,11.8069,7.3431,-16.8509,-12.2843,4.1363,-8.8112,-6.098
"43",-14.9615,8.7811,-0.408700000000001,-8.2428,-9.4102,-10.7433,9.727,5.881,-4.9579,-5.5871,10.6894,-3.2449,3.8053,-2.0991,2.9558,-3.3575,0.0541999999999998,1.4038,-1.8546,4.0196,-15.7258,-19.4747,-7.1452,10.0115,-3.7111,-4.7352,-10.2082,-6.2908,4.9595,-14.6643,9.3733,0.9516,2.9023,-5.9446,6.5937,-5.4928,-4.1366,0.6954,2.8625,-1.2949,0.0599000000000001,0.1364,-0.545,-24.4762,6.5691,6.1913,-11.7212,5.2224,-1.1098,-0.556100000000001,2.9399,5.3772,15.3114,11.8985,-5.6855,-6.9263,-3.7846,-14.9461,5.4504,0.334800000000000,-8.5673,8.904,13.0399,6.177,-10.0988,4.1529,-6.8178,1.3447,-14.8156,5.3912,-7.7376,-8.4602,2.1836,4.0531,-22.2372,-1.6325,-3.0104,6.9946,-3.9935,3.4055,-7.5061,-3.3496,23.6776,1.3969,-8.9616,10.7102,11.3291,4.1784,1.3908,-11.9198,1.8803,4.0458,-3.0075,-18.2246,-6.5477,-8.6958,-24.4102,-1.554,-9.3386,-0.8741,9.2484,9.2958,-15.6986,-13.4199,2.9141,-7.5466,-6.7552
"44",-14.558,8.0262,1.1654,-10.7416,-6.2743,-10.0521,7.8797,5.646,-3.1785,-6.5804,12.909,-3.6393,1.1157,-2.6403,4.9979,-4.7303,-3.1843,-0.4201,-2.6677,4.117,-15.3147,-19.7535,-7.0553,9.239,-5.4181,-8.4176,-8.9313,-8.1694,3.9225,-11.683,5.9398,-0.689,4.9703,-6.0012,8.0412,-4.6351,-4.2851,-1.4771,4.2512,-1.3115,-0.3321,-0.5015,-1.0474,-24.2533,6.1844,4.4394,-11.9503,5.4946,-1.8082,3.2721,3.9479,4.5603,15.2382,11.5919,-5.7563,-6.2206,-5.0983,-14.2386,3.9766,1.7619,-10.0352,6.3571,14.0117,7.5311,-10.9322,5.4942,-6.7669,3.9273,-13.9433,6.559,-7.5552,-8.2466,-1.144,1.4972,-24.5506,-2.7525,-2.1133,5.7523,-4.0208,2.5172,-5.513,-0.6379,24.4487,3.5884,-11.8022,12.5897,14.2727,2.3797,1.49,-14.7868,3.2901,3.9898,-4.2672,-18.7087,-9.06,-11.7807,-26.0232,0.9109,-12.1051,0.8027,6.4128,11.128,-13.7582,-13.8289,1.7134,-6.3387,-7.008
"45",-13.7702,7.1254,2.5619,-12.3821,-2.7921,-8.8532,5.9845,5.2773,-1.2163,-7.2533,14.4114,-3.6756,-1.65260000000000,-2.7927,6.7603,-5.6394,-5.9365,-1.9884,-3.3173,4.1532,-14.9083,-19.3471,-6.4441,8.2392,-6.865,-11.7055,-7.4225,-9.3719,2.9233,-8.1989,2.2567,-2.2797,6.8396,-5.6939,9.1843,-3.4872,-4.633,-3.5244,5.7769,-1.1034,-0.509700000000000,-1.1812,-1.1912,-22.9641,5.7006,2.4755,-11.7623,5.674,-2.6609,6.561,5.0816,3.6553,14.9206,10.3669,-5.4403,-5.1896,-6.2577,-13.3374,2.7959,2.9676,-11.2215,3.4901,14.6561,8.613,-11.3919,6.8123,-6.5557,5.8355,-13.1182,6.7989,-6.8978,-7.5888,-4.0709,-1.19200000000000,-26.4109,-3.9309,-1.7952,4.5405,-3.9044,1.5094,-3.0769,2.206,24.5763,5.4523,-13.9614,13.748,17.0293,0.3703,1.5749,-17.1082,4.5349,4.2942,-5.4362,-18.0579,-10.983,-14.1699,-26.5099,3.5834,-14.2188,2.3307,3.485,12.7687,-11.1059,-13.5051,0.5869,-5.253,-6.7909
"46",-12.612,6.0749,3.7973,-13.0427,0.8069,-7.1056,4.0871,4.8108,0.6647,-7.6088,15.0719,-3.418,-4.2304,-2.4497,8.1339,-5.9759,-8.0062,-3.0547,-3.7811,4.0633,-14.5343,-18.2202,-5.3017,7.1219,-8.0053,-14.4278,-5.801,-9.8216,2.0292,-4.394,-1.5023,-3.6657,8.3558,-5.0076,10.008,-1.9055,-5.1693,-5.3418,7.4384,-0.7342,-0.4429,-1.8209,-0.9725,-20.68,5.0962,0.3361,-11.1775,5.7133,-3.5813,9.0328,6.2813,2.7974,14.3922,8.4257,-4.8497,-4.0358,-7.1774,-12.3403,1.89,3.8265,-12.0062,0.6296,14.8238,9.3858,-11.5478,8.0993,-6.2044,7.0086,-12.3737,6.1804,-5.9203,-6.487,-6.3481,-3.9328,-27.7685,-5.1001,-2.136,3.5628,-3.5712,0.4384,-0.315700000000000,5.1504,24.0602,6.9457,-15.3031,14.1463,19.4402,-1.7849,1.5667,-18.862,5.5655,5.0431,-6.5407,-16.4011,-12.2578,-15.7942,-25.8501,6.2566,-15.5401,3.6884,0.6121,14.123,-7.8859,-12.5212,-0.3962,-4.3136,-6.0981
