"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107"
"1",7.7185,-1.6709,-6.3519,-4.5904,14.5554,-9.7526,-3.075,1.2023,-0.224300000000001,7.1227,1.7425,-9.377,-6.3827,-18.6238,2.6805,-4.864,0.5121,6.3826,4.4275,6.1863,5.2202,6.5708,8.3279,-3.4959,-7.6729,-2.5685,-1.4015,-0.6386,8.7314,-5.672,-11.9125,3.884,2.462,3.5846,3.6804,-1.6381,-1.1571,-4.8557,1.4681,-7.8656,1.8044,-10.1393,-3.3168,3.3494,9.3785,-3.2213,11.5462,6.6433,3.3486,-0.2332,-15.8114,-9.1146,5.287,-7.5753,9.3677,-0.2165,14.4675,-2.5845,-2.3179,3.4249,18.8788,-1.5707,-3.3149,-4.285,2.4001,3.8598,-2.18,-15.2296,6.9372,-1.847,9.4346,6.6273,-15.1366,0.0983,-0.9559,11.3573,-0.1555,-7.037,-5.5011,-13.2418,5.6476,5.5443,-1.9379,0.469000000000001,11.4961,-5.0637,0.9786,7.5238,-0.0580999999999996,19.7258,7.9018,-1.9677,-6.0787,8.7101,6.4546,13.7389,1.03980000000000,2.5474,-3.6156,2.45,7.2519,-9.3254,10.743,-8.493,-15.5785,5.7025,-6.3887
"2",7.7185,-1.6709,-6.3519,-4.5904,14.5554,-9.7526,-3.075,1.2023,-0.224300000000001,7.1227,1.7425,-9.377,-6.3827,-18.6238,2.6805,-4.864,0.5121,6.3826,4.4275,6.1863,5.2202,6.5708,8.3279,-3.4959,-7.6729,-2.5685,-1.4015,-0.6386,8.7314,-5.672,-11.9125,3.884,2.462,3.5846,3.6804,-1.6381,-1.1571,-4.8557,1.4681,-7.8656,1.8044,-10.1393,-3.3168,3.3494,9.3785,-3.2213,11.5462,6.6433,3.3486,-0.2332,-15.8114,-9.1146,5.287,-7.5753,9.3677,-0.2165,14.4675,-2.5845,-2.3179,3.4249,18.8788,-1.5707,-3.3149,-4.285,2.4001,3.8598,-2.18,-15.2296,6.9372,-1.847,9.4346,6.6273,-15.1366,0.0983,-0.9559,11.3573,-0.1555,-7.037,-5.5011,-13.2418,5.6476,5.5443,-1.9379,0.469000000000001,11.4961,-5.0637,0.9786,7.5238,-0.0580999999999996,19.7258,7.9018,-1.9677,-6.0787,8.7101,6.4546,13.7389,1.03980000000000,2.5474,-3.6156,2.45,7.2519,-9.3254,10.743,-8.493,-15.5785,5.7025,-6.3887
"3",7.7193,-1.6655,-6.3498,-4.5876,14.5545,-9.7521,-3.0698,1.2064,-0.224,7.1216,1.7444,-9.3783,-6.3829,-18.6236,2.68,-4.8651,0.510499999999999,6.3819,4.4285,6.1856,5.2213,6.5656,8.3264,-3.4965,-7.6727,-2.5685,-1.4041,-0.641500000000001,8.7302,-5.6706,-11.9105,3.8872,2.4604,3.5843,3.6828,-1.6433,-1.1611,-4.8535,1.465,-7.8626,1.8003,-10.1409,-3.3195,3.3447,9.3768,-3.2191,11.5454,6.6394,3.3481,-0.2327,-15.8134,-9.1124,5.286,-7.5769,9.3676,-0.218299999999999,14.4704,-2.5876,-2.3175,3.425,18.8758,-1.5718,-3.3158,-4.281,2.3981,3.8574,-2.1809,-15.2253,6.9347,-1.8484,9.4363,6.6261,-15.138,0.0986000000000002,-0.956399999999999,11.3599,-0.1536,-7.0374,-5.4992,-13.2392,5.647,5.548,-1.9418,0.468500000000002,11.4948,-5.0612,0.979,7.526,-0.0628999999999991,19.7247,7.8979,-1.9617,-6.0752,8.7068,6.4537,13.7423,1.0388,2.5461,-3.6161,2.4468,7.2526,-9.3263,10.7447,-8.4936,-15.5789,5.7007,-6.3889
"4",7.7248,-1.6274,-6.3333,-4.5672,14.5475,-9.7489,-3.0311,1.236,-0.220900000000000,7.1145,1.7606,-9.3847,-6.3838,-18.6192,2.6793,-4.8731,0.498499999999999,6.3774,4.4364,6.1812,5.2295,6.5251,8.3124,-3.5013,-7.6682,-2.5698,-1.4253,-0.6607,8.7204,-5.6603,-11.8941,3.9083,2.4493,3.583,3.6991,-1.6828,-1.1917,-4.8372,1.4432,-7.8391,1.7696,-10.1523,-3.3388,3.3111,9.3628,-3.2015,11.5391,6.6093,3.3443,-0.2311,-15.8252,-9.0937,5.2769,-7.5919,9.3658,-0.230300000000000,14.4912,-2.6118,-2.3128,3.4261,18.8551,-1.5779,-3.3229,-4.2512,2.3821,3.838,-2.1864,-15.1916,6.9188,-1.8605,9.4477,6.617,-15.1473,0.101,-0.9611,11.3795,-0.138699999999999,-7.0411,-5.484,-13.2172,5.6408,5.5765,-1.9714,0.4665,11.4852,-5.0436,0.984,7.5439,-0.0978999999999992,19.7139,7.8701,-1.9178,-6.0456,8.6797,6.4451,13.7642,1.0305,2.5358,-3.6157,2.4215,7.2575,-9.3335,10.7549,-8.5006,-15.5823,5.6889,-6.3874
"5",7.7422,-1.4953,-6.2743,-4.496,14.5179,-9.7317,-2.8944,1.3436,-0.204499999999999,7.0899,1.8271,-9.3995,-6.3868,-18.5913,2.6809,-4.8961,0.4603,6.3629,4.4645,6.1676,5.2531,6.3699,8.2471,-3.5194,-7.6399,-2.5782,-1.5095,-0.7307,8.688,-5.6275,-11.8261,3.9763,2.4137,3.5814,3.7474,-1.8274,-1.299,-4.7819,1.3626,-7.7499,1.6568,-10.1892,-3.4067,3.1912,9.309,-3.1397,11.512,6.5014,3.3357,-0.2317,-15.8587,-9.0229,5.2401,-7.6515,9.3569,-0.269600000000001,14.5638,-2.7028,-2.2852,3.4252,18.7811,-1.5862,-3.3549,-4.1422,2.3174,3.7544,-2.2027,-15.0613,6.8652,-1.9137,9.4789,6.581,-15.1812,0.1062,-0.9823,11.4559,-0.0816999999999997,-7.0599,-5.4192,-13.1316,5.6146,5.6777,-2.0834,0.459199999999999,11.4492,-4.9817,1.0118,7.6122,-0.227600000000001,19.6692,7.7712,-1.7533,-5.9265,8.5771,6.4096,13.8355,0.9989,2.4936,-3.6018,2.3335,7.2777,-9.3582,10.7809,-8.5297,-15.5982,5.6526,-6.3737
"6",7.7781,-1.1976,-6.127,-4.3265,14.4265,-9.6721,-2.5776,1.6016,-0.151999999999999,7.0329,2.0075,-9.4059,-6.3896,-18.4849,2.6916,-4.9297,0.3839,6.3331,4.5258,6.1384,5.2915,5.9775,8.0483,-3.5647,-7.5386,-2.6045,-1.7245,-0.898,8.618,-5.5609,-11.6383,4.1181,2.3424,3.5855,3.8271,-2.1852,-1.5466,-4.6583,1.1625,-7.5277,1.3807,-10.2653,-3.5627,2.908,9.1706,-3.0011,11.4292,6.2415,3.3303,-0.2488,-15.9141,-8.845,5.1389,-7.8023,9.3257,-0.3534,14.7304,-2.9287,-2.1896,3.4114,18.6077,-1.5636,-3.4512,-3.8824,2.1447,3.5176,-2.2322,-14.7247,6.7527,-2.0639,9.5256,6.4816,-15.2611,0.109400000000000,-1.04630000000000,11.6481,0.0618999999999996,-7.1152,-5.2347,-12.9087,5.5397,5.9168,-2.3652,0.441800000000001,11.3568,-4.8379,1.1022,7.7813,-0.546000000000001,19.5444,7.5305,-1.34460000000000,-5.6057,8.311,6.3075,13.9798,0.9169,2.3726,-3.5311,2.1347,7.3374,-9.4116,10.8086,-8.6055,-15.6429,5.5804,-6.3149
"7",7.8326,-0.6895,-5.8377,-4.0067,14.2065,-9.5197,-2.0214,2.0698,-0.0404999999999998,6.9297,2.3701,-9.3472,-6.3802,-18.1987,2.716,-4.9359,0.2805,6.2886,4.6168,6.0876,5.3236,5.2277,7.5996,-3.6472,-7.2885,-2.6558,-2.1235,-1.2042,8.505,-5.4697,-11.2453,4.3339,2.242,3.6058,3.8888,-2.8662,-1.9753,-4.4495,0.7755,-7.106,0.8686,-10.3828,-3.8325,2.3964,8.901,-2.7696,11.2309,5.7599,3.356,-0.307,-15.9681,-8.5103,4.9286,-8.0782,9.2405,-0.4825,15.019,-3.3467,-1.9591,3.3602,18.2939,-1.437,-3.6691,-3.4146,1.7944,3.0106,-2.2659,-14.0602,6.5821,-2.3758,9.5504,6.2644,-15.3946,0.0971,-1.1938,12.0027,0.3376,-7.227,-4.8341,-12.468,5.3785,6.3485,-2.9108,0.411000000000001,11.1629,-4.5796,1.304,8.0858,-1.1433,19.2808,7.0655,-0.572599999999998,-4.9503,7.7762,6.0724,14.1875,0.75,2.1011,-3.3338,1.8104,7.4791,-9.4847,10.7862,-8.7466,-15.7354,5.472,-6.1484
"8",7.8876,0.024,-5.353,-3.4891,13.7764,-9.2064,-1.2088,2.7699,0.126800000000001,6.7704,2.9534,-9.121,-6.3296,-17.598,2.7431,-4.8406,0.189300000000000,6.2395,4.7009,6.0077,5.3125,4.066,6.7832,-3.7569,-6.8093,-2.7219,-2.7061,-1.6664,8.3474,-5.3822,-10.5685,4.5907,2.1479,3.6436,3.8341,-3.9466,-2.5736,-4.1547,0.144500000000001,-6.4502,0.0932,-10.5266,-4.2198,1.6281,8.4676,-2.4629,10.8332,5.012,3.455,-0.4246,-15.9794,-8.0006,4.5701,-8.4736,9.0455,-0.6313,15.4327,-3.9567,-1.5295,3.2357,17.8077,-1.118,-4.061,-2.7321,1.2044,2.1233,-2.2847,-12.9714,6.3853,-2.8939,9.4839,5.8729,-15.5535,0.0569,-1.474,12.5219,0.7696,-7.3885,-4.1214,-11.7454,5.0973,6.9957,-3.788,0.370900000000001,10.8033,-4.1838,1.6477,8.5097,-2.0666,18.8305,6.2938,0.613599999999998,-3.8626,6.8723,5.6124,14.3987,0.460800000000001,1.5897,-2.9437,1.4041,7.7562,-9.5282,10.6295,-8.9437,-15.8799,5.3325,-5.7877
"9",7.8935,0.8946,-4.6324,-2.7464,13.0706,-8.6591,-0.1622,3.6773,0.297600000000001,6.5519,3.7449,-8.6031,-6.1956,-16.5527,2.7363,-4.5451,0.1709,6.2,4.7087,5.8844,5.2262,2.5375,5.52,-3.8595,-6.0481,-2.7787,-3.4142,-2.2601,8.1302,-5.3304,-9.5563,4.8302,2.125,3.6763,3.5465,-5.4389,-3.2753,-3.7835,-0.7607,-5.5725,-0.8983,-10.6611,-4.7118,0.6174,7.8559,-2.1342,10.1483,3.9874,3.6621,-0.5961,-15.9091,-7.3406,4.0435,-8.9373,8.6714,-0.7474,15.9484,-4.6697,-0.8681,2.9915,17.1123,-0.5519,-4.648,-1.8909,0.3279,0.783,-2.2684,-11.4143,6.2108,-3.6213,9.2457,5.2731,-15.6611,-0.000599999999999989,-1.937,13.1551,1.343,-7.5453,-3.0434,-10.6994,4.6831,7.841,-5.0163,0.334300000000001,10.1979,-3.6321,2.1246,8.9727,-3.2869,18.1767,5.1625,2.14830000000000,-2.3261,5.5266,4.829,14.5107,0.0126000000000008,0.7515,-2.3431,1.0151,8.2003,-9.4448,10.2424,-9.1473,-16.0537,5.1635,-5.1476
"10",7.7688,1.85,-3.6643,-1.7944,12.0652,-7.8095,1.0649,4.7353,0.383100000000001,6.279,4.6869,-7.6857,-5.9398,-14.979,2.6433,-3.9428,0.2904,6.1766,4.5488,5.6833,5.0651,0.7751,3.7894,-3.9063,-4.9998,-2.8102,-4.1581,-2.9134,7.8113,-5.3429,-8.1968,4.9868,2.2456,3.6584,2.9288,-7.2757,-3.972,-3.3553,-1.9301,-4.5258,-1.985,-10.7264,-5.2899,-0.5894,7.064,-1.8644,9.1124,2.706,3.9736,-0.7886,-15.7337,-6.585,3.3625,-9.38,8.0649,-0.7664,16.5186,-5.3269,0.008,2.5792,16.1591,0.2523,-5.4059,-1.0057,-0.8605,-1.0318,-2.2123,-9.4005,6.1111,-4.5146,8.7649,4.471,-15.606,-0.0288000000000000,-2.6177,13.8127,2,-7.5965,-1.6195,-9.3042,4.152,8.824,-6.5612,0.3201,9.27,-2.9067,2.6804,9.3434,-4.6857,17.3349,3.6946,3.834,-0.4168,3.7072,3.6467,14.3966,-0.6303,-0.4687,-1.5842,0.7578,8.7748,-9.1076,9.5318,-9.2721,-16.2027,4.9607,-4.1779
"11",7.4203,2.8204,-2.4755,-0.7086,10.7778,-6.6049,2.3906,5.8746,0.2961,5.9645,5.6899,-6.3136,-5.5508,-12.8604,2.4194,-2.949,0.5886,6.1599,4.1182,5.3483,4.8781,-1.0371,1.6275,-3.8557,-3.7079,-2.8282,-4.8421,-3.5133,7.3215,-5.4519,-6.5239,5.0006,2.5511,3.545,1.926,-9.3107,-4.538,-2.9046,-3.2991,-3.38,-3.0016,-10.6452,-5.9243,-1.9273,6.0942,-1.7415,7.7197,1.2111,4.332,-0.9538,-15.4396,-5.7905,2.5875,-9.6834,7.2178,-0.6383,17.0699,-5.7511,1.0294,1.9579,14.89,1.2351,-6.2767,-0.221500000000001,-2.3555,-3.3018,-2.1382,-6.9859,6.1319,-5.4893,7.9967,3.5003,-15.2676,0.0513000000000001,-3.5143,14.3754,2.6606,-7.4212,0.0534000000000008,-7.5521,3.5535,9.8502,-8.3446,0.346900000000002,7.9787,-1.9901,3.2137,9.4655,-6.07,16.3377,2.0156,5.3794,1.7207,1.4281,2.0365,13.9312,-1.5027,-2.064,-0.7801,0.7164,9.3537,-8.3973,8.4179,-9.2101,-16.2549,4.7215,-2.8886
"12",6.7749,3.7512,-1.1267,0.383600000000000,9.2574,-5.0223,3.7124,7.0224,-0.0166000000000004,5.6183,6.6423,-4.5015,-5.0553,-10.2483,2.0451,-1.5489,1.0412,6.121,3.3118,4.8234,4.7517,-2.6988,-0.8761,-3.6835,-2.2492,-2.8658,-5.3749,-3.9352,6.5824,-5.7013,-4.6165,4.826,3.0187,3.3197,0.5325,-11.3328,-4.8521,-2.4886,-4.747,-2.1956,-3.7867,-10.3376,-6.5638,-3.3212,4.9466,-1.829,6.0412,-0.4396,4.6371,-1.0368,-15.001,-4.9971,1.8319,-9.712,6.1689,-0.3457,17.5074,-5.7904,2.082,1.1058,13.2454,2.3092,-7.1869,0.33,-4.1148,-5.9845,-2.0875,-4.2523,6.3103,-6.4289,6.9312,2.4039,-14.5381,0.3278,-4.5639,14.7016,3.2522,-6.9217,1.821,-5.4722,2.9652,10.8064,-10.2563,0.435000000000000,6.3371,-0.8717,3.5819,9.1901,-7.2172,15.2223,0.335,6.4755,3.896,-1.2535,0.0241,13.0106,-2.6225,-3.9496,-0.0733,0.919,9.7519,-7.2363,6.847,-8.8462,-16.1456,4.4516,-1.3526
"13",5.8023,4.5999,0.3055,1.3388,7.5769,-3.081,4.9112,8.0903,-0.5606,5.2226,7.4193,-2.3325,-4.5064,-7.2516,1.5307,0.164899999999999,1.5373,6.0192,2.0358,4.0867,4.7713,-4.0261,-3.5797,-3.3894,-0.7205,-2.9521,-5.6774,-4.0753,5.5272,-6.1424,-2.5902,4.4389,3.5653,3.002,-1.2184,-13.0954,-4.8175,-2.1833,-6.1083,-1.0108,-4.2311,-9.7419,-7.1251,-4.687,3.6215,-2.1434,4.2201,-2.1843,4.7731,-0.9725,-14.3563,-4.2287,1.2407,-9.3383,4.9805,0.0968999999999998,17.7363,-5.3346,3.0299,0.0304000000000002,11.1675,3.3678,-8.0659,0.5755,-6.0653,-9.0078,-2.0986,-1.2925,6.6646,-7.2015,5.5959,1.2202,-13.3338,0.8646,-5.6384,14.647,3.7345,-6.057,3.5036,-3.1481,2.4783,11.5948,-12.1616,0.6137,4.4102,0.4384,3.6224,8.4019,-7.9254,14.0157,-1.112,6.8767,5.8884,-4.2411,-2.3129,11.5637,-3.9551,-5.9625,0.4009,1.3362,9.7797,-5.6121,4.8041,-8.0798,-15.8457,4.1627,0.3145
"14",4.5288,5.3164,1.7489,2.0424,5.8223,-0.852,5.8409,8.9516,-1.2919,4.7245,7.9063,0.0528000000000013,-3.9609,-4.0255,0.9196,2.0078,1.9018,5.8196,0.233500000000000,3.1698,4.9769,-4.8833,-6.305,-2.9975,0.7701,-3.0879,-5.6932,-3.8747,4.124,-6.8183,-0.5846,3.8361,4.0893,2.6257,-3.2665,-14.3496,-4.3785,-2.0674,-7.2009,0.1653,-4.2969,-8.8342,-7.4999,-5.9299,2.1219,-2.6525,2.4416,-3.9647,4.6281,-0.6733,-13.4047,-3.5,0.9316,-8.4696,3.7216,0.6534,17.6824,-4.3148,3.7514,-1.2152,8.6167,4.2839,-8.8563,0.525,-8.1026,-12.2434,-2.1759,1.7972,7.1878,-7.6766,4.0475,-0.0114000000000001,-11.5996,1.6722,-6.5682,14.1078,4.1086,-4.8601,4.9272,-0.7173,2.1744,12.1647,-13.903,0.9232,2.2973,1.8906,3.1968,7.049,-8.0574,12.7278,-2.1242,6.449,7.4722,-7.408,-4.8495,9.5571,-5.3831,-7.8874,0.5391,1.8957,9.2871,-3.5825,2.3233,-6.8525,-15.3696,3.8648,1.9891
"15",3.042,5.8258,3.1411,2.4303,4.0704,1.5369,6.3181,9.4331,-2.1251,4.0605,8.0323,2.4739,-3.4584,-0.757,0.2865,3.7608,1.9484,5.5096,-2.0827,2.1525,5.3485,-5.1944,-8.8676,-2.5544,2.1177,-3.2384,-5.3893,-3.334,2.387,-7.7449,1.252,3.0274,4.5132,2.2159,-5.532,-14.8884,-3.5342,-2.2021,-7.8595,1.348,-4.0018,-7.6347,-7.5708,-6.9501,0.458599999999999,-3.2942,0.8889,-5.7278,4.1068,-0.0261000000000005,-12.0288,-2.8216,0.9274,-7.066,2.4647,1.2768,17.2955,-2.7086,4.1724,-2.5192,5.596,4.925,-9.5159,0.261800000000001,-10.0884,-15.4875,-2.28,4.9273,7.852,-7.745,2.3569,-1.2376,-9.3117,2.6882,-7.1812,13.0541,4.3992,-3.4334,5.9471,1.6411,2.1167,12.5146,-15.3015,1.4004,0.116000000000000,3.3796,2.2269,5.1624,-7.5692,11.3483,-2.5737,5.1804,8.4634,-10.6156,-7.4135,7.0016,-6.7153,-9.4958,0.2846,2.4964,8.1815,-1.2809,-0.5036,-5.1687,-14.7679,3.561,3.5684
"16",1.4806,6.0341,4.4198,2.4834,2.367,3.9102,6.1357,9.3376,-2.9474,3.1982,7.7957,4.7304,-3.0108,2.3544,-0.271,5.2248,1.5364,5.092,-4.8031,1.1383,5.8227,-4.9359,-11.0971,-2.1168,3.2487,-3.3318,-4.745,-2.518,0.384300000000001,-8.8895,2.7856,2.0303,4.8032,1.7835,-7.9152,-14.5892,-2.3391,-2.6214,-7.9657,2.5607,-3.3942,-6.1905,-7.2346,-7.6521,-1.3409,-3.9965,-0.2988,-7.4236,3.1478,1.0891,-10.1298,-2.207,1.1248,-5.1462,1.2903,1.9168,16.535,-0.5458,4.2816,-3.725,2.1722,5.1801,-9.9993,-0.0986000000000002,-11.856,-18.4738,-2.3451,8.0261,8.6227,-7.3413,0.5979,-2.3716,-6.476,3.7887,-7.3381,11.5314,4.6239,-1.9324,6.4646,3.7272,2.3491,12.666,-16.1669,2.0517,-2.009,4.7494,0.7057,2.8678,-6.5162,9.8563,-2.4267,3.174,8.7704,-13.7319,-9.7814,3.9655,-7.7324,-10.5894,-0.3652,3.0237,6.4367,1.0919,-3.5214,-3.0987,-14.107,3.2554,4.9881
"17",0.0066000000000006,5.8513,5.5113,2.2094,0.7217,6.0726,5.1033,8.5032,-3.6328,2.1613,7.2721,6.6209,-2.6115,5.1079,-0.6519,6.2396,0.609400000000001,4.5617,-7.7223,0.2167,6.3175,-4.1221,-12.8302,-1.7388,4.1323,-3.2624,-3.7399,-1.5411,-1.7553,-10.1609,3.9185,0.8613,4.9687,1.3378,-10.3001,-13.442,-0.8935,-3.3314,-7.4697,3.8167,-2.5375,-4.5472,-6.4189,-7.9556,-3.2209,-4.6888,-1.0398,-9.0028,1.7481,2.7534,-7.6609,-1.6856,1.3141,-2.7932,0.2792,2.5267,15.3583,2.0942,4.1175,-4.6729,-1.5281,4.972,-10.2313,-0.4558,-13.2364,-20.907,-2.3065,11.0358,9.4681,-6.4609,-1.1543,-3.2981,-3.1349,4.8315,-6.9558,9.6341,4.764,-0.5446,6.44,5.3434,2.8964,12.6334,-16.3379,2.8454,-3.9522,5.8234,-1.3169,0.373200000000001,-5.0369,8.2381,-1.7438,0.635,8.4208,-16.6324,-11.6859,0.578900000000001,-8.2407,-11.0277,-1.3604,3.3618,4.087,3.2968,-6.5288,-0.7528,-13.4482,2.9604,6.222
"18",-1.2259,5.2233,6.3351,1.6333,-0.872,7.8508,3.106,6.8649,-4.0596,1.0324,6.5918,7.9678,-2.2593,7.3212,-0.7742,6.6975,-0.7896,3.8935,-10.5666,-0.5644,6.7498,-2.7957,-13.9032,-1.4729,4.7634,-2.9132,-2.3631,-0.538,-3.8434,-11.4113,4.6041,-0.4623,5.0557,0.9019,-12.5603,-11.555,0.6738,-4.3147,-6.4069,5.1076,-1.5099,-2.734,-5.089,-7.8113,-5.0895,-5.3097,-1.3042,-10.4102,-0.0141,4.9565,-4.6576,-1.3071,1.2416,-0.159600000000000,-0.5031,3.0692,13.733,5.0843,3.7368,-5.2501,-5.3336,4.2509,-10.0973,-0.7503,-14.0895,-22.5075,-2.116,13.8944,10.3522,-5.168,-2.81,-3.9069,0.6252,5.7133,-6.0181,7.4788,4.7636,0.532900000000001,5.9043,6.323,3.7579,12.405,-15.7414,3.7273,-5.5987,6.4462,-3.7428,-2.0624,-3.3187,6.5066,-0.657,-2.1559,7.5598,-19.1758,-12.8515,-2.9752,-8.1043,-10.7423,-2.6077,3.4072,1.2099,5.1082,-9.3118,1.7612,-12.8344,2.6934,7.2766
"19",-2.0866,4.1572,6.8225,0.8032,-2.4085,9.125,0.1507,4.4878,-4.1222,-0.0663,5.9148,8.6484,-1.9755,8.8524,-0.5953,6.5645,-2.5271,3.0596,-13.0476,-1.2047,7.0413,-1.0177,-14.1768,-1.3748,5.1426,-2.1905,-0.6337,0.3686,-5.6651,-12.4554,4.8492,-1.9103,5.1299,0.5129,-14.5651,-9.1348,2.2194,-5.5275,-4.9015,6.4068,-0.4002,-0.7668,-3.2487,-7.2095,-6.8314,-5.8129,-1.0983,-11.5781,-1.9821,7.5754,-1.2598,-1.1419,0.6829,2.5383,-1.0233,3.5229,11.6643,8.2555,3.1841,-5.417,-9.04,2.9915,-9.4712,-0.968,-14.3219,-23.061,-1.7405,16.5127,11.2143,-3.5869,-4.2525,-4.144,4.6718,6.398,-4.5727,5.191,4.5596,1.1162,4.9559,6.5619,4.8922,11.9359,-14.4381,4.6442,-6.8578,6.5081,-6.4224,-4.171,-1.56160000000000,4.7207,0.6618,-4.893,6.4209,-21.185,-13.0613,-6.4817,-7.2593,-9.7346,-3.9789,3.0806,-2.086,6.3624,-11.6792,4.3727,-12.298,2.4733,8.1783
"20",-2.4721,2.7337,6.9318,-0.191600000000000,-3.8464,9.8375,-3.6171,1.5456,-3.7471,-0.9938,5.3958,8.6278,-1.8008,9.6261,-0.135200000000000,5.9033,-4.408,2.0488,-14.9168,-1.7323,7.1175,1.1356,-13.5732,-1.4908,5.282,-1.0477,1.3866,1.1009,-7.0328,-13.0987,4.7121,-3.4246,5.2384,0.207600000000001,-16.1826,-6.4445,3.5982,-6.8899,-3.1457,7.6668,0.7031,1.3358,-0.9511,-6.1754,-8.3252,-6.1735,-0.4535,-12.4328,-3.9583,10.3906,2.2951,-1.2693,-0.5011,5.0492,-1.283,3.8862,9.2198,11.411,2.4833,-5.2003,-12.4224,1.2072,-8.2585,-1.138,-13.8849,-22.4655,-1.1583,18.7589,11.9615,-1.8805,-5.3346,-4.0401,8.8344,6.907,-2.7051,2.9021,4.1089,1.067,3.7398,6.0381,6.2106,11.156,-12.623,5.5478,-7.6817,5.9482,-9.1522,-5.7188,0.0521999999999991,2.9927,2.0198,-7.3033,5.2794,-22.4595,-12.2308,-9.7132,-5.7096,-8.0693,-5.3232,2.3393,-5.6612,6.982,-13.4796,7.0557,-11.8687,2.3181,8.9558
"21",-2.3187,1.096,6.6403,-1.2056,-5.1099,9.9777,-7.9243,-1.737,-2.9123,-1.6197,5.1436,7.9753,-1.7827,9.6423,0.508999999999999,4.859,-6.2173,0.8779,-15.9985,-2.1803,6.913,3.5604,-12.0934,-1.8304,5.2254,0.5094,3.599,1.6524,-7.8435,-13.175,4.2982,-4.9086,5.3763,0.0141999999999998,-17.2954,-3.7627,4.669,-8.2834,-1.3546,8.8191,1.7223,3.537,1.7024,-4.7531,-9.4628,-6.3863,0.5809,-12.9055,-5.757,13.1222,5.7178,-1.7543,-2.3324,7.1325,-1.3192,4.1833,6.5368,14.3444,1.6513,-4.6681,-15.2608,-1.021,-6.4318,-1.3282,-12.7623,-20.7525,-0.3566,20.4585,12.483,-0.2226,-5.8967,-3.6938,12.9237,7.2934,-0.5077,0.7399,3.3893,0.3234,2.4191,4.8161,7.5907,9.9937,-10.5819,6.378,-8.0652,4.7429,-11.6886,-6.5358,1.38170000000000,1.4746,3.2136,-9.1901,4.3867,-22.8127,-10.4442,-12.4444,-3.5187,-5.8691,-6.4889,1.1869,-9.3371,6.9745,-14.6067,9.8048,-11.5675,2.2396,9.6159
"22",-1.6129,-0.5748,5.9249,-2.048,-6.109,9.5715,-12.4039,-5.1372,-1.6694,-1.8557,5.1878,6.8616,-1.9678,8.9751,1.161,3.6127,-7.7555,-0.409400000000002,-16.2051,-2.5654,6.3932,6.108,-9.8075,-2.3456,5.0566,2.4251,5.8804,2.0912,-8.1053,-12.5831,3.7518,-6.2383,5.4789,-0.0517000000000003,-17.8276,-1.3547,5.315,-9.5634,0.286000000000000,9.784,2.5903,5.7686,4.5709,-2.9897,-10.162,-6.4486,1.9395,-12.9452,-7.2445,15.4598,8.7294,-2.6112,-4.7074,8.5983,-1.2015,4.4706,3.8008,16.8586,0.7225,-3.9151,-17.3816,-3.5248,-4.0357,-1.6361,-10.9647,-18.0839,0.6606,21.4181,12.6687,1.2188,-5.8009,-3.2327,16.7394,7.6153,1.9333,-1.1885,2.38160000000000,-1.0804,1.14870000000000,3.0418,8.9041,8.3994,-8.6274,7.051,-8.0318,2.9004,-13.7808,-6.5348,2.3409,0.334000000000001,4.0465,-10.44,3.9114,-22.1146,-7.9281,-14.4598,-0.7994,-3.3119,-7.3561,-0.327900000000000,-12.8978,6.4146,-15.0011,12.604,-11.3811,2.2295,10.1256
"23",-0.397199999999999,-2.0868,4.7499,-2.5235,-6.7657,8.6883,-16.6426,-8.4504,-0.151199999999999,-1.6793,5.4777,5.5293,-2.3968,7.7648,1.5904,2.3422,-8.8578,-1.7435,-15.5381,-2.872,5.5723,8.5924,-6.8455,-2.9396,4.8873,4.5984,8.0944,2.5258,-7.9231,-11.3102,3.2395,-7.28,5.4483,0.0110999999999999,-17.7739,0.5432,5.4766,-10.5686,1.6536,10.4936,3.2474,7.9344,7.4872,-0.9425,-10.3864,-6.3378,3.5337,-12.523,-8.348,17.0831,11.1123,-3.7825,-7.4105,9.3211,-1.0186,4.8324,1.2062,18.7793,-0.226,-3.0481,-18.686,-6.0547,-1.1802,-2.1566,-8.5411,-14.7243,1.8618,21.461,12.4252,2.2835,-4.9731,-2.7752,20.0741,7.9194,4.5242,-2.8162,1.0774,-3.0162,0.0631999999999984,0.9271,10.0403,6.364,-7.0325,7.4621,-7.6203,0.4702,-15.2127,-5.7263,2.9043,-0.276900000000000,4.3621,-11.0059,3.9062,-20.3187,-4.9791,-15.566,2.2954,-0.6136,-7.854,-2.1293,-16.1086,5.4159,-14.6583,15.4065,-11.2543,2.2396,10.413
